nif	year	existencias
"B79033700"	2015	1253.314
"B46076287"	2014	1253.351
"B30043558"	2012	1253.564
"A01006659"	2012	1253.886
"A04007811"	2015	1254.18
"A01009265"	2011	1254.247
"B11605862"	2016	1254.677
"B12008397"	2008	1254.921
"A28518819"	2012	1255.005
"A01009265"	2016	1255.043
"A30046320"	2009	1255.124
"A30023295"	2011	1255.331
"A35040831"	2010	1256.569
"F50561091"	2017	1256.611
"A84039338"	2017	1256.845
"B79033700"	2017	1257.215
"A35040831"	2009	1257.695
"A13012869"	2012	1257.944
"A28067338"	2014	1257.994
"A38000410"	2014	1258.214
"A12083002"	2009	1258.417
"A92111871"	2013	1259
"A28486090"	2017	1259.04
"A33604406"	2008	1259.106
"A35014075"	2017	1259.12
"B46069654"	2009	1259.72
"A12017760"	2010	1260.268
"A48121826"	2017	1260.286
"A08629107"	2012	1260.35
"A31062342"	2017	1260.762
"A31037294"	2012	1261.038
"A20024568"	2017	1261.154
"A15031800"	2014	1261.777
"A43014174"	2017	1262.52
"A38026605"	2015	1262.625
"A48093868"	2017	1262.978
"B46084695"	2016	1263.478
"A21007950"	2014	1263.549
"A28399715"	2009	1263.676
"A08620056"	2011	1263.693
"A08263469"	2015	1263.74
"A08906208"	2016	1264.348
"A12083002"	2011	1264.599
"A08401820"	2014	1264.799
"A28642122"	2015	1265.332
"A08273898"	2010	1266.162
"A28623155"	2012	1266.167
"A08675522"	2016	1266.215
"A28411585"	2013	1266.388
"A46020558"	2014	1266.779
"A58349929"	2011	1266.826
"A29006343"	2011	1267.269
"A28415487"	2016	1267.333
"B61395497"	2013	1267.794
"A39005095"	2015	1267.973
"B20062295"	2011	1268.295
"B08359705"	2009	1268.749
"A03017308"	2007	1268.873
"A08222465"	2016	1269.567
"A08595324"	2007	1269.722
"A28642122"	2012	1269.826
"A48000939"	2007	1270.72
"A46089819"	2010	1270.734
"A07065717"	2013	1270.826
"B13009592"	2016	1270.913
"A08257388"	2013	1270.923
"A09030412"	2015	1270.96
"A58415779"	2015	1271.073
"B82432725"	2012	1271.505
"B61395497"	2009	1271.695
"A21006911"	2012	1271.755
"A17006792"	2007	1271.816
"A09007089"	2011	1272.392
"A08401820"	2011	1273.051
"A28511004"	2010	1273.245
"B01013507"	2012	1273.307
"A48033526"	2015	1273.367
"B29042348"	2012	1273.458
"B28113991"	2016	1273.646
"A20024832"	2010	1273.709
"B01013507"	2011	1274.511
"A58907015"	2012	1274.537
"A22201164"	2013	1274.651
"A46068862"	2009	1275.275
"A08397465"	2009	1275.687
"A17009598"	2010	1276.751
"B28341790"	2014	1277
"A12017760"	2014	1277.4
"A28386225"	2007	1277.44
"B97526008"	2016	1277.471
"B12019485"	2015	1277.833
"A15021843"	2012	1278.184
"B28341790"	2010	1279.071
"B31071178"	2007	1279.1
"A48045199"	2016	1279.268
"A84039338"	2012	1279.279
"A08595324"	2009	1279.984
"A50060011"	2014	1280.012
"A20015137"	2016	1280.135
"B46162376"	2014	1280.279
"A39000690"	2013	1280.599
"A15032196"	2009	1280.666
"A46078267"	2011	1280.767
"A08489007"	2013	1281.376
"A82335746"	2016	1281.638
"A28610863"	2012	1281.94
"A08181067"	2016	1282.539
"B30034730"	2015	1282.668
"A15031800"	2013	1282.835
"A12512497"	2008	1282.837
"A33611195"	2014	1282.924
"B25015017"	2017	1283
"A03030509"	2007	1283.396
"A31096233"	2016	1283.524
"B08216202"	2008	1283.83
"A08200032"	2010	1283.922
"A03063583"	2008	1284.276
"A20060075"	2008	1284.499
"A58349929"	2017	1284.502
"A08122574"	2014	1285.453
"B33614033"	2011	1285.64
"A28458826"	2017	1285.938
"B59886531"	2017	1286
"B30041115"	2007	1286.071
"B79033700"	2016	1286.078
"A58907015"	2011	1286.213
"A17040072"	2014	1286.247
"A22009906"	2009	1286.439
"A07021256"	2016	1286.959
"B28084168"	2015	1287
"A08225278"	2007	1287.23
"A04236931"	2011	1288.605
"A45014776"	2015	1289.19
"A82335746"	2014	1289.498
"A24022196"	2011	1289.903
"A20060075"	2009	1290.866
"A08141038"	2014	1290.881
"A50029065"	2014	1291.025
"A46068862"	2008	1291.827
"A21006507"	2012	1291.926
"A30040562"	2013	1292.161
"A28085520"	2015	1292.944
"A48045199"	2014	1293.174
"A38000410"	2015	1293.534
"B08158917"	2009	1293.736
"A28228690"	2015	1293.901
"A07026651"	2010	1294.206
"A41028820"	2016	1294.425
"A28610863"	2010	1295.02
"B35021831"	2014	1295.454
"A01012103"	2012	1295.59
"A32226037"	2016	1295.974
"A33018664"	2012	1295.997
"A29507456"	2015	1296.525
"B50384080"	2014	1297.005
"A08560484"	2017	1297.049
"A58061383"	2008	1297.77
"A31001266"	2012	1298.052
"B31064082"	2013	1298.055
"B46135364"	2013	1298.279
"B13009592"	2017	1298.374
"A28734432"	2007	1298.706
"A08572729"	2007	1298.92
"A15024482"	2012	1299.254
"A36615896"	2012	1299.449
"A50049105"	2009	1299.57
"B28341790"	2017	1299.901
"A36121176"	2015	1300.061
"A03086931"	2014	1300.063
"A46137352"	2017	1300.512
"A08225278"	2016	1300.609
"B03087293"	2011	1300.882
"B08125940"	2015	1300.961
"B17374893"	2017	1301.005
"A48016794"	2007	1301.404
"A28357903"	2013	1301.483
"A09030412"	2014	1301.794
"A46066791"	2009	1302.175
"A28985992"	2015	1302.454
"B46095964"	2011	1302.549
"A46160701"	2017	1302.639
"A04017497"	2010	1302.886
"A28648053"	2013	1303.267
"A20032264"	2015	1303.715
"A48093868"	2009	1303.932
"A28642122"	2016	1304.018
"A14015788"	2007	1304.211
"A26011841"	2010	1304.236
"A30022214"	2017	1304.399
"B96683347"	2012	1304.751
"B31065212"	2014	1304.754
"A08122574"	2017	1304.873
"A03063583"	2007	1305.21
"A28555563"	2017	1305.214
"A08630808"	2015	1305.436
"B12015210"	2012	1306.416
"A17023813"	2010	1306.537
"A08361644"	2010	1306.622
"A28579373"	2010	1306.626
"B33119983"	2011	1306.634
"A03077898"	2015	1306.876
"A28245355"	2017	1307.096
"A33606534"	2015	1307.133
"A21006911"	2015	1307.275
"B23014848"	2017	1307.326
"A17202375"	2008	1308
"A08193591"	2015	1308.135
"A32006579"	2012	1308.446
"A28724268"	2012	1308.499
"B46055448"	2015	1308.651
"A28577864"	2010	1309.04
"A45010204"	2011	1310
"A48092886"	2007	1310.06
"B46146080"	2012	1310.395
"A08514028"	2008	1310.523
"A48017974"	2008	1311.05
"F50561091"	2016	1311.427
"B46166013"	2007	1312.141
"A08681264"	2012	1312.237
"A08104994"	2015	1313.308
"A08159816"	2012	1313.653
"A08683864"	2007	1313.678
"A58393778"	2011	1313.93
"A27199140"	2007	1314.59
"B08216202"	2013	1314.628
"A58415779"	2012	1314.919
"A46019204"	2009	1314.938
"A30040224"	2007	1315.294
"A33025719"	2015	1316.43
"A33604851"	2011	1317.143
"A08397465"	2008	1317.363
"A09018862"	2009	1317.487
"A30036214"	2012	1317.811
"A26011841"	2008	1318.024
"A45010204"	2013	1318.225
"B46162376"	2015	1318.379
"A36121176"	2009	1318.558
"B99004541"	2016	1319.324
"A17020561"	2016	1320.503
"B30331573"	2015	1320.627
"B99004541"	2017	1321.655
"B39014709"	2017	1322.192
"A96918867"	2015	1322.937
"A12100020"	2010	1323.191
"B01128552"	2013	1323.559
"A15024482"	2011	1324.091
"A08595324"	2010	1324.239
"B34224923"	2015	1324.245
"B38238788"	2009	1324.73
"B82175001"	2009	1325.446
"A12001418"	2011	1325.57
"A41277336"	2014	1325.746
"A17034505"	2015	1326.391
"A28618890"	2010	1326.521
"A28675908"	2016	1326.788
"A08193591"	2016	1326.97
"A38018404"	2011	1327.022
"B28307536"	2008	1327.54
"A83741967"	2017	1327.922
"C28863686"	2010	1328.661
"B36002913"	2012	1328.894
"A36619476"	2016	1330.307
"A28189082"	2012	1330.359
"A36619476"	2017	1330.551
"B31067168"	2010	1330.572
"A03681186"	2011	1330.791
"A84039338"	2011	1331
"A36619476"	2015	1331.235
"B13004924"	2015	1331.398
"A03018710"	2016	1331.399
"A14015788"	2009	1331.754
"A28734432"	2008	1331.85
"A08311995"	2012	1331.923
"A31394356"	2009	1332.184
"A48115000"	2015	1332.206
"A09354176"	2015	1332.714
"A08069809"	2012	1333.38
"A08069809"	2011	1333.711
"B03100831"	2012	1333.891
"A07026651"	2013	1333.905
"A08639643"	2011	1334.233
"A46134748"	2015	1334.292
"A36603421"	2016	1334.435
"A48061675"	2012	1334.722
"B08190654"	2009	1334.821
"B03044641"	2010	1335.127
"A08612103"	2007	1335.17
"A28189082"	2010	1335.633
"A31001027"	2013	1335.807
"A08257388"	2016	1336.33
"A96918867"	2017	1336.505
"A17044546"	2013	1336.755
"A28074078"	2011	1336.772
"A36014595"	2007	1337.194
"A45002839"	2008	1337.358
"A41050980"	2016	1337.543
"A35735083"	2013	1337.848
"A03024809"	2012	1338
"A50032002"	2014	1338.049
"V30405880"	2010	1338.741
"A28126274"	2016	1339.844
"A08299406"	2007	1339.93
"A43035401"	2009	1341.233
"A48115000"	2016	1341.286
"A08311995"	2013	1341.553
"A15590904"	2016	1342
"B78069259"	2014	1342.108
"A08563769"	2016	1342.554
"A60016037"	2016	1343.046
"A09354176"	2014	1343.491
"A36561595"	2016	1343.666
"A50050236"	2013	1343.849
"A45014776"	2014	1344.079
"A08159816"	2016	1344.444
"A08147357"	2017	1344.83
"B46164091"	2012	1345.194
"A28889939"	2017	1345.322
"A58349929"	2014	1345.587
"A46068318"	2012	1345.88
"A08481632"	2009	1346.022
"A25007105"	2009	1346.083
"A17014119"	2017	1346.204
"A08283798"	2013	1346.59
"A02011633"	2015	1346.667
"A08149668"	2010	1346.686
"B46153292"	2016	1346.748
"A36615896"	2008	1346.849
"A08141038"	2016	1347.056
"A08224545"	2014	1347.111
"A08595324"	2015	1347.362
"A45010543"	2014	1347.446
"A82335746"	2015	1347.459
"A28458826"	2014	1347.481
"F30046411"	2012	1347.826
"A17004763"	2016	1348.514
"B08078396"	2011	1348.895
"A45014776"	2013	1349.866
"A24001661"	2007	1350.152
"A25020173"	2009	1350.746
"A23010200"	2013	1350.747
"B46069654"	2007	1351.216
"A33018664"	2010	1351.806
"A08489007"	2007	1352.578
"A34007831"	2012	1352.828
"A46151973"	2007	1353.375
"A28586592"	2007	1353.79
"B33876459"	2010	1353.875
"A35040831"	2011	1354.388
"A28552149"	2007	1355.561
"B31001696"	2014	1355.722
"F50561091"	2015	1355.737
"A07065717"	2014	1356.27
"A84039338"	2016	1356.334
"B36603629"	2013	1356.51
"A08568057"	2014	1356.694
"A28112555"	2009	1356.991
"B96011283"	2016	1357.287
"A08612103"	2008	1357.372
"A31078140"	2017	1357.605
"A28636025"	2009	1357.75
"B30033666"	2017	1358.135
"A41035742"	2016	1358.602
"A07026651"	2011	1358.783
"A12405577"	2013	1358.832
"A03077898"	2016	1359.011
"B03004801"	2009	1359.661
"A03011392"	2017	1359.891
"B30033666"	2014	1359.969
"A46170080"	2007	1359.995
"A03040854"	2007	1360.238
"A35091057"	2017	1361.11
"B97751978"	2017	1361.24
"A30038764"	2012	1361.395
"A45019916"	2015	1361.397
"A04007811"	2009	1361.412
"A08193591"	2008	1362.385
"B11900602"	2016	1362.725
"B78077724"	2012	1363
"B78077724"	2010	1363
"B78077724"	2011	1363
"A50889955"	2009	1363.048
"A07061161"	2009	1363.305
"A28352656"	2011	1363.639
"B28412146"	2014	1363.85
"A28352656"	2007	1364.11
"A09007089"	2014	1364.665
"A08228124"	2013	1365
"B31064082"	2017	1365
"B30043558"	2014	1365.633
"B38020020"	2013	1365.757
"A08225278"	2014	1366.224
"A28648053"	2012	1366.643
"B28170215"	2013	1367.907
"A31138761"	2017	1368.067
"A48017974"	2010	1368.475
"B46084695"	2017	1369.044
"A29035896"	2007	1369.353
"A08225278"	2015	1369.668
"A03001948"	2010	1370.733
"A28392694"	2014	1370.756
"A12512497"	2010	1371.05
"A15007727"	2012	1371.13
"A20012498"	2007	1371.18
"A12050324"	2014	1371.204
"B46157533"	2010	1371.521
"A47017728"	2017	1371.756
"A92111871"	2016	1372
"A08332256"	2007	1372.12
"A46134748"	2016	1372.312
"A30022958"	2008	1372.954
"A23022783"	2017	1373.02
"B45005279"	2012	1373.394
"A07051253"	2011	1373.499
"A36605038"	2013	1374.711
"B08584989"	2010	1375.128
"A45012531"	2015	1375.171
"A01010701"	2011	1375.203
"B50475839"	2010	1375.277
"B63677223"	2014	1375.492
"A48009328"	2017	1376.195
"A36619476"	2014	1376.509
"A28067338"	2013	1376.722
"A20012498"	2010	1377.157
"A50016930"	2013	1377.306
"B36880003"	2016	1377.399
"A29035896"	2008	1377.414
"A60362266"	2007	1377.651
"A12019295"	2007	1377.79
"A28687978"	2017	1377.928
"A03017886"	2016	1377.976
"B04028734"	2013	1378.278
"B13009592"	2014	1379.06
"B79232096"	2014	1379.276
"A60362266"	2013	1379.423
"B08359093"	2013	1379.584
"B81303232"	2014	1379.698
"B08190654"	2008	1379.707
"A58349929"	2016	1380.03
"A08385395"	2017	1380.42
"A48016794"	2009	1380.875
"A46332995"	2014	1380.932
"B12029153"	2008	1381.09
"A47008487"	2008	1381.193
"B82175001"	2007	1381.4
"B08413247"	2014	1381.602
"A21000427"	2007	1382.296
"B28249431"	2010	1383.204
"A08568057"	2012	1383.804
"B48059786"	2008	1383.84
"B03044641"	2014	1385.06
"A21007950"	2015	1385.422
"A30022172"	2017	1385.433
"A08243297"	2012	1385.663
"A30023295"	2012	1385.81
"B31009715"	2014	1386.199
"B08216202"	2012	1386.631
"B31009715"	2009	1386.716
"A43025618"	2009	1387.028
"B08125940"	2016	1387.386
"A28518819"	2014	1387.696
"B36009207"	2015	1387.82
"A28552149"	2010	1388.52
"A31180060"	2016	1388.773
"A28314995"	2017	1388.954
"A25011180"	2009	1389.393
"A12385860"	2017	1389.654
"A08479297"	2013	1389.988
"B06320410"	2008	1390.305
"A36614691"	2007	1390.923
"A36014009"	2013	1391.393
"A08565285"	2007	1391.6
"B28579324"	2010	1391.82
"A50066562"	2015	1391.831
"A22271209"	2014	1392.179
"A28128486"	2013	1392.239
"A46137352"	2014	1392.58
"A28392694"	2016	1392.624
"A28359073"	2008	1393
"A11606134"	2014	1393.175
"B48714133"	2007	1393.18
"A28496438"	2007	1393.402
"A08644932"	2017	1394.553
"A48045199"	2015	1394.725
"A08104994"	2014	1394.884
"A20017604"	2017	1395.735
"A08278293"	2010	1395.87
"B96011283"	2011	1396.015
"A48093868"	2015	1396.162
"B08619363"	2013	1396.375
"B03158532"	2007	1397.44
"A20012498"	2011	1397.619
"A46066791"	2014	1398
"A08273898"	2009	1398.124
"B03036720"	2010	1399.173
"B12029153"	2015	1399.264
"A08322067"	2014	1399.44
"A25017880"	2017	1399.518
"A08149668"	2009	1400.117
"A28126274"	2012	1400.632
"A28329480"	2015	1400.673
"A01012103"	2007	1400.697
"A58415779"	2013	1400.862
"A28329480"	2016	1400.945
"A01035807"	2015	1401
"B03004801"	2010	1401.133
"A18312041"	2016	1401.258
"B15015274"	2010	1402.524
"A08093015"	2017	1402.574
"A08612103"	2012	1402.969
"A01012103"	2009	1403.364
"A12100020"	2009	1404.759
"A21007950"	2012	1405.014
"A46084984"	2008	1405.794
"A48033526"	2014	1406.303
"A41011271"	2013	1406.352
"A32005548"	2009	1406.415
"B08584989"	2007	1406.516
"A23016157"	2008	1406.611
"A46137352"	2013	1406.922
"A28618890"	2014	1406.973
"A17001678"	2009	1407.095
"A08609281"	2014	1407.236
"A46162665"	2017	1407.653
"A36249076"	2012	1407.869
"A03024809"	2013	1408
"A36249076"	2009	1408.062
"B08238263"	2017	1409.242
"A01035807"	2007	1409.3
"B97526008"	2015	1409.636
"A31071756"	2012	1409.754
"A46084984"	2007	1409.845
"A20017604"	2012	1410.917
"A46068318"	2013	1411.189
"A17004763"	2008	1411.342
"B03037736"	2007	1411.46
"A08181067"	2007	1411.78
"A32005548"	2012	1412.693
"A11606134"	2015	1412.739
"A28674489"	2015	1412.88
"A08159816"	2013	1413.031
"A08720708"	2012	1414.47
"A36249076"	2008	1414.51
"A33604851"	2014	1415.171
"A28555563"	2015	1415.318
"A28734432"	2010	1415.653
"A36249076"	2010	1416.244
"A46031761"	2007	1416.807
"A08141038"	2015	1416.938
"A28734432"	2009	1416.973
"B31067168"	2016	1417.561
"A08225278"	2008	1417.648
"A20012498"	2009	1418.017
"C28863686"	2008	1418.02
"A48034110"	2011	1418.036
"A17004763"	2013	1418.135
"A78393840"	2013	1418.767
"B96011283"	2010	1418.946
"B03006681"	2011	1418.984
"B31001696"	2008	1419.014
"B12008553"	2016	1419.265
"A46332995"	2016	1419.394
"A58349929"	2010	1419.474
"A15033699"	2010	1419.739
"A08257388"	2011	1420.151
"A36014009"	2010	1420.307
"A08667016"	2010	1420.444
"F50561091"	2011	1420.524
"A23016157"	2009	1420.608
"B28126019"	2016	1420.866
"B08190654"	2011	1422.789
"A45010543"	2016	1422.808
"A08075954"	2011	1422.855
"A28399715"	2011	1422.91
"A15024482"	2010	1423.238
"A08257388"	2010	1423.692
"A48876874"	2008	1423.77
"A28720795"	2011	1424.214
"B28579324"	2008	1424.246
"B82432725"	2011	1424.641
"B08216202"	2010	1424.979
"A01167204"	2010	1425.223
"B13004924"	2013	1425.936
"A04016952"	2007	1425.961
"A46066791"	2013	1426
"A30506406"	2015	1426.339
"A28229409"	2011	1426.461
"A36014009"	2012	1426.621
"A43025618"	2008	1426.63
"A03028552"	2017	1426.66
"A12228458"	2014	1426.86
"A31071756"	2007	1426.941
"A03018710"	2015	1427.024
"A50016930"	2012	1428.428
"A03084936"	2014	1429.431
"B08194359"	2007	1429.53
"A28610863"	2015	1429.593
"A50029065"	2015	1429.796
"A28556504"	2011	1430.217
"A08375537"	2013	1430.655
"A28017531"	2012	1430.865
"A01035807"	2008	1431
"F50561091"	2010	1431.038
"A08061590"	2009	1431.085
"B46135364"	2009	1431.448
"A08401820"	2012	1432.359
"A03681186"	2010	1432.767
"A08224545"	2016	1433.102
"A46105086"	2013	1433.309
"A20779849"	2016	1433.405
"B03036720"	2009	1433.611
"A08013898"	2009	1434.568
"B34224923"	2017	1434.711
"A08502635"	2017	1435.599
"A03050572"	2009	1435.7
"A48045199"	2013	1437.118
"A08069809"	2016	1437.441
"A08224545"	2017	1437.443
"A08296790"	2016	1437.706
"A33605072"	2012	1438.074
"A12405577"	2014	1438.627
"A48093421"	2009	1440.435
"A36603421"	2017	1440.744
"A06014930"	2016	1440.85
"A28612208"	2016	1440.893
"A31068927"	2015	1440.915
"A30610984"	2010	1441.035
"A08297509"	2017	1441.143
"A48084909"	2016	1442
"B46023677"	2010	1442.461
"A12100020"	2015	1442.491
"A48104905"	2017	1442.53
"A43028588"	2017	1443.201
"A31001266"	2011	1443.447
"A28435931"	2007	1443.47
"B96011283"	2014	1443.767
"A20779849"	2015	1443.787
"A28399715"	2012	1444.388
"A08270993"	2011	1444.507
"B38020020"	2009	1444.856
"A17009598"	2011	1445.053
"A01167204"	2016	1445.305
"B96011283"	2013	1445.335
"A08098576"	2015	1445.595
"A28623155"	2014	1445.657
"A25011180"	2010	1445.76
"A08029951"	2012	1447.324
"B46055943"	2008	1447.437
"A03024809"	2007	1447.443
"A07052244"	2011	1448.042
"A48016794"	2010	1448.047
"B50001874"	2017	1448.584
"A22201164"	2011	1448.709
"A08629107"	2011	1448.807
"A41098237"	2007	1449.545
"A28193209"	2013	1449.64
"A46072203"	2009	1449.68
"A29063567"	2016	1449.682
"A08222465"	2017	1449.989
"B96011283"	2012	1450.105
"B20062295"	2010	1450.957
"A08263469"	2017	1451.156
"A48017974"	2009	1451.236
"B50023142"	2016	1451.422
"A28552149"	2009	1452.043
"B31001696"	2015	1452.152
"A28610863"	2017	1452.208
"A58349929"	2008	1453.072
"B24399305"	2007	1453.19
"B21011333"	2008	1453.847
"A33016403"	2017	1454.345
"A29507456"	2014	1454.664
"A50038959"	2013	1454.984
"A08193591"	2014	1455.006
"A36060754"	2017	1455.393
"A48062418"	2007	1455.565
"A01009265"	2013	1455.667
"B28412146"	2015	1455.926
"B46084695"	2007	1456.08
"A50000876"	2014	1456.252
"A33606534"	2017	1457.147
"A07027261"	2017	1457.375
"B46090791"	2008	1458.21
"A08224545"	2015	1458.709
"B28341790"	2013	1458.778
"A12083002"	2014	1458.846
"A08285363"	2012	1458.849
"A08141038"	2017	1459.242
"A17018276"	2009	1459.301
"B46084695"	2011	1459.56
"A22009039"	2013	1459.845
"A78267309"	2014	1460
"A36249076"	2007	1460.32
"A32006579"	2013	1460.712
"A07018112"	2011	1460.808
"A03024809"	2009	1461
"A09018730"	2011	1461.088
"B33011792"	2015	1461.199
"A08263469"	2016	1461.248
"A30025555"	2012	1461.665
"A92111871"	2012	1462
"B30558290"	2008	1462.306
"A28386225"	2008	1462.61
"A20065744"	2010	1462.898
"B46173423"	2014	1463.131
"B41058124"	2012	1463.302
"A08255374"	2012	1463.384
"B12020194"	2016	1463.873
"B79232096"	2013	1464.022
"A46168795"	2014	1464.423
"A08453219"	2012	1464.619
"B28270411"	2012	1464.789
"A28440576"	2014	1465.25
"B39014709"	2016	1465.416
"A45018223"	2015	1465.62
"B08423246"	2017	1465.983
"B17048364"	2013	1466.952
"A17034505"	2007	1467.204
"A82131913"	2017	1467.285
"A48084909"	2015	1467.82
"A03011392"	2015	1467.907
"A45017241"	2008	1468.128
"A28550960"	2016	1468.8
"A08393571"	2011	1468.91
"A26022657"	2015	1468.94
"A12050324"	2015	1469.416
"A30015820"	2013	1470.388
"A46134748"	2013	1470.516
"A08322067"	2012	1471.147
"A03040854"	2009	1471.258
"A60016037"	2013	1471.266
"A28352656"	2009	1472.065
"B81760829"	2008	1472.167
"A46105532"	2012	1472.381
"A31068927"	2009	1472.837
"B31049273"	2012	1472.963
"B08013963"	2013	1473.077
"A20024832"	2013	1473.098
"A08612103"	2015	1473.295
"B41070020"	2007	1473.692
"A43025618"	2007	1473.704
"A28011286"	2012	1474
"A20003042"	2016	1474.905
"B17593633"	2016	1475.147
"A36615474"	2013	1475.212
"B46056909"	2009	1475.295
"A08257388"	2014	1475.461
"A33604406"	2011	1475.476
"B31067168"	2014	1475.669
"A43025618"	2010	1475.8
"A60016037"	2012	1476.171
"A12025565"	2009	1476.377
"A20005351"	2014	1476.403
"B46063137"	2016	1476.441
"A24004103"	2008	1476.561
"B38020020"	2010	1477.498
"A48092886"	2009	1477.633
"A12100020"	2011	1477.718
"A28610863"	2013	1478.17
"B17593633"	2017	1478.645
"A29035896"	2016	1478.813
"A01035807"	2011	1479
"B46135364"	2014	1479.543
"A04006417"	2016	1479.764
"A07051253"	2013	1480.397
"A35004399"	2011	1480.735
"A28195147"	2013	1480.772
"B59886531"	2016	1481
"A30041834"	2010	1481.128
"A33018664"	2011	1482.198
"A45562329"	2011	1483.27
"A15032196"	2011	1483.706
"B07034416"	2012	1484.484
"B46149555"	2011	1485.372
"A28610863"	2011	1485.57
"A50034024"	2014	1485.632
"B28072205"	2016	1486.196
"A03084936"	2016	1486.322
"A39000690"	2014	1486.344
"A41277336"	2016	1486.872
"A41080144"	2012	1487.194
"A39030200"	2007	1487.24
"A28085686"	2014	1487.824
"A92111871"	2011	1488
"A08091894"	2008	1488.013
"A36249076"	2013	1488.408
"B20193017"	2016	1489.999
"A48084909"	2017	1490
"A30013791"	2007	1490.584
"A23010200"	2012	1491.06
"F50561091"	2009	1491.078
"A46126439"	2014	1491.824
"A08149668"	2012	1491.827
"A28724268"	2013	1492.41
"A30007231"	2013	1493.16
"A08304933"	2009	1493.573
"B13004924"	2011	1493.739
"V30558738"	2016	1494.475
"A41001439"	2013	1494.648
"A08304933"	2007	1494.68
"B46076287"	2015	1497.241
"B47531462"	2015	1497.394
"A28117026"	2007	1498.04
"A41018854"	2010	1498.188
"A29507456"	2010	1498.34
"A48037592"	2007	1498.73
"A29507456"	2013	1500.849
"A08630063"	2008	1500.852
"A23010200"	2008	1501
"A01035807"	2012	1501
"B36008555"	2010	1501.791
"A29049509"	2010	1502.206
"A48104905"	2016	1502.32
"B46173423"	2016	1502.982
"A08122574"	2015	1503.526
"A23022874"	2013	1503.533
"A15021843"	2017	1503.709
"B35044197"	2012	1503.909
"A39000690"	2009	1504.45
"A20779849"	2017	1504.512
"A08710055"	2014	1504.946
"A30032130"	2009	1505.232
"A46169082"	2014	1505.236
"A32006579"	2014	1505.262
"B46191094"	2014	1505.483
"A01009265"	2017	1505.489
"A45013620"	2012	1505.565
"A28612208"	2015	1505.916
"B46063137"	2017	1506.058
"A58816554"	2008	1506.551
"B96011283"	2015	1506.641
"A25011180"	2011	1506.895
"F50561091"	2014	1506.973
"A41028820"	2015	1506.984
"A08361016"	2008	1507.043
"A08042764"	2007	1507.15
"B08078396"	2014	1507.5
"A45015872"	2009	1507.842
"A28229409"	2010	1508.098
"A09007089"	2012	1508.886
"A03024809"	2015	1509.65
"B36009207"	2010	1510.043
"A50011980"	2017	1510.06
"B08488645"	2008	1510.078
"A08115578"	2009	1510.164
"B46069654"	2010	1511.958
"A08653685"	2009	1512.187
"A08361016"	2007	1512.418
"A28229409"	2013	1512.509
"A15007727"	2007	1513.911
"A17034505"	2008	1514.052
"A31034606"	2011	1514.716
"A26020198"	2011	1515.109
"A43014174"	2012	1515.179
"A28552149"	2011	1515.183
"A28027647"	2016	1515.325
"A25007105"	2013	1515.682
"A01167204"	2009	1516.499
"A04007811"	2012	1516.558
"B45005279"	2009	1517.191
"B39008404"	2014	1517.25
"B36009207"	2012	1517.409
"A08709131"	2015	1517.541
"A08093015"	2016	1518.102
"B20062295"	2009	1518.354
"B46118717"	2017	1518.501
"A08278293"	2011	1518.679
"A30025555"	2014	1518.967
"A08681264"	2010	1519.058
"A28278596"	2017	1519.218
"A26018119"	2014	1519.307
"A28712479"	2015	1519.478
"A30006142"	2007	1519.634
"A08396830"	2013	1519.716
"A28108447"	2012	1519.951
"A36604783"	2015	1520.173
"A08322067"	2013	1520.277
"A08063372"	2008	1520.425
"A08723926"	2009	1521.325
"A48064182"	2007	1522.03
"A30610984"	2015	1523.087
"A08623928"	2014	1523.901
"A35045681"	2009	1524.224
"B81760829"	2009	1524.399
"A25007105"	2010	1524.404
"A59202853"	2007	1524.42
"A08098576"	2017	1525.083
"A20012498"	2008	1525.602
"A08257388"	2008	1525.78
"A03062619"	2010	1526.035
"B39551973"	2013	1526.24
"A08311995"	2011	1526.425
"A08257388"	2009	1526.662
"A46104485"	2010	1527.425
"A44003663"	2014	1527.801
"A30033898"	2009	1527.959
"A46104485"	2009	1527.984
"B35044197"	2008	1528.1
"A28325785"	2013	1528.165
"A28695021"	2015	1528.443
"A20031076"	2009	1529
"A28724268"	2014	1529.222
"A30033898"	2010	1529.562
"A08606378"	2010	1529.968
"A28581247"	2011	1529.983
"A50068923"	2009	1530.278
"B08013963"	2012	1530.665
"B46114724"	2008	1531.019
"B28126019"	2007	1531.17
"A08906208"	2017	1531.28
"A46068318"	2017	1531.68
"A38020525"	2017	1531.765
"A31196983"	2010	1532.234
"B22004931"	2012	1532.539
"A07026651"	2012	1533.397
"B12008397"	2009	1533.405
"A28687978"	2016	1533.859
"A08322067"	2015	1533.92
"A01035807"	2013	1534
"A08612103"	2009	1534.323
"B08190654"	2010	1534.516
"A46019204"	2007	1534.596
"A31061401"	2010	1535.053
"A30012009"	2009	1535.989
"A01035807"	2014	1536
"A48064182"	2012	1536
"B03004801"	2008	1536.149
"A31031545"	2007	1536.746
"A41001439"	2014	1537.254
"B08584989"	2011	1537.54
"A21006911"	2014	1537.765
"V30405880"	2017	1538.149
"A17041708"	2017	1538.243
"A04325494"	2011	1538.311
"A30013791"	2008	1538.665
"B46135364"	2011	1538.793
"B28270411"	2011	1539.358
"A08361644"	2013	1539.392
