nif	year	intereses
"B04001848"	2014	9.968
"A01035807"	2008	10
"A08138042"	2007	10.01
"A18024919"	2016	10.036
"B97131155"	2017	10.053
"B61395497"	2009	10.089
"A31037294"	2009	10.166
"B17016569"	2011	10.179
"A58907015"	2010	10.196
"B41072471"	2010	10.197
"A36600518"	2013	10.212
"A15072622"	2008	10.253
"B03101748"	2011	10.294
"B38017067"	2016	10.294
"A07010937"	2014	10.301
"A30112221"	2015	10.303
"A08401820"	2012	10.311
"A08639643"	2007	10.337
"V48566475"	2007	10.35
"A29507456"	2013	10.37
"A03026739"	2017	10.39
"B46037446"	2015	10.392
"B81335473"	2012	10.399
"A15000227"	2010	10.426
"B39014709"	2014	10.461
"A33126244"	2012	10.467
"A38000410"	2016	10.47
"B30044440"	2007	10.49
"A20003042"	2015	10.507
"A08520629"	2015	10.553
"A31501901"	2017	10.585
"F46026829"	2013	10.818
"B48045140"	2011	10.827
"A28357903"	2016	10.871
"A17018276"	2010	10.911
"A09015256"	2012	10.921
"A38003679"	2015	10.964
"B73456147"	2017	10.965
"A31096233"	2007	10.965
"A08467052"	2014	11
"B84227461"	2012	11
"A28128486"	2015	11.008
"A78097656"	2013	11.027
"A47091632"	2009	11.039
"A33604406"	2012	11.067
"B12018008"	2012	11.086
"B36684157"	2011	11.113
"A28133023"	2010	11.129
"A59067603"	2013	11.166
"A10010445"	2013	11.187
"B81308439"	2017	11.241
"A13005384"	2008	11.246
"A15033699"	2016	11.286
"B81335473"	2015	11.293
"A28618890"	2014	11.298
"B46149555"	2013	11.326
"A46068318"	2013	11.331
"B43590272"	2008	11.356
"A82667155"	2017	11.364
"A25020629"	2009	11.396
"A47022058"	2013	11.44
"A03197308"	2016	11.491
"A45012226"	2016	11.492
"A03017886"	2017	11.499
"A18312041"	2014	11.531
"A28487601"	2017	11.545
"A33609587"	2017	11.551
"A03088580"	2011	11.598
"B17014887"	2014	11.611
"A43016757"	2009	11.629
"A08075954"	2010	11.633
"A36600500"	2014	11.675
"A01005594"	2007	11.68
"A08191579"	2011	11.735
"B28188100"	2017	11.748
"A28687978"	2017	11.749
"B35006360"	2013	11.814
"A28086858"	2014	11.902
"A09281999"	2017	11.909
"A08562431"	2017	11.973
"A28167443"	2015	12
"A24056319"	2016	12.034
"A31003247"	2009	12.034
"A28368603"	2015	12.055
"A26013714"	2011	12.056
"A08005761"	2010	12.087
"A08644932"	2013	12.101
"B08642324"	2007	12.115
"A03017308"	2008	12.149
"A80652423"	2013	12.167
"B48070155"	2007	12.19
"A39028378"	2017	12.19
"B43009091"	2012	12.2
"A28145191"	2009	12.268
"A28167567"	2010	12.302
"A28034031"	2010	12.302
"A28070167"	2017	12.332
"A79290565"	2017	12.359
"B31065212"	2016	12.374
"B31039530"	2015	12.391
"A41191313"	2010	12.427
"A03197308"	2017	12.433
"A09021825"	2011	12.457
"A01012830"	2013	12.466
"A06017040"	2009	12.476
"A41091927"	2014	12.488
"B38017067"	2013	12.498
"B08282337"	2011	12.525
"B03026382"	2015	12.553
"A50043298"	2010	12.571
"A30610984"	2010	12.634
"A18012807"	2015	12.66
"A39013867"	2014	12.662
"A41762386"	2011	12.671
"B28227775"	2010	12.694
"A28518041"	2015	12.707
"A46047965"	2016	12.733
"A28126597"	2013	12.769
"A80652423"	2008	12.795
"A37003050"	2017	12.815
"A01061373"	2012	12.826
"F10027423"	2007	12.83
"A46068862"	2017	12.835
"A08013898"	2008	12.837
"B35388867"	2017	12.869
"A08354441"	2007	12.872
"A08433260"	2017	12.875
"A31096233"	2008	12.883
"B30604565"	2007	12.893
"A12016549"	2008	12.9
"B92963628"	2015	12.943
"B61567970"	2016	12.947
"A45562329"	2011	12.962
"A47025895"	2017	12.973
"A28475770"	2017	12.978
"B84363555"	2016	13.031
"A31003247"	2008	13.05
"A26016865"	2013	13.122
"B45011269"	2011	13.134
"A33025701"	2017	13.174
"B43009091"	2016	13.178
"A08138042"	2016	13.18
"A08042764"	2009	13.204
"A43020759"	2015	13.291
"A03033164"	2007	13.35
"A08433260"	2016	13.365
"A24001661"	2014	13.407
"A97617773"	2013	13.413
"B91235622"	2009	13.457
"A01010164"	2016	13.487
"A78905908"	2012	13.501
"A48059950"	2014	13.509
"B28072205"	2010	13.52
"A12012340"	2011	13.55
"B31637069"	2017	13.552
"A08146870"	2009	13.559
"A50008937"	2016	13.569
"A46048732"	2011	13.577
"A48080683"	2017	13.597
"A80762602"	2012	13.611
"A48093421"	2012	13.681
"B83393223"	2009	13.741
"A31018187"	2017	13.782
"A33618257"	2010	13.785
"B20013983"	2012	13.802
"B83209015"	2016	13.862
"B03101748"	2013	13.883
"A15072622"	2016	13.894
"A28559474"	2017	14.013
"B81308439"	2013	14.031
"A39013867"	2008	14.045
"A43001627"	2012	14.052
"B03101748"	2014	14.065
"B45007671"	2010	14.073
"A28216992"	2015	14.1
"B19179662"	2012	14.101
"B39446315"	2009	14.104
"F10027423"	2008	14.139
"A35019637"	2013	14.141
"A47017728"	2012	14.187
"B31001290"	2008	14.217
"V28961811"	2017	14.217
"A08361016"	2013	14.242
"A28386746"	2017	14.253
"A07004187"	2011	14.29
"A08375537"	2016	14.294
"A06419220"	2012	14.299
"A30014211"	2009	14.331
"B17228081"	2016	14.349
"B17014887"	2013	14.39
"A22003537"	2014	14.438
"A08401820"	2011	14.498
"A08421190"	2010	14.544
"A35091057"	2011	14.56
"A36608180"	2017	14.582
"B28543023"	2016	14.607
"A46005252"	2015	14.61
"B17016254"	2013	14.611
"A08188658"	2015	14.641
"A31180060"	2010	14.646
"A17009093"	2014	14.674
"A46269155"	2016	14.69
"B31850977"	2014	14.691
"A48114151"	2013	14.721
"B60552619"	2011	14.74
"B28689370"	2016	14.758
"B12014692"	2013	14.783
"A28039469"	2013	14.785
"A26004978"	2017	14.798
"A28724268"	2012	14.806
"B41621038"	2017	14.841
"A08354441"	2017	14.853
"A08121089"	2012	14.865
"B42141176"	2013	14.879
"A17020561"	2009	14.892
"A28132959"	2009	14.919
"A35046572"	2016	14.929
"B03028784"	2008	14.935
"A20003042"	2017	14.937
"A30018147"	2010	14.955
"A33601899"	2017	15.066
"F50561091"	2011	15.066
"B08619405"	2017	15.081
"A31070378"	2011	15.095
"A43016757"	2013	15.238
"A29033420"	2011	15.303
"A39023759"	2012	15.333
"A25020629"	2012	15.347
"B08147696"	2010	15.348
"A50008937"	2014	15.385
"A07021256"	2008	15.39
"B12023065"	2009	15.448
"A17013269"	2008	15.48
"A41028820"	2016	15.506
"A07044530"	2011	15.511
"A43025618"	2007	15.538
"A46965034"	2010	15.539
"A38000410"	2013	15.551
"B02419273"	2014	15.563
"B17017237"	2017	15.573
"A23010200"	2014	15.575
"A20049755"	2007	15.581
"A08568057"	2014	15.612
"A58664764"	2013	15.614
"B41007576"	2016	15.628
"B01376615"	2014	15.653
"A62400718"	2012	15.663
"A47011721"	2013	15.688
"B29901469"	2013	15.698
"B35388867"	2012	15.7
"A80652423"	2009	15.722
"A35026590"	2012	15.747
"A41022609"	2012	15.77
"A30017636"	2013	15.813
"A28687978"	2014	15.838
"A05007687"	2017	15.858
"A46965034"	2017	15.866
"A08225278"	2014	15.914
"A41091927"	2011	15.938
"A46072823"	2017	15.94
"B35504059"	2017	16
"B45493418"	2015	16.008
"B35005040"	2012	16.022
"B28455574"	2013	16.028
"B15004849"	2012	16.042
"B50047091"	2010	16.059
"A08097966"	2011	16.11
"A08720245"	2012	16.14
"A46965034"	2016	16.157
"A29016003"	2017	16.172
"B48074306"	2009	16.192
"A08607988"	2015	16.195
"A39027917"	2008	16.2
"A28086858"	2010	16.246
"F46026829"	2011	16.293
"A20036083"	2007	16.33
"B28337731"	2014	16.364
"A58132606"	2007	16.379
"B33602707"	2014	16.396
"A01005594"	2017	16.421
"A20022448"	2009	16.426
"A79047916"	2008	16.43
"B46132387"	2012	16.45
"A28724268"	2013	16.461
"A07024896"	2014	16.465
"B31083199"	2007	16.474
"B50997949"	2012	16.489
"B83257295"	2011	16.515
"A28559474"	2012	16.535
"A16010126"	2008	16.557
"B35388867"	2011	16.59
"B28623593"	2017	16.592
"B31066798"	2015	16.599
"A73350399"	2017	16.615
"A38003133"	2016	16.659
"A23022874"	2008	16.7
"A35091057"	2017	16.709
"A28106797"	2017	16.727
"A43015338"	2011	16.743
"A08396830"	2013	16.743
"B19001536"	2014	16.75
"A78020732"	2009	16.786
"A08132805"	2016	16.837
"B83680322"	2017	16.853
"F04030672"	2012	16.863
"B31077514"	2011	16.876
"B10010775"	2013	16.893
"B12023065"	2012	16.912
"A09030412"	2016	16.923
"B83209015"	2017	16.934
"A26000174"	2011	16.944
"A17048349"	2015	16.952
"A14616031"	2016	16.961
"A31018187"	2011	16.968
"A06163851"	2011	17.014
"B61252185"	2012	17.02
"A08401820"	2010	17.062
"A08653685"	2009	17.094
"A08061731"	2009	17.116
"A08737249"	2017	17.12
"A08257388"	2007	17.18
"A08203226"	2014	17.194
"A08372351"	2016	17.199
"A08720708"	2011	17.199
"B50030964"	2009	17.218
"B82612896"	2017	17.229
"A28096378"	2017	17.245
"A08720708"	2012	17.254
"A28614790"	2007	17.262
"A28889939"	2017	17.303
"A14481105"	2017	17.335
"A34170183"	2013	17.345
"A39000849"	2012	17.36
"A47022165"	2010	17.37
"A36603967"	2016	17.396
"A11012572"	2009	17.41
"A35091057"	2015	17.451
"B30331573"	2012	17.495
"A30112221"	2014	17.515
"A08211112"	2012	17.516
"A31037294"	2012	17.535
"A08131112"	2013	17.536
"B28193340"	2010	17.551
"B35005040"	2011	17.584
"A79492104"	2010	17.593
"A24014227"	2009	17.599
"A28029122"	2013	17.619
"A30035521"	2017	17.625
"A35026590"	2013	17.625
"B31049273"	2011	17.674
"A08186215"	2017	17.68
"A41053927"	2014	17.698
"B08642324"	2014	17.699
"B61395497"	2010	17.746
"A28202075"	2013	17.846
"B41072471"	2011	17.856
"B97131155"	2015	17.885
"A46048732"	2012	17.891
"A31003247"	2014	17.918
"B28579324"	2013	17.942
"A42004598"	2009	17.946
"A17034505"	2007	17.963
"A23014871"	2016	17.966
"B08373250"	2009	17.971
"A81527095"	2017	18.002
"A08572729"	2011	18.008
"B28072205"	2011	18.056
"A38003679"	2008	18.105
"B12007456"	2010	18.113
"A39013867"	2010	18.127
"A31076508"	2011	18.174
"B84570803"	2017	18.215
"A08042764"	2015	18.223
"A28427516"	2016	18.281
"B43029305"	2012	18.282
"A20018610"	2011	18.327
"A28029122"	2012	18.43
"A39017058"	2013	18.475
"A28125920"	2007	18.48
"B46149555"	2014	18.483
"A11605409"	2016	18.508
"A46111654"	2017	18.518
"A08584062"	2012	18.526
"B08292054"	2013	18.534
"B31077514"	2012	18.543
"B20056255"	2014	18.565
"A28614790"	2017	18.6
"B41591165"	2011	18.637
"B50475839"	2016	18.724
"A38027637"	2012	18.765
"A08288490"	2007	18.83
"B73456147"	2013	18.832
"B30516645"	2017	18.84
"A12022224"	2008	18.909
"A07068430"	2007	18.91
"A28579373"	2012	18.913
"A80433519"	2011	18.937
"A37003050"	2016	18.965
"A17045972"	2013	18.98
"A17019316"	2011	19
"B31065980"	2015	19.01
"A01014794"	2011	19.023
"A08296790"	2011	19.085
"B41072471"	2012	19.098
"A31062342"	2017	19.106
"B20049615"	2011	19.116
"A50052489"	2009	19.118
"B92091404"	2014	19.147
"A31018799"	2017	19.172
"A28253656"	2014	19.218
"A48080683"	2012	19.28
"A21006861"	2008	19.29
"A28801942"	2011	19.309
"A36611622"	2017	19.325
"B41070020"	2009	19.339
"B35110410"	2007	19.35
"B03072576"	2014	19.371
"A08061731"	2014	19.373
"A20036083"	2016	19.38
"A35098482"	2011	19.42
"A09205550"	2017	19.428
"A43037191"	2012	19.461
"B46069654"	2007	19.498
"B45020351"	2013	19.508
"B43009091"	2017	19.538
"A28518041"	2016	19.542
"A08687204"	2008	19.588
"B08642324"	2013	19.637
"A29016003"	2016	19.64
"A35019637"	2012	19.655
"A28648053"	2016	19.667
"B48841282"	2010	19.67
"A46007548"	2013	19.709
"A01001072"	2008	19.71
"A81536112"	2011	19.719
"A43014174"	2017	19.741
"B31065980"	2017	19.746
"A12095295"	2013	19.779
"A20024832"	2010	19.793
"B01376615"	2013	19.81
"B04001848"	2016	19.813
"A43015338"	2009	19.843
"A62704457"	2011	19.851
"A09281999"	2010	19.928
"A20003042"	2012	19.928
"F03290871"	2015	19.949
"A35012012"	2007	19.96
"A20557294"	2009	20
"A19163682"	2017	20
"B03100831"	2013	20.015
"A07042088"	2012	20.037
"B35665991"	2012	20.045
"A41011271"	2013	20.103
"A01016450"	2015	20.112
"A08851321"	2017	20.129
"A07042088"	2016	20.138
"A08428658"	2007	20.147
"A20036083"	2014	20.149
"B78069259"	2016	20.17
"A78905908"	2011	20.191
"B35018332"	2009	20.192
"A08278293"	2012	20.204
"A84039338"	2015	20.244
"B23014848"	2014	20.244
"B48841282"	2011	20.27
"A25020629"	2010	20.286
"A58294166"	2013	20.322
"A20018586"	2013	20.325
"A47022165"	2007	20.401
"B28193340"	2011	20.429
"A58393778"	2008	20.43
"A50023423"	2012	20.438
"A39023759"	2011	20.458
"B03026382"	2013	20.516
"A22009906"	2009	20.52
"A59067603"	2011	20.537
"A14033526"	2017	20.56
"A47091632"	2008	20.647
"A36615896"	2012	20.686
"A08479297"	2011	20.716
"A01012830"	2009	20.725
"A01012830"	2012	20.755
"A46007548"	2010	20.755
"B28623593"	2012	20.818
"B10005932"	2015	20.82
"A31501901"	2013	20.908
"A28029122"	2014	20.92
"A20028676"	2012	20.963
"A26270322"	2017	20.988
"A08116147"	2011	21
"B15027170"	2014	21.003
"A17034505"	2012	21.009
"A08691503"	2011	21.014
"A42004598"	2008	21.054
"A45012531"	2017	21.091
"B12007456"	2016	21.106
"B17016569"	2012	21.143
"A28557783"	2016	21.162
"A48114151"	2009	21.163
"A31068927"	2012	21.178
"B82393778"	2008	21.183
"A08291973"	2010	21.189
"A38010997"	2017	21.225
"A36249076"	2012	21.238
"A80433519"	2009	21.242
"A30014211"	2011	21.251
"A25022609"	2015	21.303
"A25020629"	2011	21.308
"A03003530"	2014	21.33
"A31071913"	2017	21.332
"B80470628"	2009	21.346
"A41022989"	2010	21.352
"A28543809"	2014	21.364
"B04001848"	2017	21.37
"A28642122"	2015	21.418
"A31037294"	2008	21.42
"A17048349"	2014	21.452
"A79492104"	2009	21.48
"A41088493"	2009	21.484
"B30721237"	2015	21.506
"B28379386"	2016	21.523
"A07096886"	2017	21.536
"A08508418"	2015	21.555
"A28132959"	2008	21.58
"A12006227"	2015	21.602
"A28034031"	2009	21.628
"A17055153"	2017	21.634
"A17054081"	2014	21.642
"A28029122"	2015	21.66
"A81841850"	2013	21.665
"B08147696"	2009	21.665
"B14030720"	2009	21.696
"A33604851"	2012	21.705
"A50042027"	2012	21.708
"B08282337"	2008	21.739
"A15031800"	2015	21.749
"A09214636"	2017	21.751
"A11605409"	2017	21.752
"A18312041"	2012	21.778
"B39446315"	2008	21.861
"A28420602"	2014	21.879
"A01011881"	2010	21.895
"A28229409"	2016	21.914
"A08952012"	2017	21.981
"A40163909"	2011	22
"A40163909"	2010	22
"A38000485"	2017	22
"A40163909"	2012	22
"A29051067"	2009	22.001
"A31076508"	2009	22.002
"A48093918"	2013	22.026
"A15018146"	2007	22.03
"A26000174"	2012	22.146
"B24014292"	2017	22.161
"A03057221"	2017	22.165
"A08021768"	2014	22.196
"A48049928"	2010	22.197
"A28668127"	2009	22.198
"A08663809"	2012	22.221
"A57082570"	2013	22.223
"B28337038"	2013	22.257
"B84598192"	2013	22.323
"B28205532"	2009	22.402
"B03026382"	2016	22.405
"A04000881"	2010	22.417
"A21011903"	2015	22.429
"B35011675"	2010	22.459
"A28642122"	2014	22.469
"A41028820"	2013	22.482
"B17023995"	2012	22.536
"A28801942"	2007	22.547
"B30037204"	2012	22.56
"B38030045"	2012	22.6
"A25026139"	2017	22.602
"A05000682"	2012	22.618
"A17048349"	2016	22.651
"A92030402"	2008	22.688
"A28612620"	2010	22.689
"B58807645"	2017	22.693
"B38427845"	2014	22.697
"A84780055"	2016	22.714
"A12002887"	2015	22.734
"A28399434"	2014	22.795
"A01061373"	2014	22.798
"A48059950"	2012	22.799
"A08134942"	2013	22.806
"A36608180"	2012	22.817
"A78097656"	2015	22.843
"A35012012"	2010	22.88
"A08691503"	2010	22.918
"A08075954"	2013	22.941
"A46126686"	2009	22.942
"A20049755"	2017	22.997
"A08170151"	2009	23
"A31194905"	2008	23
"B46146080"	2011	23.002
"A28580546"	2012	23.032
"B61967774"	2012	23.101
"A20003042"	2010	23.118
"A41088493"	2010	23.134
"A14037642"	2015	23.141
"A30032619"	2011	23.232
"A15169535"	2012	23.28
"B17019373"	2007	23.333
"B28350965"	2012	23.375
"A28724219"	2015	23.386
"A28440576"	2008	23.398
"B79033700"	2017	23.405
"B61967774"	2013	23.409
"A20049755"	2011	23.437
"B43636075"	2012	23.446
"A08191579"	2012	23.449
"B27011477"	2016	23.453
"B43009091"	2013	23.472
"A38000410"	2017	23.485
"A48062418"	2016	23.505
"A02012714"	2013	23.513
"A28674968"	2016	23.518
"A08042764"	2010	23.522
"A08499568"	2012	23.582
"A15000227"	2017	23.587
"A41055377"	2017	23.587
"A57082570"	2012	23.596
"A08005696"	2016	23.61
"A08663809"	2011	23.697
"A08630808"	2012	23.706
"A48050439"	2010	23.742
"A43037191"	2011	23.744
"A33373622"	2010	23.753
"A59067603"	2010	23.754
"A46965034"	2011	23.772
"B25436122"	2011	23.819
"B60544046"	2008	23.82
"A01061373"	2016	23.922
"A28724219"	2016	23.93
"A46038519"	2014	23.935
"A43014174"	2012	23.958
"A28132959"	2011	23.975
"A22009492"	2011	23.995
"A28420602"	2017	23.999
"A84434224"	2012	24
"A31194905"	2009	24
"A28060515"	2013	24
"B61967774"	2011	24.017
"A59320143"	2008	24.038
"A38020525"	2010	24.04
"A08203226"	2011	24.061
"A47022165"	2009	24.141
"B81496515"	2012	24.141
"B42141176"	2012	24.142
"A08147555"	2011	24.179
"A03061314"	2012	24.223
"B03028784"	2007	24.249
"A30038764"	2014	24.268
"B23014848"	2012	24.295
"B39014709"	2008	24.319
"A33610304"	2014	24.329
"A28012359"	2015	24.346
"A08667016"	2016	24.364
"A25020629"	2008	24.4
"A35091057"	2010	24.402
"B17014887"	2017	24.413
"B28138196"	2014	24.413
"A59382762"	2011	24.422
"A26000174"	2007	24.43
"A28720795"	2016	24.454
"A28889939"	2011	24.47
"B62263272"	2008	24.523
"A28040418"	2008	24.525
"A38000410"	2015	24.56
"A15013618"	2017	24.561
"A31180060"	2008	24.562
"B61567970"	2012	24.566
"A08005761"	2011	24.569
"A08280323"	2015	24.63
"B59162701"	2017	24.691
"A14580385"	2011	24.71
"A33015454"	2009	24.726
"A45007614"	2014	24.736
"B28059012"	2007	24.841
"A17038035"	2017	24.873
"A33019423"	2017	24.878
"A50023423"	2013	24.912
"B48771711"	2015	24.929
"A60401585"	2012	24.942
"B20193017"	2011	24.977
"A36608180"	2016	25.001
"B12007456"	2009	25.084
"B31072705"	2008	25.152
"A08199168"	2008	25.161
"A46134250"	2008	25.163
"A50036037"	2017	25.175
"A31068927"	2014	25.179
"A20055380"	2010	25.225
"B46155271"	2017	25.235
"A28132959"	2012	25.253
"B61967774"	2017	25.277
"A47022058"	2008	25.28
"A01008069"	2017	25.299
"A26017434"	2009	25.374
"B03100831"	2010	25.446
"A35046572"	2013	25.451
"A09022963"	2017	25.469
"B38030045"	2017	25.472
"A36121176"	2017	25.486
"A08421190"	2017	25.492
"A46105508"	2016	25.496
"A48121826"	2017	25.508
"A48115000"	2017	25.509
"A03046125"	2016	25.544
"B20193017"	2008	25.554
"A48080683"	2016	25.597
"B23011273"	2017	25.6
"A36249076"	2008	25.65
"A28027811"	2008	25.655
"A39013867"	2009	25.667
"A41048489"	2013	25.671
"A07033491"	2007	25.68
"B82274135"	2014	25.751
"A28375467"	2009	25.762
"A60853413"	2008	25.83
"A33689530"	2016	25.831
"B61967774"	2010	25.833
"A59990580"	2009	25.86
"A23205289"	2011	25.881
"A03040854"	2016	25.919
"B08190654"	2014	25.937
"A31501901"	2016	25.94
"A41762386"	2015	25.949
"A05000682"	2011	25.969
"B36880003"	2010	25.977
"A41022609"	2014	25.989
"A82307117"	2014	26
"A85450476"	2017	26
"A20060075"	2013	26.003
"A15012305"	2013	26.004
"A20062915"	2017	26.084
"A08069809"	2017	26.105
"A10010445"	2014	26.116
"A08277014"	2008	26.182
"A31017106"	2013	26.186
"A50008937"	2015	26.2
"A84534627"	2016	26.234
"A17038035"	2009	26.248
"B47014568"	2015	26.279
"A29076759"	2017	26.292
"A17013657"	2012	26.301
"B08190654"	2015	26.302
"A08449399"	2014	26.338
"A01012830"	2011	26.366
"A46038519"	2008	26.377
"A28580546"	2013	26.404
"A03059003"	2012	26.436
"B38017067"	2015	26.469
"B31067697"	2011	26.487
"A31061401"	2011	26.516
"A08291973"	2008	26.52
"A35091057"	2008	26.541
"A41050980"	2010	26.554
"A40004731"	2008	26.62
"B46037446"	2014	26.629
"A03028552"	2009	26.634
"B84894377"	2015	26.651
"A12012340"	2014	26.658
"A01012830"	2008	26.661
"B07650112"	2017	26.673
"B91235622"	2011	26.717
"A08575672"	2007	26.721
"A08568057"	2013	26.773
"B45020351"	2007	26.788
"B73070914"	2016	26.796
"A08139339"	2016	26.798
"A58294166"	2014	26.803
"A04325494"	2008	26.867
"A43015338"	2007	26.871
"A35517671"	2008	26.886
"A28174985"	2010	26.891
"A35008168"	2013	26.899
"A12002887"	2017	26.916
"A08688095"	2011	26.92
"B17017237"	2014	26.94
"B35388867"	2013	26.947
"A08375545"	2011	26.964
"A08134942"	2014	27.011
"B28498210"	2007	27.051
"B28304129"	2012	27.062
"A46051918"	2014	27.133
"A41055377"	2012	27.135
"A46005252"	2009	27.136
"A28027811"	2009	27.147
"A12405577"	2008	27.164
"A04001897"	2008	27.188
"A17475203"	2012	27.206
"F30046411"	2007	27.213
"A47017728"	2016	27.214
"A28801942"	2010	27.227
"A33609587"	2011	27.257
"A18012807"	2014	27.267
"A20574380"	2016	27.311
"B06007314"	2010	27.312
"B46108403"	2011	27.334
"A38000410"	2014	27.37
"B50047091"	2008	27.41
"A46005252"	2013	27.427
"A17034505"	2013	27.437
"B03100831"	2012	27.449
"B38030045"	2016	27.459
"A41084740"	2012	27.462
"B80470628"	2012	27.523
"A08075954"	2009	27.59
"A24019499"	2012	27.597
"A03028552"	2008	27.611
"B59886531"	2007	27.64
"A28523470"	2013	27.645
"A12022224"	2016	27.646
"A35026590"	2011	27.66
"A41057209"	2007	27.69
"B46173423"	2016	27.699
"A15169535"	2010	27.707
"A31034606"	2011	27.726
"B08619405"	2013	27.751
"A20055380"	2012	27.766
"A38024345"	2007	27.779
"A46055992"	2010	27.802
"A08514028"	2012	27.804
"A08149668"	2012	27.819
"A26000174"	2010	27.819
"A39030812"	2012	27.829
"A20003042"	2011	27.845
"A28132959"	2013	27.852
"A80632573"	2007	27.874
"A32002644"	2014	27.922
"A79253803"	2016	27.952
"A40163909"	2014	28
"A08467052"	2017	28
"A39005095"	2011	28.008
"B38030045"	2014	28.012
"B31001696"	2015	28.039
"B08158917"	2009	28.044
"A07004187"	2017	28.071
"A26004093"	2007	28.08
"F30587919"	2010	28.126
"B28337038"	2015	28.157
"B31065980"	2013	28.222
"A63645220"	2014	28.267
"A35811272"	2015	28.301
"A47091632"	2011	28.32
"A08278293"	2010	28.329
"B11012820"	2017	28.34
"A41762386"	2013	28.355
"A13012869"	2012	28.358
"A15033699"	2010	28.368
"A20024832"	2013	28.385
"B61967774"	2016	28.408
"A35014414"	2012	28.408
"A43016757"	2010	28.435
"A42003368"	2013	28.542
"A07024896"	2015	28.61
"A22003537"	2015	28.621
"B08113615"	2012	28.621
"A38003133"	2017	28.629
"A35026590"	2015	28.648
"A33373622"	2013	28.668
"A08375545"	2013	28.7
"A28655157"	2012	28.703
"A19163682"	2010	28.716
"B33607649"	2015	28.717
"A08372351"	2012	28.723
"A78020732"	2011	28.776
"A28646735"	2017	28.777
"A28612620"	2009	28.818
"A41055377"	2016	28.821
"A28060515"	2007	28.96
"A82026840"	2016	28.982
"A20038915"	2014	28.991
"A20018586"	2014	29.107
"A28559474"	2011	29.135
"A48102792"	2010	29.149
"B13009592"	2017	29.156
"A08061590"	2008	29.197
"B81308439"	2011	29.239
"A08262412"	2012	29.248
"B07650112"	2014	29.307
"A31038839"	2012	29.344
"A46031027"	2016	29.413
"A46336152"	2007	29.42
"A07026701"	2007	29.436
"B08619405"	2012	29.468
"B62725320"	2013	29.485
"A35251727"	2012	29.609
"A39007729"	2016	29.623
"A17034505"	2010	29.66
"B61395497"	2011	29.661
"A39030812"	2017	29.667
"B38017067"	2012	29.684
"B28412146"	2015	29.703
"B61729737"	2007	29.75
"A20018610"	2012	29.757
"A08026635"	2008	29.776
"A82026840"	2017	29.776
"A24015802"	2013	29.821
"A31018799"	2012	29.833
"A30022214"	2014	29.852
"A26004978"	2016	29.876
"A16000200"	2017	29.878
"B30035968"	2014	29.913
"A08186074"	2017	29.939
"A13002134"	2007	29.95
"A80771116"	2015	30
"A12022224"	2017	30.008
"A11301645"	2013	30.035
"A08514135"	2017	30.035
"B03026382"	2012	30.035
"A12012605"	2016	30.089
"B42141176"	2011	30.123
"A08404253"	2014	30.213
"A17011297"	2014	30.233
"A04119293"	2017	30.266
"B28623213"	2017	30.277
"B23289580"	2014	30.322
"A28715316"	2017	30.342
"A13002134"	2008	30.344
"A48009773"	2014	30.362
"A28392694"	2017	30.392
"A43020643"	2015	30.47
"B28193340"	2012	30.494
"A04325494"	2011	30.525
"A08183485"	2013	30.529
"B62263272"	2007	30.587
"B42001297"	2008	30.591
"B61395497"	2014	30.596
"A17054081"	2013	30.597
"B30037204"	2013	30.6
"A29063567"	2016	30.618
"A08280240"	2016	30.631
"A33604851"	2017	30.657
"B35023068"	2008	30.689
"A08154650"	2010	30.713
"B40003550"	2016	30.73
"B40003550"	2017	30.755
"A17045972"	2014	30.764
"A08393803"	2015	30.764
"A28235158"	2017	30.787
"A28345148"	2011	30.821
"A27252063"	2017	30.851
"A08291973"	2009	30.933
"A58294166"	2012	30.94
"A08042764"	2007	30.95
"A01035807"	2013	31
"B46135364"	2014	31.008
"A45007614"	2012	31.047
"A36608180"	2015	31.068
"A08191579"	2008	31.088
"B29901469"	2015	31.088
"A43025618"	2008	31.095
"A19163682"	2011	31.102
"A28352656"	2013	31.123
"A14020713"	2009	31.133
"A39030812"	2009	31.14
"A46019063"	2012	31.201
"B12536934"	2007	31.25
"A17038035"	2013	31.277
"A08560484"	2015	31.292
"A17003757"	2014	31.3
"A08514135"	2013	31.342
"B26011627"	2010	31.359
"A35091057"	2013	31.377
"A28648053"	2017	31.396
"A59954487"	2015	31.416
"A81824047"	2010	31.449
"B28170215"	2013	31.475
"A24004103"	2017	31.48
"A18006569"	2012	31.574
"A17003757"	2012	31.58
"B02419273"	2016	31.586
"A08132805"	2009	31.588
"A01006055"	2013	31.589
"B03045507"	2014	31.608
"B33011792"	2017	31.671
"A43030626"	2011	31.737
"A08203887"	2014	31.764
"A43028588"	2012	31.801
"A13012869"	2011	31.881
"A08013898"	2017	31.897
"B28227775"	2015	31.912
"A28245355"	2017	31.929
"A48116420"	2017	31.946
"A28555563"	2012	31.97
"A08262412"	2013	31.99
"A08311995"	2007	31.99
"A08200313"	2010	32
"B28460681"	2011	32.001
"F10026128"	2013	32.016
"A30610984"	2012	32.043
"A46164034"	2014	32.046
"A31061401"	2010	32.128
"A45007614"	2013	32.13
"B48441497"	2015	32.15
"F30046411"	2011	32.15
"A17038035"	2014	32.157
"A12004180"	2014	32.174
"A09015405"	2009	32.18
