nif	year	acreed_lp
"A13005384"	2010	32.668
"B03045507"	2009	32.728
"A08294787"	2014	32.735
"A79047916"	2011	32.815
"A79047916"	2010	32.815
"A28192532"	2010	32.824
"A28022952"	2013	32.873
"A31031545"	2007	32.875
"B08136905"	2009	32.892
"A01013077"	2014	32.987
"A28167443"	2015	33
"A26017434"	2013	33
"B58836321"	2015	33
"B08642324"	2017	33.014
"A08679060"	2007	33.051
"B59162701"	2012	33.051
"A28295806"	2014	33.068
"B46157285"	2013	33.202
"A45012226"	2009	33.219
"B97307086"	2013	33.284
"B08573909"	2013	33.291
"A08934168"	2007	33.297
"A08029951"	2010	33.33
"A28202075"	2015	33.333
"A26011841"	2014	33.333
"A28202075"	2016	33.333
"A47017728"	2013	33.333
"A28070167"	2008	33.434
"B38017067"	2015	33.475
"A58907015"	2014	33.477
"A81722712"	2016	33.502
"A31024458"	2016	33.562
"B47011374"	2016	33.633
"A08199168"	2010	33.672
"A48080881"	2016	33.677
"A21008727"	2009	33.749
"B14030720"	2007	33.749
"A50025071"	2010	33.836
"A45017241"	2015	33.904
"A28128486"	2012	33.964
"A28271914"	2016	33.986
"A79047916"	2009	34.017
"A79047916"	2008	34.02
"A31000441"	2013	34.149
"A22001721"	2009	34.177
"A31001027"	2010	34.198
"A08482952"	2014	34.218
"A28581247"	2009	34.295
"A28581247"	2010	34.295
"A08354441"	2015	34.343
"B30604565"	2016	34.354
"B08619405"	2010	34.431
"A08131112"	2013	34.438
"A31003304"	2015	34.466
"A30036933"	2010	34.499
"A28027647"	2007	34.524
"A24007072"	2017	34.547
"B26011627"	2015	34.57
"F50561091"	2010	34.739
"A25010430"	2017	34.759
"A28167443"	2014	34.764
"A08066300"	2015	34.793
"A08528648"	2011	34.8
"A81527095"	2014	34.825
"A50042027"	2016	34.933
"A08414906"	2016	34.984
"A36603967"	2016	35
"A08013898"	2014	35.01
"A48080881"	2014	35.049
"A33778739"	2007	35.08
"A96569207"	2010	35.105
"B03045507"	2008	35.116
"A08013898"	2016	35.303
"A50005156"	2008	35.338
"A36615896"	2013	35.386
"A03066933"	2016	35.388
"A08560179"	2014	35.412
"A08194946"	2013	35.46
"F38008579"	2007	35.475
"F38008579"	2008	35.475
"A15000391"	2014	35.602
"A28636025"	2009	35.72
"A17004763"	2011	35.758
"A36600518"	2017	35.782
"B03039609"	2010	35.904
"A28612620"	2012	35.939
"A28543809"	2011	35.973
"A07066467"	2007	35.992
"A35046911"	2011	36
"A35046911"	2012	36
"A38015459"	2011	36
"A08637829"	2015	36.017
"A08663809"	2016	36.026
"A08042764"	2008	36.185
"A46036562"	2011	36.195
"A17038035"	2014	36.2
"A14000939"	2012	36.24
"A48071351"	2008	36.317
"B35110410"	2008	36.34
"F28698488"	2013	36.35
"A08141038"	2017	36.364
"B28241495"	2016	36.492
"B30033666"	2013	36.634
"A48093868"	2013	36.644
"A08013898"	2012	36.674
"A53552634"	2016	36.86
"A38008256"	2008	36.933
"A48033526"	2016	36.978
"A08257388"	2017	36.982
"A35046911"	2010	37
"A39013867"	2012	37.247
"A04001897"	2012	37.291
"A31018187"	2007	37.291
"A08373102"	2012	37.353
"B79945150"	2013	37.449
"A28487007"	2009	37.563
"A28487007"	2007	37.563
"A48034110"	2017	37.695
"B38017067"	2013	37.695
"A46131769"	2012	37.727
"A01008069"	2011	37.755
"A48045199"	2016	37.865
"A30041719"	2013	37.879
"A41031303"	2016	38
"A36005684"	2013	38.016
"B33011792"	2017	38.028
"A17011297"	2016	38.211
"A28636025"	2010	38.24
"B33119983"	2013	38.25
"A09015256"	2009	38.411
"A20017604"	2007	38.46
"A30018147"	2015	38.495
"A08568057"	2013	38.533
"A26013714"	2016	38.61
"B45011269"	2012	38.645
"A28293884"	2008	38.692
"B60241437"	2012	38.692
"A32006579"	2017	38.704
"A38024345"	2013	38.742
"A31017106"	2017	38.749
"A20060075"	2011	38.949
"A28125920"	2007	39
"A12029039"	2012	39.08
"A46104485"	2007	39.14
"A35008168"	2016	39.179
"B35006360"	2007	39.204
"A58534777"	2013	39.205
"A08637829"	2016	39.296
"B30043558"	2012	39.31
"A28724219"	2010	39.335
"A08438194"	2012	39.348
"A08063372"	2015	39.361
"A58534777"	2012	39.369
"A46135331"	2009	39.373
"A15031800"	2015	39.379
"B28218287"	2016	39.48
"A29030715"	2009	39.52
"A01013077"	2016	39.634
"A03012614"	2009	39.751
"A12002887"	2010	39.778
"B08136905"	2011	39.974
"B61425682"	2015	40
"A48025571"	2009	40
"A35009992"	2010	40.213
"A28519932"	2016	40.231
"B30043558"	2014	40.309
"A58534777"	2014	40.365
"A15007727"	2013	40.409
"A39005095"	2011	40.489
"B12008397"	2009	40.544
"A29027901"	2013	40.654
"A48093868"	2014	40.706
"A28333490"	2009	40.769
"A23025927"	2013	40.934
"A14000939"	2013	40.952
"A46151973"	2013	40.973
"A28148898"	2010	41
"B33119983"	2012	41.065
"B46055489"	2010	41.1
"A33018664"	2008	41.294
"A58534777"	2015	41.309
"B31067697"	2011	41.349
"A08401820"	2013	41.353
"A08421190"	2010	41.367
"B08216202"	2013	41.384
"B41007576"	2015	41.389
"B59162701"	2017	41.4
"A58534777"	2017	41.421
"A08522971"	2015	41.508
"A27007731"	2017	41.518
"A28494896"	2013	41.571
"A28202075"	2017	41.667
"A78905908"	2013	41.694
"A08657017"	2009	41.696
"A01008234"	2012	41.759
"A46151973"	2014	41.763
"A28399434"	2012	41.844
"B35110410"	2007	41.9
"A41031303"	2011	42
"A35144989"	2007	42.071
"A20012498"	2011	42.071
"A26017434"	2012	42.083
"A26000174"	2011	42.091
"B08619405"	2017	42.157
"A36001063"	2013	42.221
"A80200868"	2010	42.303
"A08069809"	2017	42.341
"A02013985"	2013	42.459
"A28518041"	2017	42.51
"A46965034"	2017	42.633
"A58393778"	2007	42.672
"A58534777"	2016	42.682
"A08713869"	2011	42.745
"A08257388"	2015	42.776
"A08522971"	2014	42.927
"A01013077"	2007	42.932
"A28002640"	2008	43.03
"B08284002"	2015	43.056
"B46146080"	2011	43.112
"A15052376"	2010	43.184
"A60850500"	2015	43.305
"A41011271"	2009	43.37
"A15016702"	2014	43.441
"A35018696"	2009	43.63
"B35031665"	2007	43.637
"A35014075"	2010	43.655
"A29033420"	2010	43.747
"A28321313"	2016	43.822
"B78496759"	2014	43.852
"A25011180"	2012	43.94
"A28012359"	2017	43.948
"B81496515"	2010	43.951
"A50040013"	2008	43.99
"A50040013"	2010	43.99
"A50040013"	2009	43.99
"A28255784"	2013	44.007
"A08203887"	2008	44.044
"A48092886"	2008	44.13
"B08229221"	2011	44.174
"B08229221"	2013	44.174
"B08229221"	2012	44.174
"A28440576"	2007	44.213
"A45019916"	2010	44.223
"B08424855"	2015	44.265
"A30036933"	2008	44.328
"A08186074"	2014	44.444
"A08008518"	2017	44.471
"A14000939"	2014	44.587
"F10017804"	2016	44.719
"B28127447"	2014	44.788
"A07012826"	2008	44.88
"A17010018"	2013	44.887
"A33609587"	2011	44.889
"A08340267"	2013	44.892
"B24013799"	2009	44.99
"A31018799"	2017	45
"A81944324"	2007	45
"A08560179"	2008	45.08
"A08489007"	2015	45.128
"A28711893"	2015	45.159
"A08607988"	2014	45.167
"A14000939"	2009	45.347
"A47438262"	2009	45.383
"A28637304"	2011	45.563
"A08431678"	2009	45.568
"A08008518"	2016	45.609
"V95436002"	2017	45.784
"A50005156"	2009	45.792
"B47014568"	2013	45.834
"A08568057"	2012	45.876
"B08284002"	2011	45.911
"A21007570"	2011	46
"B46054508"	2016	46.017
"A38020905"	2008	46.055
"A03003530"	2014	46.077
"B08078396"	2013	46.136
"A45012259"	2015	46.15
"A30012041"	2014	46.159
"A47438262"	2014	46.169
"A43004472"	2008	46.178
"A03167939"	2009	46.195
"A06017040"	2008	46.304
"A41053927"	2008	46.307
"A08066300"	2017	46.31
"A28184661"	2008	46.533
"A28184661"	2009	46.533
"A28184661"	2010	46.533
"A28184661"	2007	46.533
"A28614790"	2008	46.546
"A50050236"	2014	46.55
"A14000939"	2015	46.696
"A09015256"	2016	46.722
"A28145191"	2011	46.765
"A13002134"	2012	46.794
"A08388811"	2016	46.865
"B14008999"	2010	46.971
"A08503005"	2008	47
"A30112221"	2015	47.149
"A46131769"	2016	47.335
"B46155271"	2014	47.355
"A08637829"	2014	47.38
"A28581247"	2008	47.448
"A46055992"	2014	47.575
"A08646200"	2015	47.587
"A30604276"	2013	47.873
"A30604276"	2014	47.873
"A18312041"	2017	47.949
"A13012869"	2015	48.001
"A60453271"	2007	48.08
"A08393571"	2009	48.097
"A48093868"	2011	48.098
"A48031140"	2011	48.155
"A40005514"	2015	48.27
"B31001290"	2010	48.285
"A33015454"	2008	48.442
"A40005514"	2012	48.466
"A08244220"	2008	48.644
"A08511453"	2009	48.995
"A28012342"	2016	49
"A28167443"	2013	49.04
"B60338290"	2015	49.053
"A07068422"	2017	49.071
"A48121826"	2017	49.101
"A08438194"	2008	49.102
"A30035521"	2015	49.218
"A08572430"	2011	49.352
"A21006507"	2007	49.372
"A08257388"	2013	49.473
"A41088493"	2014	49.489
"A08646200"	2014	49.52
"A08489007"	2011	49.534
"B30033666"	2011	49.598
"A08513749"	2016	49.607
"A16008294"	2008	49.692
"A16008294"	2007	49.692
"A28636025"	2016	49.824
"A08042764"	2010	49.854
"A48102792"	2013	49.917
"B45005279"	2017	49.954
"A28458826"	2015	49.975
"A28012342"	2017	50
"B36880003"	2016	50.101
"A50040013"	2012	50.27
"A33060294"	2008	50.284
"A28012359"	2007	50.309
"A24004103"	2007	50.439
"A08131112"	2012	50.457
"B28579324"	2010	50.513
"A50040013"	2013	50.583
"A50040013"	2014	50.583
"A28132959"	2007	50.86
"A08149668"	2017	50.948
"A41031303"	2015	51
"A33126244"	2012	51.054
"A29051067"	2009	51.096
"A26022657"	2009	51.275
"B41072471"	2009	51.311
"A08257529"	2015	51.423
"A48102792"	2012	51.452
"A28420602"	2015	51.609
"B28170215"	2013	51.618
"A36600518"	2008	51.63
"B11605862"	2009	51.711
"A33024852"	2015	51.747
"A17012626"	2013	51.84
"A28386225"	2017	51.84
"B45493707"	2012	52.013
"B38004966"	2011	52.135
"A30032619"	2009	52.199
"B38017554"	2017	52.244
"A08477663"	2010	52.369
"B04001848"	2011	52.485
"A10011641"	2009	52.489
"A45002839"	2015	52.49
"A08203887"	2011	52.544
"B29369758"	2014	52.547
"A15000227"	2009	52.589
"B42001297"	2017	52.589
"A08604159"	2011	52.635
"A28399434"	2007	52.675
"A42004598"	2008	52.68
"A07042088"	2012	52.783
"B12662722"	2017	52.794
"B46045993"	2012	52.832
"A03026697"	2012	52.851
"B03020914"	2012	52.874
"B36684157"	2010	52.918
"A28674968"	2012	52.988
"A08467052"	2014	53
"B31744709"	2015	53
"A45010204"	2009	53.24
"A30022214"	2016	53.325
"A28555563"	2016	53.335
"A28293884"	2009	53.417
"A08393571"	2008	53.528
"B31066798"	2017	53.581
"A08637829"	2011	53.63
"B03020914"	2017	53.667
"A48040232"	2017	53.75
"A39023759"	2013	53.842
"A31070378"	2010	53.886
"A28167443"	2017	54
"A41038274"	2010	54.091
"A50025071"	2008	54.1
"A39022124"	2007	54.22
"B08304610"	2013	54.299
"A04001897"	2009	54.606
"A50057421"	2014	54.66
"A08574881"	2015	54.667
"B30606099"	2013	54.847
"A08507741"	2014	54.869
"A12027488"	2009	54.88
"A28192532"	2009	54.938
"A48080881"	2012	54.98
"B83541912"	2017	55.167
"A17003757"	2015	55.279
"B30035968"	2014	55.302
"A59320143"	2016	55.432
"A28580546"	2012	55.462
"A48033526"	2015	55.466
"B81542813"	2008	55.47
"A41022609"	2014	55.669
"A08013898"	2013	55.76
"A31003304"	2014	55.836
"A28636025"	2014	56.14
"A07051253"	2016	56.157
"A07051253"	2017	56.157
"A07051253"	2015	56.157
"A08388811"	2009	56.227
"A03099405"	2013	56.42
"A40004731"	2010	56.431
"A12050324"	2011	56.57
"A01014794"	2016	56.682
"A12012605"	2013	56.69
"A28106979"	2017	56.79
"A28357093"	2016	57.019
"A28293884"	2007	57.036
"A08340267"	2016	57.067
"B79863288"	2017	57.089
"A28724219"	2014	57.09
"A62332580"	2010	57.222
"A08238578"	2015	57.279
"A36014009"	2014	57.326
"A28117026"	2007	57.38
"A33014176"	2016	57.426
"A33014176"	2014	57.426
"A33014176"	2017	57.426
"A26000174"	2010	57.441
"A50042027"	2015	57.501
"B46191094"	2015	57.556
"A48092886"	2007	57.58
"B28494797"	2014	57.628
"A26013714"	2009	57.721
"A46126439"	2014	57.795
"A33019720"	2014	57.902
"B41042698"	2013	57.987
"A41031303"	2017	58
"B12662722"	2016	58.015
"B28205532"	2010	58.098
"B45005279"	2016	58.186
"A08200040"	2017	58.266
"A29030848"	2009	58.277
"A43011196"	2011	58.36
"A08012270"	2013	58.47
"A17012626"	2015	58.582
"A50005156"	2007	58.714
"A41084740"	2017	58.744
"A08568057"	2014	58.798
"B30010797"	2010	58.959
"A08413403"	2017	58.997
"A28675908"	2014	59.055
"B46055943"	2016	59.113
"A08637829"	2017	59.138
"A25026139"	2017	59.341
"A30007231"	2014	59.46
"A47008487"	2008	59.5
"A08438194"	2011	59.58
"A28295038"	2009	59.943
"B38427845"	2014	59.974
"A20008579"	2016	60
"A48071351"	2010	60
"A04325494"	2015	60.012
"A29035896"	2010	60.032
"A48226047"	2017	60.041
"A46105086"	2012	60.095
"A43011196"	2007	60.1
"A35144989"	2008	60.101
"A35144989"	2010	60.101
"A31404452"	2010	60.101
"A23008857"	2010	60.101
"B61567970"	2014	60.101
"B61567970"	2013	60.101
"B83541912"	2016	60.135
"A08482952"	2013	60.214
"A08243297"	2015	60.314
"A41022609"	2012	60.559
"B31066798"	2016	60.66
"B38017554"	2016	60.689
"A45017142"	2015	60.727
"B33119983"	2011	60.742
"A28027811"	2011	60.764
"A17034505"	2010	60.786
"A81824047"	2010	61.099
"A09004813"	2015	61.125
"A31070378"	2008	61.19
"A08278293"	2011	61.261
"A29035896"	2008	61.27
"A08260663"	2013	61.301
"A08574881"	2016	61.365
"A46122065"	2016	61.42
"A08575672"	2008	61.434
"A08657017"	2011	61.517
"A28636025"	2008	61.6
"B46055489"	2009	61.651
"B08114449"	2015	61.713
"A25022609"	2011	61.72
"A28420602"	2012	61.797
"A28148898"	2009	62
"A28148898"	2008	62
"A28623155"	2012	62.101
"A78753514"	2010	62.364
"A28637304"	2017	62.37
"A28295038"	2008	62.441
"A08607988"	2012	62.509
"A33034422"	2017	62.715
"A58907015"	2009	62.962
"A13002134"	2013	63.046
"B46166013"	2008	63.091
"A08225278"	2015	63.104
"A50052489"	2007	63.106
"A50052489"	2008	63.106
"A08290405"	2011	63.216
"A28368603"	2015	63.241
"A08384190"	2010	63.35
"A08217432"	2008	63.411
"A11019767"	2010	63.474
"A28399434"	2015	63.506
"A58664764"	2015	63.552
"A28550960"	2013	63.729
"A12405577"	2015	63.986
"A41695149"	2016	64
"B46155271"	2016	64.003
"A28101020"	2009	64.01
"B37020179"	2012	64.053
"B47011374"	2015	64.165
"A28033702"	2007	64.47
"A35014075"	2013	64.484
"B08367948"	2008	64.538
"B08136905"	2008	64.574
"A33014176"	2013	64.638
"A08720708"	2015	64.641
"A28313351"	2014	64.838
"A28580546"	2015	65.188
"A08007056"	2008	65.356
"A28117398"	2010	65.363
"A28146579"	2010	65.394
"A41037672"	2013	65.643
"A36615896"	2012	65.684
"A28684512"	2010	65.715
"A28357903"	2010	65.783
"A08005761"	2016	65.917
"A50005156"	2012	65.918
"A08507741"	2012	65.959
"A48009328"	2017	66.07
"B36684157"	2007	66.194
"A28427516"	2008	66.236
"A26016865"	2016	66.258
"A28580546"	2014	66.294
"A43110337"	2008	66.423
"B28499218"	2010	66.461
"A12004180"	2008	66.487
"A08574881"	2014	66.609
"A08126492"	2014	66.742
"A08657017"	2008	66.792
"A17012626"	2014	66.794
"A08154650"	2012	66.861
"A08126492"	2012	66.867
"A45015716"	2017	67.06
"A08257388"	2014	67.189
"A43055565"	2014	67.249
"A33024852"	2014	67.277
"B31066798"	2015	67.318
"A30007231"	2015	67.362
"A28900975"	2015	67.363
"A06017040"	2007	67.536
"A48081061"	2011	67.601
"A28623155"	2008	67.659
"A08604316"	2007	67.75
"A08952012"	2016	68.059
"A50047505"	2011	68.081
"A28675908"	2017	68.157
"A08522971"	2011	68.157
"A08149668"	2014	68.214
"A33034422"	2015	68.469
"A36012698"	2007	68.579
"A20008579"	2010	68.609
"A29063567"	2009	68.616
"A35008168"	2015	68.879
"F37014560"	2013	69
"B08642324"	2016	69.028
"A30604276"	2012	69.087
"B03044641"	2017	69.152
"B03044641"	2016	69.152
"A08115578"	2014	69.352
"A26016865"	2014	69.394
"A23014871"	2015	69.448
"A08646200"	2013	69.599
"A02012714"	2011	69.701
"A08511453"	2011	69.84
"A30035547"	2014	69.962
"A08135139"	2016	70.073
"A35014075"	2011	70.214
"A07068422"	2015	70.238
"A17034505"	2015	70.365
"A47091632"	2012	70.378
"A37003050"	2012	70.423
"A07027261"	2008	70.539
"B30044440"	2011	70.56
"A25011180"	2009	70.599
"A08513749"	2017	70.867
"A39005095"	2012	71.024
"A08238578"	2011	71.237
"A08209538"	2015	71.389
"A50011980"	2014	71.418
"A29033420"	2015	71.601
"B28543023"	2014	71.622
"A47091632"	2013	71.677
"A28555563"	2012	71.747
"F50561091"	2009	71.881
"B08298747"	2015	71.885
"A33610304"	2016	71.912
"A28096378"	2017	71.947
"A36600518"	2016	72
"A20003042"	2014	72.066
"A50043298"	2008	72.121
"A07042088"	2008	72.121
"A46164034"	2014	72.154
"A18024919"	2017	72.21
"A08401820"	2011	72.267
"A29035896"	2009	72.281
"A17038035"	2013	72.4
"A48114151"	2010	72.534
"A48031140"	2010	72.552
"B08912669"	2010	72.566
"B15862667"	2017	72.75
"A28557783"	2017	72.987
"A21102157"	2014	72.989
"A33615923"	2015	73
"A08093015"	2013	73.052
"A47017728"	2012	73.333
"A47024393"	2014	73.361
"A30018147"	2014	73.48
"B42001297"	2016	73.624
"A30041719"	2016	73.669
"A45015716"	2016	73.726
"A14037642"	2017	73.744
"A30035547"	2013	73.764
"A28618890"	2011	73.841
"A17034505"	2009	74.053
"A48102792"	2014	74.105
"A33014176"	2012	74.254
"B81496515"	2011	74.267
"A25011180"	2010	74.314
"B45493707"	2011	74.337
"A12012605"	2016	74.372
"B81308439"	2017	74.472
"B30516645"	2013	74.558
"A25026733"	2014	74.565
"A08294787"	2013	74.694
"A17013269"	2009	74.702
"A08066300"	2010	74.734
"A14004691"	2013	74.742
"A35014075"	2012	74.747
"A47010095"	2016	74.872
"A04413340"	2017	74.906
"A39031406"	2014	74.94
"B12457230"	2013	75
"A28636025"	2015	75
"B59162701"	2011	75.101
"A27007731"	2008	75.127
"A46044962"	2007	75.127
"A34003624"	2007	75.13
"A36604882"	2007	75.16
"A08568826"	2017	75.302
"B39446315"	2008	75.331
"A38010997"	2007	75.543
"A09004813"	2013	75.751
"A78393840"	2008	75.79
"A27007731"	2014	75.837
"A28555563"	2015	75.858
"A08401820"	2012	75.887
"B03072857"	2016	75.943
"B31694912"	2015	75.99
"A35101732"	2014	76
"A08397002"	2008	76.022
"A08565285"	2011	76.04
"A47010095"	2015	76.224
"A08384190"	2009	76.294
"A48121826"	2012	76.337
"A46170080"	2013	76.439
"A14004691"	2012	76.606
"B81907776"	2010	76.668
"A60853413"	2007	76.73
"A08238578"	2012	76.837
"A28067338"	2014	76.853
"A20053773"	2017	76.867
"B46055489"	2007	76.911
"A28012359"	2012	77.098
"B30043558"	2011	77.133
"B48969877"	2017	77.143
"B60241437"	2009	77.188
"A41091927"	2011	77.28
"A14004691"	2011	77.29
"B03036340"	2014	77.308
"A08063372"	2009	77.434
"A29063567"	2007	77.546
"A28440576"	2015	77.592
"B03010634"	2015	77.749
"A08934168"	2010	77.778
"B10010775"	2009	77.779
"A30012009"	2017	77.864
"A17039140"	2017	77.982
"A45015716"	2015	77.997
"A33617218"	2010	78.013
"A10011641"	2008	78.038
"A08637829"	2010	78.116
"A33617218"	2011	78.323
"A11010469"	2014	78.331
"B38017554"	2009	78.663
"A08026072"	2017	78.705
"B08413247"	2014	78.846
"B08216202"	2012	79.05
"A38020905"	2007	79.215
"A28615581"	2012	79.242
"A41050535"	2009	79.274
"B36684157"	2008	79.28
"A50047505"	2012	79.305
"A15031800"	2014	79.337
"B07039514"	2008	79.41
"B96990015"	2014	79.499
"A28167443"	2012	79.57
"A47025895"	2017	79.6
"B03100831"	2011	79.846
"B31065980"	2017	80
"A31018187"	2012	80
"B97751978"	2017	80.002
"A08066300"	2016	80.064
"A03064102"	2012	80.45
"A28711893"	2013	80.584
"A48062418"	2012	80.589
"A28670636"	2007	80.64
"A15032196"	2014	80.654
"A43004472"	2014	80.683
"A08102410"	2011	80.74
"A28579191"	2011	80.94
"A28192532"	2008	80.974
"A22001721"	2008	81.048
"A28255784"	2007	81.11
"A08311995"	2009	81.137
"A15072622"	2016	81.148
"B30033666"	2010	81.172
"A80897770"	2014	81.23
"A07244023"	2008	81.24
"A30041719"	2010	81.261
"A20053773"	2016	81.418
"A78428596"	2011	81.659
"A83062497"	2015	81.672
"A28375467"	2015	81.848
"B19001536"	2015	81.873
"A35101732"	2013	82
"A46066791"	2014	82
"A47091632"	2011	82.011
"A36000073"	2012	82.131
"A09018730"	2011	82.194
"B08642324"	2007	82.26
"A21391917"	2014	82.381
"A12405577"	2014	82.457
"A80732142"	2016	82.5
"A14000939"	2007	82.671
"A46165304"	2016	82.733
"A08560179"	2007	82.86
"A46038519"	2010	82.863
"A33014176"	2011	82.908
"A15032196"	2012	83.099
"B32003998"	2015	83.105
"A28027811"	2010	83.246
"B46155271"	2017	83.318
"B60241437"	2013	83.748
"A78400603"	2010	83.823
"B36008415"	2015	84.083
"B46162376"	2015	84.108
"A08324782"	2013	84.291
"B35015262"	2012	84.406
"B35015262"	2011	84.406
"A30041719"	2017	84.444
"A31017106"	2015	84.544
"A59202853"	2007	84.72
"A40005514"	2013	84.738
"A08098576"	2017	84.777
"A08604159"	2010	84.992
"G38004297"	2013	85.012
"A47024393"	2013	85.127
"A30036438"	2009	85.253
"A48121826"	2013	85.254
"A30041719"	2011	85.382
"B48108898"	2016	85.401
"A29030715"	2008	85.42
"A24010381"	2015	85.424
"B35043637"	2013	85.442
"A50025071"	2009	85.706
"B36606853"	2015	85.714
"A33617218"	2009	85.959
"A41022609"	2013	85.969
"A31072325"	2015	86.245
"B14008999"	2009	86.346
"B08619405"	2016	86.364
"A08115578"	2010	86.52
"A08200032"	2017	86.588
"A08135139"	2015	86.598
"A08572430"	2010	86.713
"A08149668"	2011	86.775
"A37003050"	2014	86.973
"A08228124"	2015	87
"B30033666"	2012	87.065
"A33034422"	2013	87.112
"A26001867"	2011	87.123
"A81117798"	2014	87.149
"A35018696"	2008	87.27
"A21391917"	2012	87.274
"A48110381"	2013	87.293
"A08414906"	2013	87.348
"B46037446"	2015	87.393
"A08340267"	2015	87.404
"A01004993"	2015	87.427
"A28027647"	2008	87.535
"A25022609"	2010	87.589
"A27014430"	2008	87.696
"A48226047"	2014	87.849
"A29063567"	2008	87.896
"B31001696"	2010	88.037
"A33605072"	2012	88.043
"A26014035"	2015	88.166
"A08393571"	2007	88.182
"B27013382"	2009	88.211
"B46055489"	2008	88.236
"A33605072"	2007	88.55
"A35033604"	2012	88.55
"A08099897"	2013	88.584
"B47011374"	2011	88.617
"A39023759"	2016	88.637
"A10011641"	2007	88.758
"A60016037"	2013	88.791
"A41055377"	2017	88.924
"A42003368"	2017	88.928
"A09015256"	2015	88.934
"A46106928"	2013	89.088
"A08425902"	2010	89.15
"A31394356"	2013	89.503
"A30036438"	2011	89.556
"B03030913"	2012	89.595
"A08042764"	2009	89.618
"A08526345"	2009	89.826
"A30604276"	2011	89.919
"B05004999"	2016	89.993
"B20332870"	2011	90
"A22012223"	2017	90
"A60963287"	2017	90
"A33019720"	2015	90.014
"A28357903"	2011	90.102
"A28505345"	2015	90.108
"A17001322"	2016	90.132
"A41038274"	2009	90.152
"A50025071"	2007	90.167
"A48080881"	2011	90.194
"B30035968"	2015	90.248
"A20049755"	2015	90.463
"A28889939"	2013	90.577
"A08414906"	2012	90.696
"A28675908"	2013	90.702
"A08384190"	2008	90.78
"A28057677"	2017	90.834
"B46166013"	2007	90.928
"A36604882"	2015	90.976
"A48081061"	2013	90.988
"A35101732"	2012	91
"A28600278"	2015	91
"B12008397"	2008	91.012
"A17009093"	2012	91.04
"A23008857"	2012	91.048
"A30041719"	2009	91.052
"A06017040"	2009	91.079
"A28577864"	2008	91.152
"A08657017"	2007	91.153
"A08502635"	2015	91.226
"A33607573"	2010	91.301
"A41022609"	2015	91.322
"A15032196"	2017	91.345
"A08126492"	2013	91.363
"A46023735"	2015	91.463
"B38017554"	2010	91.563
"A46031027"	2015	91.733
"B59162701"	2014	91.74
"A28614790"	2016	91.757
"A20028676"	2016	91.8
"A30014211"	2010	91.965
"A41037672"	2009	92.201
"A28321313"	2015	92.243
"B43032713"	2015	92.301
"A08489007"	2010	92.376
"A08560179"	2013	92.393
"A30005524"	2010	92.434
"A43004472"	2007	92.52
"A28900975"	2017	92.629
"A46066791"	2007	92.63
"A08257388"	2010	92.793
"B07039514"	2007	92.83
"A03099405"	2012	92.958
"A41695149"	2013	93
"A08575672"	2009	93.069
"B25006222"	2012	93.118
"A28167443"	2009	93.353
"A50025071"	2012	93.442
"A08401820"	2015	93.526
"A33014176"	2010	93.749
"A80200868"	2009	93.795
"A38000410"	2017	93.961
"A20008579"	2009	93.987
"A08414906"	2011	94.043
"A17018276"	2014	94.08
"A03734514"	2010	94.14
"A07050420"	2014	94.181
"A08607988"	2017	94.282
"A50022698"	2017	94.303
"A28290799"	2008	94.335
"B35005891"	2007	94.46
"A28681492"	2012	94.493
"B38017554"	2007	94.677
"A28067338"	2013	95.052
"A08093015"	2012	95.172
"A48081061"	2010	95.361
"A08527020"	2014	95.416
"A08126492"	2011	95.525
"A08126492"	2010	95.525
"A08126492"	2009	95.525
"B38017554"	2011	95.65
"A30036438"	2013	95.841
"A35046911"	2009	96
"B46148797"	2007	96.021
"A08098576"	2016	96.311
"A31138761"	2016	96.363
"B31001290"	2009	96.571
"A17038035"	2010	96.591
"B08114449"	2014	96.644
"A08280240"	2015	96.764
"A33015454"	2007	96.88
"A48031140"	2009	96.949
"A35101732"	2010	97
"A48071369"	2011	97.082
"A47024393"	2012	97.148
"G38004297"	2014	97.251
"A33610304"	2015	97.269
"B20759023"	2011	97.343
"A08414906"	2010	97.39
"A03046125"	2007	97.48
"B28579324"	2007	97.52
"A08440323"	2017	97.531
"A12019295"	2007	97.65
"A80897770"	2017	97.717
"B24013799"	2010	97.813
"A28290799"	2009	97.914
"A36000073"	2013	97.965
"A31017106"	2016	98.283
"A09004813"	2014	98.485
"A08225633"	2017	98.58
"A41022609"	2011	98.613
"A28618890"	2010	98.682
"A46079380"	2016	98.746
"A48081061"	2009	98.768
"B38030045"	2016	98.83
"A20005351"	2011	98.859
"A03017308"	2007	99.167
"A28548220"	2017	99.219
"A12006227"	2014	99.231
"A20062915"	2013	99.266
"A08507741"	2010	99.287
"A36615896"	2011	99.621
"A26013714"	2012	99.701
"A08401820"	2017	99.758
"A50049105"	2009	99.811
"A08373102"	2011	99.817
"A48049928"	2010	99.895
"A08145385"	2013	100
"A08560179"	2017	100
"A50066562"	2012	100
"A47438262"	2008	100.143
"A05007687"	2017	100.289
"A28684512"	2009	100.315
"A08243297"	2013	100.484
"A08063372"	2008	100.636
"B08642324"	2011	100.648
"B46070728"	2008	100.667
"A28411577"	2014	100.714
"A50042027"	2014	100.718
"A07265465"	2011	100.721
"A08438194"	2007	100.783
"A43011196"	2015	100.827
