nif	year	pasivo_liq
"A28646735"	2017	1808.974
"A20015368"	2017	1810.089
"A07040090"	2016	1810.101
"A46105086"	2013	1810.35
"A26011841"	2013	1810.621
"A08396830"	2014	1811.999
"A48083927"	2015	1813.341
"B82988825"	2010	1814.25
"A47022058"	2011	1814.695
"A08675522"	2017	1814.81
"A46070777"	2007	1815.86
"B46054508"	2010	1815.907
"A21007570"	2013	1816
"A15000227"	2007	1816.8
"B30606099"	2015	1817.196
"A37003050"	2017	1817.609
"A33015454"	2016	1818.227
"B35642198"	2014	1818.465
"A09021825"	2015	1818.556
"A15169535"	2009	1819.355
"B47364872"	2012	1819.496
"A01002864"	2010	1820.178
"A33603317"	2016	1820.573
"B46142485"	2016	1820.583
"A39005095"	2016	1820.753
"A28649879"	2017	1821.375
"B17016569"	2014	1822.143
"A08533945"	2017	1822.585
"A43014174"	2015	1822.829
"A31000441"	2011	1823.515
"B17014887"	2016	1823.711
"B17014887"	2017	1823.72
"A46068318"	2009	1824.075
"A29955093"	2008	1824.5
"A12083002"	2011	1824.801
"B39446315"	2011	1824.825
"B47030770"	2015	1825.049
"A28101020"	2009	1825.266
"B08229221"	2011	1825.447
"B50030964"	2013	1825.602
"B08078396"	2009	1827.492
"A28801942"	2015	1827.688
"A81841850"	2009	1827.724
"A32006579"	2014	1827.827
"A36608180"	2010	1827.973
"B38017067"	2015	1828.404
"A14000939"	2007	1828.718
"A41010521"	2007	1828.99
"B08078396"	2012	1829.352
"A08069809"	2017	1829.502
"A30004790"	2016	1829.684
"A28112555"	2016	1831.656
"A30014211"	2011	1831.692
"B30034730"	2015	1832.391
"A46005252"	2017	1832.401
"A08479933"	2014	1832.548
"A18006569"	2017	1833.027
"B11900602"	2017	1833.866
"A28132959"	2014	1834.236
"A33606682"	2016	1834.352
"B03072857"	2013	1834.894
"A20036083"	2011	1835.305
"A08433260"	2017	1835.965
"A20055380"	2010	1836.704
"B91139717"	2013	1837.054
"B35006360"	2012	1837.059
"A36603421"	2011	1838.262
"B01013507"	2013	1838.566
"B31067168"	2012	1839.922
"B28403194"	2009	1840
"A20060075"	2008	1840.704
"A28452647"	2016	1840.957
"A31018187"	2007	1841.42
"A24019499"	2012	1842.313
"B30037204"	2014	1842.365
"B41045089"	2015	1844.1
"A12012340"	2012	1844.706
"A41018854"	2013	1845.269
"A31031545"	2015	1845.609
"A08156218"	2011	1846.354
"A27252063"	2015	1846.421
"B42001297"	2017	1846.874
"A08225278"	2008	1847.281
"A43015965"	2012	1847.658
"A15169535"	2017	1849.386
"A33618257"	2013	1849.498
"A20024568"	2017	1849.69
"B35642198"	2017	1850.504
"A20062915"	2017	1850.74
"A06008411"	2015	1850.998
"A08347452"	2012	1851.122
"A08720245"	2012	1852.811
"A07004187"	2016	1853.034
"A36615896"	2015	1853.566
"B50561968"	2014	1853.707
"A96785225"	2011	1853.903
"A28801942"	2013	1854.251
"A17054081"	2013	1854.493
"A28173573"	2011	1854.657
"B38017554"	2017	1857.436
"A41762386"	2015	1857.438
"A48040034"	2015	1858.3
"A46332995"	2008	1858.433
"A08533945"	2015	1858.498
"B08194276"	2015	1858.771
"A28134534"	2008	1859.076
"A20024832"	2015	1859.802
"A58253816"	2014	1859.828
"A47017728"	2017	1861.452
"A28518041"	2013	1861.606
"A20028676"	2012	1862.035
"A07265465"	2010	1862.456
"B08156036"	2007	1862.73
"A45017142"	2013	1862.89
"A50038991"	2017	1863.038
"A45025327"	2016	1863.252
"B07685779"	2015	1863.906
"A15169535"	2011	1864.902
"A17039140"	2014	1868.769
"A30046379"	2011	1868.816
"A08688095"	2011	1869.068
"B19179662"	2015	1869.498
"A48033526"	2007	1870.307
"A33603317"	2012	1870.605
"A80762602"	2010	1870.854
"A50023423"	2013	1871.314
"B28218816"	2012	1871.774
"B39019468"	2010	1872.421
"A21007570"	2015	1872.49
"A30047120"	2013	1872.655
"B50068105"	2016	1873.861
"B84363555"	2015	1874.732
"B38025920"	2016	1874.924
"B31001290"	2010	1875.465
"B28623213"	2010	1875.752
"B30037204"	2015	1876.033
"A50023423"	2016	1876.114
"B03091527"	2008	1876.229
"A28271112"	2017	1877.369
"A47000054"	2012	1877.532
"A81722712"	2010	1879.187
"A48050728"	2017	1879.333
"A26022129"	2016	1879.875
"B35642198"	2016	1879.996
"B28934081"	2012	1882.805
"A20024832"	2011	1883.19
"A33603317"	2010	1883.538
"A25026733"	2013	1883.875
"A12016143"	2008	1885.029
"B38017067"	2009	1885.832
"B96199807"	2016	1887
"A50038959"	2016	1887.19
"A28219541"	2013	1888.054
"A02436152"	2016	1888.127
"A06163851"	2015	1888.286
"A28486090"	2017	1888.785
"A39007729"	2013	1888.949
"A31194905"	2013	1889
"B39021217"	2010	1889.551
"B08156036"	2014	1889.887
"A39000104"	2016	1890.815
"A39005574"	2012	1891.052
"A02003754"	2016	1892.567
"A08347452"	2016	1892.619
"B38020020"	2010	1893.736
"A01035807"	2016	1894
"B28361350"	2010	1894.119
"A28814135"	2008	1894.66
"A15016702"	2007	1895.144
"B08688301"	2008	1895.302
"B46055802"	2013	1895.309
"F03290871"	2015	1895.586
"A39000690"	2013	1895.835
"A15033699"	2009	1897.292
"B43009091"	2011	1897.35
"A31031545"	2007	1897.486
"A03197308"	2012	1898.193
"A33202474"	2007	1899.28
"A39023759"	2017	1899.57
"B46055943"	2017	1899.899
"A28655157"	2014	1900.547
"B46162376"	2014	1900.709
"A47438262"	2014	1901.308
"A17054081"	2015	1901.408
"B31039530"	2016	1902.14
"A24012692"	2014	1902.451
"A39023759"	2016	1902.847
"B35015262"	2008	1903.513
"A03028552"	2012	1904.472
"A43355403"	2008	1905.337
"A03066909"	2013	1905.546
"A08496473"	2007	1905.593
"B31077514"	2009	1905.925
"A28642122"	2010	1907.35
"A08433260"	2016	1907.526
"A20036083"	2017	1907.654
"A20018586"	2015	1908.411
"B78496759"	2009	1909.411
"A83048363"	2011	1909.521
"B08078396"	2008	1909.88
"A43015965"	2013	1910.205
"A08181067"	2016	1911.705
"A28801942"	2014	1911.928
"B28555001"	2012	1912.329
"B60544046"	2014	1912.674
"A27007731"	2012	1912.978
"A08008518"	2013	1913.033
"A07027261"	2009	1913.456
"A08290975"	2014	1913.716
"A31062342"	2009	1914.044
"A46056255"	2016	1914.142
"B31077514"	2015	1915.15
"A28687978"	2017	1915.351
"B59886531"	2016	1916
"A36643450"	2014	1916.066
"A41084740"	2012	1916.216
"B38927463"	2017	1917.517
"B43032713"	2015	1917.795
"A15049281"	2015	1918.868
"A08259046"	2015	1919.092
"A08387854"	2013	1919.511
"A08436214"	2013	1919.543
"A96785225"	2010	1921.406
"A81841850"	2010	1921.424
"B30037204"	2008	1921.47
"B31077514"	2012	1921.522
"A28012656"	2007	1921.563
"A46021804"	2008	1921.735
"A09018862"	2015	1922.349
"A78400603"	2008	1923.024
"A41022989"	2010	1924.623
"A06008411"	2016	1924.736
"A45017142"	2012	1926.027
"B48907885"	2017	1926.238
"A12002887"	2015	1926.506
"A08496473"	2013	1926.618
"A24010381"	2011	1928.315
"A80762602"	2014	1928.349
"A12405577"	2015	1928.6
"A08008518"	2011	1928.72
"A31737455"	2016	1928.759
"A08677700"	2015	1928.835
"B08660409"	2016	1929.381
"A30014211"	2007	1929.595
"A45012226"	2015	1930.475
"A18012930"	2007	1930.498
"A07027261"	2008	1930.798
"B78496759"	2017	1931.832
"B28403194"	2010	1933
"A28101020"	2014	1933.146
"A08297509"	2015	1933.967
"A08720245"	2010	1934.001
"B82432725"	2017	1934.43
"B27011477"	2017	1935.59
"A28987196"	2013	1935.618
"A38003679"	2015	1936.565
"B97526008"	2013	1936.63
"A08228520"	2012	1937.085
"B13004924"	2012	1937.314
"A17004763"	2008	1938.26
"B43590272"	2013	1938.352
"F95073748"	2008	1940.67
"A35008168"	2012	1940.952
"A53242152"	2012	1942.261
"A33611195"	2014	1942.553
"A33025701"	2017	1942.694
"A28046431"	2016	1942.945
"A96785225"	2008	1943.3
"A17010018"	2010	1943.348
"A36643450"	2016	1943.814
"A17004763"	2007	1944.291
"A08675522"	2014	1945.509
"B35015262"	2011	1945.967
"A48104905"	2017	1946.057
"A27252063"	2016	1946.103
"A26000174"	2011	1946.387
"B19179662"	2012	1946.825
"B46055943"	2011	1947.979
"A08243297"	2017	1948.952
"A29955093"	2009	1949.761
"A28219541"	2015	1950.463
"B24014292"	2015	1950.521
"A15000227"	2011	1950.937
"A20060075"	2007	1951.236
"A15169535"	2015	1951.758
"A17475203"	2010	1952.308
"A15000227"	2010	1953.331
"A50335918"	2015	1953.847
"A09010661"	2013	1954.05
"A44003663"	2017	1954.147
"A46005252"	2012	1955.118
"B35006360"	2014	1955.319
"A28381564"	2017	1955.438
"A78400603"	2007	1957.01
"A08449399"	2015	1957.081
"A15169535"	2010	1957.349
"A07123441"	2007	1957.371
"B03019106"	2014	1957.376
"A29955093"	2011	1957.452
"A46044962"	2017	1957.717
"A31018187"	2011	1958.895
"A81722712"	2011	1959.041
"A28452647"	2015	1959.16
"A08397465"	2009	1959.177
"A30011282"	2015	1960.025
"B46055943"	2008	1960.511
"B11900602"	2016	1960.655
"A50000355"	2015	1962.103
"A33604182"	2016	1962.631
"A15049281"	2014	1962.853
"A63796395"	2014	1963.119
"A31096233"	2010	1963.228
"A46087565"	2017	1963.344
"A07010937"	2014	1963.84
"A08413403"	2017	1965.346
"A45015716"	2016	1965.663
"A07035934"	2013	1965.923
"A46117792"	2016	1967.034
"B17016254"	2011	1967.561
"B41045089"	2017	1967.561
"B15004849"	2012	1967.748
"A08496473"	2008	1968.702
"B42001297"	2008	1968.829
"A48033526"	2017	1969.13
"B82988825"	2009	1969.583
"B38002655"	2016	1969.697
"A26022129"	2017	1970.412
"A41088493"	2007	1971.076
"A12006227"	2017	1971.146
"A08075954"	2015	1971.544
"A39005574"	2016	1971.687
"B24399305"	2008	1971.79
"V61861548"	2013	1971.833
"A28604882"	2015	1971.883
"B36606853"	2014	1972.417
"B20193017"	2017	1973.6
"A07265465"	2011	1974.059
"B01013507"	2007	1974.97
"A28167567"	2011	1975.413
"B61967774"	2015	1975.883
"B31077514"	2007	1976.109
"A08675522"	2013	1976.186
"A08139339"	2012	1977.59
"A28386746"	2017	1977.79
"A41008301"	2008	1978.154
"A28518041"	2009	1978.483
"A33606682"	2015	1978.728
"A62035282"	2009	1979.117
"A12012340"	2009	1979.408
"B28361350"	2007	1979.532
"A11902814"	2011	1979.832
"A31194905"	2008	1980
"A14616031"	2015	1981.503
"A28278596"	2016	1982.007
"A41049503"	2015	1982.068
"A36604783"	2015	1982.77
"A48016877"	2013	1983.047
"A08290751"	2010	1983.29
"A53242152"	2011	1983.585
"A28034031"	2008	1983.668
"B46164679"	2012	1984.719
"A21007950"	2012	1985.762
"B38025920"	2014	1986.016
"A24010381"	2017	1986.13
"A46021804"	2012	1986.806
"B15017908"	2017	1987.469
"B15004849"	2011	1987.748
"B28218816"	2011	1987.891
"A31737455"	2015	1989.517
"A20018586"	2016	1989.575
"A08128910"	2007	1990.08
"B38030045"	2016	1990.34
"A28642122"	2015	1990.679
"B46047817"	2017	1991.364
"A36608180"	2008	1992.797
"B28304129"	2014	1992.873
"B07025315"	2012	1993.833
"B82432725"	2007	1993.929
"B31077514"	2008	1994.058
"A28192532"	2017	1994.887
"A74136060"	2014	1995.369
"A35008168"	2014	1995.42
"A28399715"	2014	1996.39
"A30046320"	2012	1996.842
"B48907885"	2016	1997.156
"A39000690"	2016	1997.236
"B32008625"	2015	1997.41
"A08413403"	2016	1997.49
"A26011841"	2007	1998.01
"B03072576"	2011	1998.218
"B26012013"	2009	1998.272
"B31027097"	2007	1998.822
"B12029153"	2017	2001.255
"A24050015"	2013	2001.384
"A46134748"	2016	2002.084
"A08156218"	2012	2002.23
"B39551973"	2011	2002.527
"B43241769"	2009	2002.941
"A04001897"	2011	2003.465
"A07036130"	2017	2003.51
"A08720245"	2011	2004.056
"B28403194"	2007	2005.37
"A48033526"	2010	2005.464
"A20056248"	2015	2005.515
"A11006095"	2017	2005.623
"A47000054"	2016	2006.058
"A28070167"	2007	2006.074
"A46014650"	2017	2007.173
"B08660409"	2015	2007.363
"A03046125"	2008	2007.949
"A08607988"	2016	2008.117
"A08323404"	2011	2008.34
"A58534777"	2007	2008.982
"A43015965"	2011	2009.289
"A41762386"	2011	2009.652
"A04001897"	2015	2009.771
"A15169535"	2008	2010.588
"A21007570"	2014	2011
"A08029951"	2016	2011.25
"A46021804"	2013	2011.68
"A08802068"	2014	2012.275
"A31068927"	2016	2012.317
"B50030964"	2011	2012.819
"B39019468"	2008	2013.939
"B42001297"	2014	2014.172
"B03072857"	2014	2014.291
"A50008390"	2014	2015.12
"A41057209"	2008	2016.16
"A48040034"	2012	2016.697
"A26014035"	2014	2016.797
"A08062846"	2017	2016.903
"A08436214"	2009	2017.251
"A31030901"	2007	2017.319
"A08663809"	2016	2018.016
"B33602707"	2017	2018.56
"A48050439"	2010	2020.578
"A08404253"	2015	2020.916
"B45011269"	2013	2021.392
"B43590272"	2017	2022.059
"A26001867"	2017	2022.884
"A50057421"	2014	2023.293
"A35046572"	2010	2023.403
"A02010510"	2008	2023.544
"B61967774"	2010	2024.098
"B28205532"	2014	2024.635
"A31018187"	2010	2024.775
"B03089471"	2015	2025.119
"A17051152"	2014	2025.177
"A41088493"	2014	2025.331
"B03019106"	2013	2025.454
"A28801942"	2012	2026.469
"B03046158"	2016	2026.56
"A30040562"	2016	2026.967
"A41002809"	2015	2026.995
"B37020179"	2016	2027.023
"A26017434"	2010	2027.106
"A41001439"	2016	2028.278
"A38026605"	2014	2028.333
"B08238263"	2016	2029.129
"B28304129"	2013	2029.207
"A41112012"	2007	2029.704
"B28304129"	2012	2030.356
"B21015474"	2013	2030.823
"A08197022"	2015	2031.789
"A28128486"	2007	2031.85
"A41022989"	2017	2032.48
"F03290871"	2016	2032.527
"B31089071"	2011	2032.577
"B31001290"	2009	2032.933
"A39027917"	2017	2033.063
"A31031545"	2008	2033.078
"A17004763"	2009	2033.14
"A80632573"	2017	2033.451
"A31194905"	2012	2034
"A28293884"	2015	2034.777
"B62850094"	2012	2035.125
"A31030901"	2014	2035.292
"A45012259"	2011	2035.298
"A31068927"	2017	2036.366
"A43016757"	2009	2036.54
"A46005252"	2009	2036.829
"A32002107"	2007	2036.85
"A12294815"	2016	2038.507
"B08194276"	2010	2039.058
"A08075954"	2016	2039.319
"B17002049"	2012	2040.317
"A33604182"	2013	2040.394
"A11606134"	2011	2041.172
"A08122574"	2016	2041.482
"B03046158"	2017	2042.698
"A31062342"	2016	2042.718
"A20024832"	2016	2042.741
"A08128910"	2016	2044.604
"B28205532"	2012	2044.812
"A01012293"	2010	2045.406
"A08496473"	2017	2046.282
"B81308439"	2015	2046.527
"A11006095"	2016	2046.708
"A14000939"	2008	2046.81
"B47364872"	2013	2047.464
"A28027647"	2011	2047.836
"B45011269"	2015	2048.261
"A48117881"	2009	2048.47
"B47030770"	2013	2048.69
"A57082570"	2015	2049.205
"A28686111"	2015	2049.492
"A48040034"	2014	2049.791
"B31067168"	2015	2050.501
"B46173423"	2008	2050.932
"A28290799"	2007	2051.177
"A08514135"	2015	2051.996
"A32006579"	2016	2052.326
"B46164679"	2017	2052.623
"A03028552"	2008	2052.662
"A41057209"	2009	2053.194
"A04001897"	2012	2053.395
"A12012605"	2017	2053.993
"A28649879"	2014	2054.01
"A03734514"	2014	2054.054
"A46332995"	2017	2054.611
"A30035034"	2016	2055.141
"A20018586"	2014	2055.325
"A30012009"	2009	2055.701
"A12029468"	2015	2055.722
"A08396830"	2007	2055.89
"A20024568"	2015	2056.094
"B28644441"	2007	2056.14
"A30047120"	2010	2056.686
"A08688095"	2009	2056.714
"B23015753"	2015	2056.754
"B46173423"	2015	2058.276
"A17038035"	2016	2060.649
"B81335473"	2007	2061.93
"A11606134"	2017	2062.417
"A24010217"	2016	2062.448
"A78400603"	2009	2062.681
"B59886531"	2017	2063
"A12050324"	2017	2063.029
"A35028570"	2010	2063.47
"A03099405"	2017	2063.634
"A43030626"	2011	2063.78
"A81841850"	2011	2064.279
"B32008625"	2017	2064.332
"A26014035"	2011	2064.345
"A28646735"	2016	2065.944
"B13004924"	2013	2066.051
"B33614033"	2014	2066.161
"A37003050"	2015	2066.628
"A33606682"	2017	2067.163
"B39021217"	2011	2067.986
"A46030680"	2017	2068.231
"A01002864"	2015	2068.995
"A35012780"	2015	2069.412
"B46055943"	2007	2070.737
"B46070728"	2017	2071.408
"A57082570"	2011	2071.453
"A08156218"	2013	2071.808
"A31194905"	2014	2072
"A48040034"	2009	2072.365
"A26000174"	2012	2072.939
"A81896375"	2010	2073.251
"B61967774"	2012	2073.968
"B38828687"	2017	2074.09
"A41088493"	2013	2074.856
"A28101020"	2013	2075.381
"A45025327"	2014	2076.339
"A08069809"	2008	2078.154
"A28556504"	2014	2078.177
"B31089071"	2014	2078.467
"A41084740"	2008	2079.324
"A29033420"	2017	2080.529
"B28218816"	2010	2080.609
"A24007072"	2007	2080.62
"A03734514"	2012	2081.596
"B46054508"	2008	2081.601
"B47572367"	2015	2081.672
"A41022609"	2016	2082.061
"A07065717"	2016	2082.296
"A30012009"	2011	2082.308
"A34170183"	2015	2082.537
"B46162376"	2015	2082.872
"A08021768"	2017	2082.997
"A20060075"	2010	2083.383
"A28458826"	2011	2083.593
"A09030412"	2016	2083.608
"A31017106"	2013	2083.757
"A38008256"	2008	2083.899
"B62173604"	2010	2084
"A01017557"	2010	2084.078
"A08496473"	2015	2084.259
"A96785225"	2015	2085.394
"A30047120"	2017	2087.244
"A28379816"	2010	2088.825
"A83048363"	2009	2088.944
"A43019975"	2015	2089.025
"A35397884"	2013	2089.588
"A19002039"	2017	2089.606
"B30016612"	2013	2089.624
"A08008518"	2014	2090.322
"A41022989"	2015	2090.661
"A41022989"	2013	2091.272
"B46051116"	2012	2091.357
"A17054081"	2014	2091.467
"A41002809"	2007	2094.001
"B31007354"	2008	2094.474
"A20062915"	2016	2095.802
"B39021217"	2012	2096.221
"B31067168"	2014	2096.346
"A20024568"	2014	2096.78
"A03066909"	2014	2098.809
"A12012605"	2016	2098.97
"A28487601"	2016	2100.471
"A30047120"	2011	2100.979
"A28458826"	2010	2101.028
"B20193017"	2016	2101.736
"B03035854"	2015	2102.747
"B28361350"	2008	2103.007
"B30020226"	2017	2103.2
"A36608180"	2007	2103.37
"A80652423"	2008	2103.771
"A30001010"	2007	2104.23
"A46084984"	2009	2104.979
"A08026072"	2015	2106.2
"A28687978"	2016	2106.811
"B19179662"	2014	2108.025
"A46087565"	2012	2108.919
"A50012541"	2011	2109.589
"A12083002"	2012	2112.176
"A81841850"	2008	2112.355
"A80762602"	2011	2113.18
"B28623213"	2016	2114.384
"B83211318"	2009	2115
"A40004731"	2016	2115.358
"A09018862"	2010	2115.686
"B28227775"	2011	2116.397
"B31067168"	2013	2116.834
"B41031980"	2008	2117.527
"A08285363"	2017	2118.087
"A38003679"	2017	2118.192
"A96862933"	2010	2118.368
"A12028403"	2011	2118.519
"A50047505"	2015	2118.745
"A03027919"	2016	2120.294
"A33008921"	2007	2120.49
"A04001897"	2014	2120.578
"B61967774"	2011	2120.694
"A33025701"	2016	2121.273
"A17045972"	2017	2121.312
"A48802854"	2010	2121.319
"A01016591"	2017	2122.306
"A08433260"	2015	2122.477
"A08008518"	2012	2122.915
"A28655157"	2012	2123.019
"A08677700"	2014	2123.529
"A07007735"	2016	2123.681
"A28446995"	2015	2123.837
"B50047091"	2015	2124.669
"B84894377"	2015	2125.169
"A35028570"	2011	2125.188
"A08228124"	2013	2126
"A28724268"	2013	2127.242
"A28987196"	2014	2127.444
"A48040034"	2010	2127.489
"A36608180"	2009	2127.563
"A31030901"	2008	2130.228
"A48033526"	2009	2132.266
"A08397465"	2011	2132.682
"A41022989"	2016	2132.813
"A08141038"	2010	2133.232
"A08396830"	2009	2133.791
"A46048732"	2017	2134.155
"B28044204"	2017	2134.5
"A45019916"	2008	2134.883
"B38002655"	2015	2135.043
"B28361350"	2009	2135.853
"A39023759"	2014	2136.29
"A09205550"	2016	2136.364
"A40005514"	2010	2137.058
"A12022885"	2016	2137.08
"B46173423"	2009	2137.174
"B43009091"	2015	2137.418
"A28034031"	2010	2137.7
"B03100831"	2008	2138.133
"A06163851"	2016	2138.262
"A28667244"	2017	2138.454
"B07762099"	2009	2138.922
"A08713869"	2010	2139.317
"A28458826"	2007	2139.39
"A80762602"	2017	2140.952
"A09010661"	2016	2141.54
"B32008625"	2014	2141.849
"A44004059"	2017	2143.422
"A48033526"	2011	2143.51
"A28189082"	2010	2143.827
"A61831681"	2007	2144.492
"A28557783"	2016	2144.635
"A08280323"	2013	2146.143
"A08196446"	2009	2147.413
"A53559530"	2008	2148.839
"A14000533"	2016	2149.053
"A47000054"	2014	2149.24
"A96785225"	2009	2149.49
"A08097438"	2013	2149.712
"A53242152"	2013	2149.766
"A08296535"	2016	2149.788
"A35397884"	2015	2150.612
"B07762099"	2010	2150.719
"B08326969"	2016	2151.756
"A41001439"	2017	2151.883
"A08228124"	2017	2152
"A24010381"	2010	2152.678
"A26004754"	2008	2152.859
"A08603888"	2014	2154.157
"A28219541"	2014	2154.362
"A39027917"	2007	2154.45
"A78526811"	2008	2155.243
"A15169535"	2013	2157.081
"B27014398"	2017	2158.093
"A28164374"	2014	2158.376
"A31031545"	2016	2160.086
"A31000441"	2012	2160.837
"B38025920"	2013	2161.156
"A15000227"	2012	2161.391
"A44003663"	2008	2162.03
"A46005252"	2010	2162.179
"A19163682"	2010	2163.499
"A08285363"	2010	2164.067
"B57208878"	2010	2164.47
"B59886531"	2012	2165
"A17010018"	2009	2165.757
"A28562908"	2017	2166.229
"A30040562"	2014	2166.29
"A28106979"	2017	2166.427
"B06001143"	2017	2166.939
"A28392694"	2017	2167.398
"B17014887"	2011	2167.406
"A39007729"	2014	2168.473
"A18006569"	2016	2168.934
"A31003247"	2016	2169.785
"A29955093"	2010	2169.898
"A28034031"	2009	2170.041
"B48907885"	2012	2170.174
"A08098576"	2017	2170.27
"B33614033"	2011	2170.473
"A08021768"	2007	2170.59
"B07762099"	2008	2171.06
"A45012259"	2013	2171.536
"B08552614"	2016	2171.903
"B58807645"	2007	2173.277
"B33602707"	2016	2173.303
"A41018854"	2008	2173.779
"A08099897"	2013	2173.844
"B33607649"	2011	2173.848
"A48117881"	2014	2174.172
"B23015753"	2014	2174.691
"A20073169"	2015	2174.819
"A39007729"	2012	2175.073
"A07065717"	2017	2175.196
"A41084740"	2013	2175.867
"A03017886"	2011	2175.959
"A36608180"	2012	2176.49
"A08675522"	2011	2177.574
"A48040034"	2007	2177.904
"B25015017"	2013	2178.069
"B12008397"	2016	2178.908
"A12002887"	2013	2179.381
"A08329963"	2015	2179.399
"A08436214"	2015	2179.812
"A08496473"	2009	2181.11
"B03087293"	2017	2182.083
"B38030045"	2015	2182.145
"B12023065"	2010	2182.586
"A08663957"	2009	2182.894
"A26022657"	2016	2183.04
"A28734432"	2014	2184
"A48040034"	2008	2184.013
"A28086858"	2014	2184.352
"A29033420"	2016	2184.818
"A28562908"	2010	2184.953
"B46173423"	2007	2185.16
"A26000174"	2010	2186.784
"A28686111"	2016	2188.031
"A38020905"	2016	2188.34
"A31003247"	2017	2189.499
"A40005514"	2014	2189.65
"A41022989"	2014	2190.708
"A28562908"	2012	2190.827
"A14616031"	2017	2191.121
"A17010018"	2008	2191.55
"B28337731"	2007	2191.897
"A30012009"	2010	2193.456
"A03028552"	2009	2194.507
"A28734432"	2013	2195.375
"A39000690"	2015	2195.52
"B47364872"	2015	2195.596
"B39446315"	2012	2196.969
"A79203568"	2015	2197.121
"A41001439"	2012	2197.377
"A31018187"	2009	2197.422
"B28350965"	2009	2197.723
"A08688095"	2017	2197.969
"B28350965"	2011	2198.323
"A30005524"	2008	2199.35
"A01006659"	2008	2199.907
"B38017554"	2016	2201.187
"B28623213"	2015	2201.205
"B37020179"	2017	2201.259
"A11606134"	2013	2202.641
"A43037191"	2012	2203.304
"A08989782"	2010	2203.428
"B03020997"	2017	2203.588
"A30012009"	2016	2203.918
"A08194284"	2009	2203.93
"A08802068"	2015	2204.121
"B29042348"	2013	2204.578
"A15021843"	2017	2204.812
"A28329480"	2017	2204.933
"A15169535"	2012	2206.158
"A50038991"	2016	2207.019
"A28556504"	2011	2207.075
"B15004849"	2010	2208.288
"A28075968"	2016	2208.309
"A48040034"	2013	2209.586
"A08196446"	2011	2210.423
"B96199807"	2014	2211.178
"A08629107"	2010	2212.344
"A36621522"	2007	2212.868
"A28734432"	2012	2213.364
"A12002887"	2017	2213.633
"B46043238"	2008	2213.89
"A08450421"	2017	2214.969
"A20074167"	2013	2215.147
"B31066798"	2016	2215.394
"A81438145"	2012	2215.522
"A09018862"	2013	2215.761
"A27003243"	2010	2215.979
"A41001439"	2014	2216.532
"A08122574"	2015	2218.203
"A83932475"	2011	2219.293
"A28655157"	2013	2223.985
"A28029122"	2017	2224.081
"B46055943"	2010	2224.54
"A08409948"	2012	2225.077
"A28379816"	2009	2225.12
"A09018862"	2007	2225.37
"A78990603"	2008	2226.2
"B12008553"	2009	2226.206
"A28278596"	2015	2226.311
"A28029122"	2011	2226.675
"B03089471"	2014	2226.714
"B28227775"	2012	2229.392
"A28675908"	2015	2230.284
"A08224107"	2007	2230.498
"A31062342"	2015	2230.871
"A15000227"	2013	2231.075
"A48083927"	2013	2231.205
"A28138386"	2008	2231.285
"A28189082"	2012	2231.806
"A78688934"	2011	2232
"B39446315"	2010	2232.403
"B12008397"	2007	2232.429
"A07026701"	2007	2232.925
"A08296535"	2015	2232.937
"B91139717"	2012	2232.945
"A31096233"	2011	2233.026
"A30004790"	2015	2233.512
"B28403194"	2012	2234
"A08510364"	2016	2234.058
"A39005574"	2017	2234.069
"A08450421"	2016	2234.309
"A45020450"	2010	2234.338
"A08213936"	2016	2234.397
"A50052489"	2009	2235.253
"A08213936"	2010	2235.751
"A07035934"	2017	2237.239
"B12008397"	2017	2237.663
"A07033491"	2012	2238.147
"A33025701"	2013	2238.156
"A15021843"	2012	2238.225
"B31077514"	2014	2238.386
"B38024089"	2009	2238.715
"B46054508"	2009	2239.835
"A08139339"	2014	2240.108
"A40005514"	2011	2240.387
"A07033491"	2016	2240.799
"B31067168"	2011	2240.834
"B31027097"	2011	2241.137
"A09030412"	2015	2241.822
"A96785225"	2016	2242.154
"A35517671"	2008	2242.286
"A20032264"	2016	2242.369
"A29955093"	2012	2242.513
"A28675908"	2016	2243.406
"A50017334"	2013	2243.523
"A27252063"	2017	2243.872
"A08409948"	2011	2245.417
"A32006579"	2013	2245.49
"B28218287"	2015	2245.762
"B61567970"	2015	2246
"A81000028"	2009	2247.101
"A23022783"	2008	2248.044
"A08480287"	2014	2248.614
"A28293884"	2012	2248.617
"A28112555"	2017	2248.618
"B31089071"	2009	2248.82
"B28623213"	2012	2249.578
"A11606134"	2012	2250.439
"B38318572"	2007	2250.45
"A08273898"	2007	2250.63
"B48108898"	2014	2250.705
"B04001848"	2016	2250.899
"A28011716"	2015	2251
"A50008390"	2015	2251.615
"A14000533"	2008	2251.701
"A40005514"	2016	2252.357
"B32008625"	2016	2252.545
"A84911825"	2017	2254.474
"B31784895"	2014	2255.011
"A04001897"	2008	2255.803
"B28227775"	2008	2255.931
"A81000028"	2010	2255.975
"A46038519"	2012	2256.572
"A15049281"	2007	2256.584
"A31030901"	2013	2256.958
"A28058725"	2010	2257
"A08029951"	2013	2257.334
"A08228520"	2013	2257.478
"A12012605"	2009	2257.942
"A09010661"	2007	2258.107
"A81841850"	2015	2258.638
"A45013620"	2014	2258.674
"A62035282"	2011	2259.507
"A79492104"	2008	2259.597
"A46014155"	2009	2259.934
"A25010430"	2017	2259.979
