nif	year	deudas_financ
"B03087293"	2010	198.923
"A28290799"	2011	198.978
"B36853935"	2009	198.98
"A43014174"	2016	198.983
"B28227775"	2014	199.326
"A08388811"	2011	199.389
"A36615896"	2009	199.597
"B03004801"	2010	199.62
"A78521168"	2009	199.744
"A46164034"	2013	199.755
"A45007614"	2012	199.791
"A08496473"	2011	199.904
"A20024832"	2013	200
"A15506934"	2008	200.007
"A30046320"	2007	200.14
"B30035968"	2014	200.274
"B19179662"	2012	200.412
"B28118800"	2017	200.688
"A08737249"	2017	200.748
"A34129635"	2015	200.918
"A31024458"	2014	200.965
"B06422877"	2015	200.99
"A35046911"	2009	201
"A39023759"	2009	201.141
"A28648053"	2009	201.265
"A15506934"	2009	201.47
"B03072493"	2013	201.795
"A08713869"	2013	201.918
"A30004790"	2013	201.922
"A08005696"	2013	202.043
"A15506934"	2007	202.223
"A26004093"	2014	202.376
"B15027170"	2016	202.69
"A48080683"	2011	202.851
"A43020486"	2011	203.413
"A15012305"	2016	203.915
"A48080683"	2009	204.103
"A12405577"	2017	204.424
"A08209538"	2015	204.594
"A20060075"	2014	204.626
"B28379386"	2015	204.902
"B08912669"	2010	204.913
"A45002839"	2015	205.146
"A19002039"	2016	205.442
"A28392033"	2013	205.516
"B10010775"	2015	205.578
"A28518041"	2016	205.736
"B24014292"	2016	205.868
"A39023759"	2011	205.911
"A59990580"	2017	206.018
"A39023759"	2015	206.383
"A46332995"	2010	206.465
"A28368603"	2012	206.673
"A28686111"	2012	206.81
"A30006142"	2016	206.952
"A59990580"	2015	206.991
"A28060515"	2011	207
"A08278293"	2012	207.08
"B35005040"	2014	207.088
"A03011541"	2013	207.088
"B15004849"	2012	207.193
"A20018586"	2016	207.539
"A48017974"	2007	207.88
"A08578395"	2016	208.426
"A08280323"	2015	208.597
"A08520629"	2008	208.62
"A31501901"	2013	208.837
"A48114151"	2014	208.915
"A35098482"	2011	208.977
"A08375545"	2012	209.315
"B28227775"	2015	209.332
"B14484612"	2012	209.356
"A20003042"	2010	209.522
"A33615923"	2015	209.758
"A20003042"	2009	209.798
"A78343977"	2014	209.803
"B81308439"	2016	210.754
"B30721237"	2014	211.014
"B28492841"	2012	211.017
"B28492841"	2011	211.417
"B19179662"	2013	211.469
"B42001297"	2009	211.635
"A96569207"	2008	211.672
"A59320143"	2007	211.855
"A01012830"	2009	211.99
"B48771711"	2015	212.06
"A14030027"	2015	212.093
"A17004763"	2007	212.265
"A20036083"	2017	212.4
"A20036083"	2015	212.4
"A20036083"	2016	212.4
"B28127447"	2016	212.674
"A33025719"	2008	212.747
"A08311995"	2017	212.77
"A46035770"	2017	212.801
"B35388867"	2013	212.957
"A08131153"	2017	213
"A08713869"	2014	213.114
"A08102410"	2010	213.162
"B39008404"	2009	213.238
"A50036037"	2016	213.244
"B08690869"	2017	213.266
"A28548220"	2014	213.424
"A82485335"	2017	213.802
"A48102792"	2016	213.944
"A20028676"	2016	213.998
"A26000174"	2013	214.035
"B84894377"	2016	214.23
"A28253656"	2015	214.286
"A08496473"	2010	214.463
"A08452500"	2011	214.692
"A41084740"	2014	215.236
"A25020629"	2011	215.272
"A50008937"	2014	215.327
"A48033526"	2009	215.421
"B36853935"	2008	215.434
"A38473724"	2012	215.606
"A48080683"	2008	215.941
"A08311995"	2016	216.138
"A59320143"	2008	216.233
"A01292846"	2017	216.502
"B45020351"	2008	216.553
"B28361350"	2016	216.578
"B20062295"	2011	216.728
"B50030964"	2017	216.751
"A28060283"	2015	217.032
"B18751461"	2016	217.421
"B08642324"	2011	217.87
"A48080683"	2012	218.355
"A08496473"	2009	218.78
"A14020713"	2012	218.871
"A28060515"	2017	219
"A08209538"	2014	219.034
"A08209538"	2013	219.034
"A08607988"	2015	219.12
"A15038326"	2013	219.307
"A28711893"	2014	219.401
"A28138386"	2013	219.516
"A08375545"	2008	219.69
"A36603421"	2016	219.807
"A08323404"	2010	220
"A20003042"	2008	220.198
"A07010937"	2013	220.247
"A25026733"	2007	220.759
"A12016549"	2012	220.78
"A38003679"	2010	220.89
"A20003042"	2011	220.966
"A48033526"	2010	221.143
"A26000174"	2014	221.282
"A28368603"	2011	221.415
"A28581247"	2008	221.629
"A81864498"	2014	221.922
"B12029153"	2011	221.975
"A08193591"	2017	222.022
"A12019295"	2007	222.19
"A18020271"	2014	222.237
"A08397119"	2017	222.566
"A47025895"	2017	222.567
"A43014174"	2017	222.631
"A58346305"	2009	222.828
"A08347452"	2013	222.889
"A17000993"	2010	222.957
"A28734432"	2008	223.199
"B24014292"	2015	223.205
"A08375545"	2011	223.673
"B46071080"	2011	223.997
"B08407322"	2007	224.21
"A29033420"	2017	224.368
"A41212572"	2009	224.446
"A25020629"	2012	224.647
"A08354441"	2013	224.891
"B02419273"	2017	225.034
"A08260663"	2013	225.043
"A82485335"	2014	225.383
"B12029153"	2012	225.463
"B17016569"	2016	225.524
"A28427516"	2015	226.056
"A36017598"	2015	226.069
"A12081790"	2009	226.142
"A11019767"	2013	226.677
"A20022448"	2009	226.928
"B08059636"	2017	227.192
"B28644441"	2010	227.214
"A36615896"	2008	227.467
"A31624661"	2016	227.603
"A08560484"	2014	227.645
"A08677700"	2015	227.759
"B12029153"	2013	227.91
"B82988825"	2013	228.351
"A30013791"	2007	228.385
"A48080683"	2017	228.533
"A50038991"	2015	228.644
"A30012009"	2013	228.79
"A18484360"	2011	229.221
"B81308439"	2017	229.271
"A81808966"	2015	229.277
"B28545994"	2008	229.396
"A59954487"	2010	229.543
"A46336152"	2009	229.616
"B28689370"	2016	229.62
"A20022448"	2010	229.682
"A59320143"	2012	229.779
"A45017241"	2016	229.802
"A17018276"	2011	229.941
"B30028187"	2017	230.064
"A06008411"	2015	230.512
"A28427516"	2016	230.584
"B12029153"	2014	231.259
"B17616814"	2013	231.267
"A38013744"	2012	231.655
"B28227775"	2016	231.765
"A08604316"	2007	231.789
"A53817359"	2013	232.19
"A25020629"	2013	232.28
"A08097438"	2017	232.489
"B29901469"	2015	232.874
"A15021843"	2015	233.182
"B31009715"	2016	233.414
"A28543809"	2010	233.437
"A21008727"	2010	233.713
"A96569207"	2010	233.881
"A41050980"	2012	233.96
"A46031027"	2014	233.973
"B35065788"	2013	234.098
"A08551061"	2017	234.1
"A46084984"	2007	234.181
"A09205550"	2017	234.226
"B17017237"	2010	234.798
"A28138386"	2017	234.982
"B37015526"	2017	235.344
"B46054508"	2017	235.365
"B46164463"	2015	235.742
"B31009715"	2011	236.046
"A30037873"	2013	236.208
"A08401820"	2010	236.258
"B28644441"	2009	236.27
"A41050980"	2013	236.635
"B35065788"	2012	236.872
"A50029065"	2015	237.076
"A01013077"	2010	237.21
"A50017334"	2016	237.914
"A28220606"	2013	238
"A08496473"	2007	238.326
"B30721237"	2013	238.364
"A17018276"	2009	238.464
"B28623213"	2011	238.762
"A11012572"	2007	238.88
"A50066562"	2013	238.974
"B11606761"	2017	239.213
"B15027170"	2014	239.225
"A46015830"	2010	239.3
"A59320143"	2014	239.527
"A28128486"	2012	239.636
"B11606761"	2011	239.64
"A08934168"	2015	239.821
"B12029153"	2015	240.017
"A28734432"	2012	240.359
"A08677700"	2012	240.377
"A41018854"	2007	240.405
"A41018854"	2013	240.405
"A41018854"	2010	240.405
"A41018854"	2008	240.405
"A46014155"	2010	240.405
"A50889955"	2012	240.422
"A81864498"	2013	240.432
"A28295806"	2014	240.599
"A28060515"	2012	241
"A41212572"	2014	241.496
"A81808966"	2017	241.766
"B28644441"	2008	241.884
"A12012340"	2010	241.971
"A35101732"	2010	242
"A04413340"	2011	242.079
"A48226047"	2008	242.1
"B28644441"	2007	242.382
"A36017598"	2007	242.45
"A32006744"	2008	242.538
"A08211112"	2007	242.826
"A11010352"	2010	242.881
"B41045089"	2017	242.966
"V48566475"	2010	243.064
"A82026840"	2017	243.348
"A28547149"	2017	243.484
"B38017554"	2012	243.586
"A23020506"	2017	243.734
"A21008727"	2011	243.9
"B41065418"	2013	244.017
"A28580546"	2015	244.278
"A28172476"	2012	244.457
"B19179662"	2016	244.505
"A26004093"	2012	244.513
"A43019975"	2017	244.542
"A07042435"	2011	245.236
"A48081061"	2009	245.931
"A08663957"	2009	245.941
"A08604316"	2008	245.989
"A38003679"	2007	246.014
"A46115101"	2007	246.145
"A02003465"	2015	246.249
"A12016143"	2009	246.266
"B29901469"	2016	246.346
"A19180108"	2009	246.5
"B31083199"	2011	246.684
"A47010095"	2007	246.72
"A24010381"	2015	246.826
"B39014709"	2015	246.905
"A28138873"	2014	247
"A28270452"	2013	247.081
"A18024919"	2017	247.145
"A28458826"	2013	247.329
"V30405880"	2010	247.656
"B03072493"	2012	247.697
"A07021256"	2009	247.782
"A07021256"	2008	247.86
"B80470628"	2009	248.074
"A31038839"	2016	248.096
"A47005095"	2017	248.301
"A28543809"	2011	248.43
"A28034031"	2011	248.584
"A78905908"	2012	248.642
"A43020486"	2009	248.701
"A28486090"	2017	248.811
"B41045089"	2016	248.84
"A28698884"	2016	248.993
"B36614816"	2007	249.19
"A80652423"	2012	249.656
"A20036083"	2007	249.77
"A28058758"	2015	250
"A28058758"	2014	250
"A28724268"	2016	250
"A20008579"	2015	250
"A08551061"	2016	250.13
"A33611195"	2015	250.36
"A26011841"	2012	250.813
"A85270965"	2015	250.967
"A33605072"	2016	250.974
"B45011269"	2011	251.153
"A08637829"	2017	251.252
"A50011980"	2011	251.396
"A45015872"	2007	251.514
"A36602381"	2007	251.72
"A08347452"	2012	251.755
"A39023759"	2008	252.023
"A80652423"	2011	252.054
"A80652423"	2014	252.114
"A36201259"	2015	252.21
"A08375545"	2007	252.38
"B28102556"	2013	252.608
"A08431678"	2009	252.635
"A39028378"	2017	253.164
"B31067168"	2012	253.368
"A38473724"	2013	253.545
"A78092764"	2011	253.555
"A28012359"	2009	253.62
"A30038764"	2014	253.847
"B19179662"	2017	254.442
"A21007950"	2016	254.565
"A17018276"	2012	254.651
"A13001730"	2007	254.652
"A28096378"	2011	254.72
"A28842003"	2011	254.962
"A46066791"	2016	255
"A28235158"	2017	255.072
"A08563769"	2017	255.727
"A46131769"	2016	255.884
"A80652423"	2013	255.945
"A80771116"	2009	256
"A30041834"	2007	256.033
"B50068105"	2016	256.058
"B60338290"	2017	256.23
"A08291924"	2014	256.347
"B08194276"	2011	256.573
"B42141176"	2010	256.617
"A08375545"	2013	256.727
"A81408817"	2009	256.743
"A17039140"	2014	257.058
"A08677700"	2014	257.059
"A50032002"	2010	257.065
"B17019373"	2007	257.256
"A08026627"	2011	257.485
"A17054081"	2013	257.599
"A28078202"	2010	258
"A18012930"	2008	258.435
"A18006569"	2017	258.706
"B46054508"	2016	258.722
"A30046320"	2013	258.817
"F10026128"	2014	259.152
"A48080683"	2010	259.271
"B03004801"	2009	259.291
"A28172476"	2017	259.31
"A41011271"	2012	259.454
"B58222548"	2016	259.514
"A28022952"	2017	259.532
"A11301645"	2013	259.692
"A39007729"	2015	260.298
"B60552619"	2017	260.327
"A41049503"	2014	260.608
"A48080683"	2016	260.729
"A28146579"	2007	260.87
"A85280253"	2015	261
"A20017604"	2017	261.048
"A31070378"	2017	261.106
"A08404253"	2017	261.197
"B20062295"	2013	261.262
"A08123226"	2010	261.317
"B46146080"	2013	261.451
"B03045507"	2017	261.809
"A28034031"	2012	261.87
"A11006095"	2017	261.88
"A17013269"	2010	261.884
"A12012340"	2011	262.099
"B48948830"	2010	262.147
"A28543809"	2012	262.561
"A08121089"	2013	262.576
"A36017598"	2013	262.946
"B28689370"	2013	263.141
"B31067697"	2016	263.163
"B03089471"	2015	263.277
"A07026701"	2007	263.387
"A29051067"	2011	263.498
"B08156127"	2008	263.955
"A12004180"	2008	263.998
"A03040854"	2017	264.069
"A58294166"	2017	264.202
"A08612061"	2013	264.234
"B42141176"	2011	264.345
"A46965034"	2013	264.43
"A33611195"	2014	264.98
"A01035807"	2016	265
"B46012324"	2009	265.042
"A08421190"	2012	265.071
"B04028734"	2010	265.187
"A28801942"	2009	265.213
"A07026651"	2009	265.567
"A58664764"	2012	265.614
"B33602707"	2016	265.787
"B28337038"	2017	265.838
"A17483124"	2014	266.018
"A39023759"	2010	266.096
"F10026128"	2015	266.291
"B15027170"	2017	266.331
"A96569207"	2014	266.355
"A58907015"	2015	266.428
"A36602381"	2012	266.482
"A28381564"	2012	266.784
"A08372351"	2014	266.793
"A28435931"	2009	266.836
"B12029153"	2017	266.893
"B03100831"	2016	266.925
"A38017844"	2015	266.971
"A28126597"	2013	267.332
"A08193591"	2016	267.362
"A36017598"	2016	267.473
"A30004790"	2016	267.525
"A46031027"	2013	267.531
"A41091927"	2014	267.578
"F10026128"	2016	267.678
"A08663957"	2013	267.948
"A08401820"	2011	268.279
"A28132959"	2014	268.429
"B31039530"	2017	268.508
"A38473724"	2014	268.662
"A58294166"	2016	268.695
"A09004813"	2014	268.724
"B82612904"	2009	268.83
"B08194276"	2010	268.917
"A35046911"	2012	269
"A12012605"	2013	269.125
"B04028734"	2011	269.677
"B23357700"	2008	269.79
"B80470628"	2008	269.88
"A35811272"	2012	270.402
"F10026128"	2017	270.489
"B82612904"	2008	270.536
"A09018862"	2012	270.82
"B81308439"	2013	270.961
"A08026197"	2010	271
"A43110337"	2014	271.018
"A28618890"	2010	271.09
"A08388811"	2012	271.168
"A17044546"	2017	271.492
"A15038326"	2010	271.641
"A30046320"	2011	271.685
"B46164463"	2014	272.125
"A30035521"	2011	272.125
"B30028187"	2015	272.421
"A04017497"	2012	272.553
"B03037736"	2007	272.89
"A15020795"	2016	273.086
"A28399715"	2015	273.115
"A80200868"	2007	273.166
"A08637829"	2012	273.256
"A28332914"	2011	273.446
"A30046320"	2012	273.45
"A03099405"	2014	273.47
"A08620056"	2008	273.536
"B50068105"	2017	274.062
"A46047965"	2013	274.069
"A28085520"	2010	274.121
"A15020795"	2015	274.278
"A03003530"	2014	274.382
"A28132959"	2013	274.445
"A30013791"	2011	274.561
"B08552614"	2017	274.818
"A33605072"	2010	274.85
"A79203568"	2015	275.13
"A43019868"	2007	275.552
"A81408817"	2007	275.65
"A46078556"	2009	275.909
"B46164463"	2016	275.932
"A01002864"	2007	275.97
"A38003133"	2013	275.991
"B30041115"	2016	276.429
"A28132959"	2012	276.725
"B14016315"	2015	277.082
"A17013269"	2015	277.085
"A28674968"	2015	277.426
"A28386746"	2017	277.505
"B28545994"	2007	277.539
"A41010521"	2015	277.747
"B85160976"	2017	277.871
"A80652423"	2009	278.006
"B46146080"	2012	278.309
"A18012930"	2007	278.389
"B30034730"	2016	278.494
"B08688301"	2008	278.543
"B46162376"	2015	278.559
"A24012692"	2015	278.578
"A01006055"	2017	278.807
"A08156218"	2013	278.82
"A33611195"	2013	279.126
"B12029153"	2010	279.13
"A07004187"	2015	279.294
"B18012831"	2017	279.698
"B36880003"	2015	279.749
"A81408817"	2008	279.79
"B08688301"	2011	280.159
"B16010464"	2010	280.367
"A11010352"	2007	280.542
"A28174985"	2011	281.109
"B19179662"	2014	281.383
"A82026840"	2016	281.43
"A26023606"	2008	281.519
"B10010775"	2016	282.1
"B46173423"	2007	282.32
"B03072857"	2015	282.323
"A12016143"	2012	282.331
"A36017598"	2012	282.357
"B12029153"	2016	282.488
"A08193591"	2015	282.538
"A28410850"	2015	282.579
"B28701340"	2014	282.676
"A07013907"	2015	283
"A81864498"	2012	283.039
"B11018462"	2008	283.118
"A48062418"	2013	283.175
"A15020795"	2007	283.38
"B82175001"	2013	283.386
"A30040224"	2012	283.502
"A20055380"	2012	283.638
"A11605409"	2017	283.726
"A03028552"	2009	283.814
"A07066467"	2016	283.854
"B28689370"	2014	284.283
"A15020795"	2009	284.327
"B35388867"	2012	284.503
"B17016569"	2010	284.545
"A08421190"	2013	285.273
"A08679060"	2016	285.352
"B41591165"	2016	285.372
"B28113991"	2012	285.45
"A62035282"	2008	285.481
"A62035282"	2009	285.481
"A36643450"	2015	285.519
"A35811272"	2016	285.807
"A48033526"	2013	285.994
"B03006681"	2017	286.008
"A12016549"	2007	286.45
"A43020759"	2011	286.526
"A28648053"	2014	286.606
"B42141176"	2014	286.646
"A08677700"	2011	287.216
"A17038035"	2011	287.248
"A80652423"	2010	287.679
"B57208878"	2013	287.711
"A02436152"	2016	287.714
"A08372351"	2015	287.828
"A41010521"	2016	287.95
"A35046911"	2014	288
"B28934081"	2016	288.042
"A03028552"	2008	288.073
"A08115578"	2008	288.374
"A28399715"	2008	288.489
"B17016569"	2012	288.583
"A30046379"	2008	288.928
"A42004598"	2007	289.175
"A31070378"	2014	289.198
"F10026128"	2013	289.316
"B17016569"	2017	289.519
"B39014709"	2008	289.779
"A28171601"	2016	289.827
"B03100831"	2010	289.957
"A15020795"	2017	290.079
"V30405880"	2011	290.185
"A48084909"	2009	290.199
"B14468292"	2015	290.258
"A08607988"	2012	290.289
"A08551061"	2011	290.514
"A07026701"	2009	290.661
"B08552614"	2015	290.71
"A41010521"	2017	290.799
"B15032485"	2007	290.81
"A30112221"	2015	290.868
"A28711893"	2013	291.31
"A97163653"	2015	291.696
"A34003624"	2007	291.9
"A48033526"	2011	291.998
"B47014568"	2013	292.041
"A31018799"	2011	292.233
"A08291924"	2013	292.246
"A17034505"	2012	292.273
"A30035521"	2010	292.52
"A08404253"	2013	292.609
"B28689370"	2015	292.915
"A08224107"	2008	293
"A44004422"	2017	293.14
"B15004849"	2013	293.395
"A28216992"	2017	293.701
"B19001536"	2014	294.223
"A80897770"	2017	294.276
"A48847321"	2017	294.459
"B07762099"	2009	294.517
"A12012605"	2017	294.921
"A17006792"	2009	295
"B08642324"	2014	295.433
"A01012293"	2010	295.553
"A08244220"	2010	295.599
"A19002039"	2017	295.671
"A28486090"	2014	295.699
"A23022783"	2007	295.753
"A03033164"	2007	295.79
"B28623213"	2015	296.049
"A07068422"	2014	296.348
"A01015510"	2014	296.578
"B08552614"	2016	296.799
"A97789861"	2016	297
"A28137255"	2011	297.053
"A08192965"	2008	297.129
"A20060075"	2007	297.241
"A28842003"	2017	297.559
"A08551061"	2015	297.74
"A08149668"	2017	298.078
"A58294166"	2015	298.094
"V30558738"	2017	298.31
"B03072857"	2014	298.341
"B03004801"	2011	298.425
"B28113991"	2013	298.493
"A38024345"	2016	298.638
"A08551061"	2013	298.727
"A08388811"	2017	298.845
"A15049281"	2012	298.876
"B28545994"	2011	298.929
"A17018276"	2016	299.12
"A28443158"	2016	299.291
"A28137255"	2008	299.443
"A28332914"	2012	299.479
"B46054508"	2010	299.635
"A15031800"	2015	299.727
"A06008411"	2017	299.904
"A03088580"	2011	300
"A30014211"	2011	300.112
"B42141176"	2013	300.18
"A39027917"	2009	300.277
"A08198392"	2007	300.506
"A06008411"	2013	300.51
"A46072203"	2016	300.535
"A15031800"	2017	300.665
"A20003042"	2007	300.73
"A28137255"	2009	300.918
"A01012830"	2012	301.058
"A12294815"	2016	301.078
"A08639643"	2015	301.472
"A29063567"	2015	301.533
"B28337038"	2016	301.638
"A07052244"	2015	301.831
"B17016569"	2011	301.875
"A28827335"	2017	301.886
"A33018425"	2009	301.962
"A33018425"	2017	301.962
"A33018425"	2008	301.962
"A33018425"	2012	301.962
"A33018425"	2013	301.962
"A33018425"	2010	301.962
"A33018425"	2014	301.962
"A33018425"	2015	301.962
"A33018425"	2016	301.962
"A17014523"	2011	302.056
"B42141176"	2012	302.503
"B46012324"	2011	302.733
"A28137255"	2016	302.795
"A12022224"	2007	302.82
"A08211112"	2008	302.825
"A08105371"	2013	302.998
"A08260663"	2012	303.801
"A33036880"	2017	303.811
"B28361350"	2014	304.11
"A43110337"	2011	304.146
"A31003247"	2009	304.269
"B03072857"	2008	304.466
"A12001418"	2011	304.51
"A11606134"	2014	304.587
"A11606134"	2015	304.587
"A09022963"	2009	304.793
"A08280240"	2014	304.967
"A08228124"	2017	305
"A46160701"	2007	305.547
"A01013077"	2009	305.679
"B03089471"	2013	305.694
"A48095822"	2015	305.716
"A17018276"	2007	306.208
"A46099776"	2007	306.633
"A08063372"	2011	306.709
"A30046379"	2011	306.914
"B63533095"	2017	307.016
"A13001730"	2010	307.311
"A09021825"	2015	307.387
"A15169535"	2015	307.455
"A15020795"	2010	307.5
"B46045993"	2012	307.554
"A25020629"	2015	307.972
"A08354441"	2015	308.255
"A28171601"	2011	308.642
"B38017554"	2011	308.934
"A43025618"	2015	309.041
"B30331573"	2008	309.212
"A28172476"	2011	309.327
"A31404452"	2008	309.36
"B46054508"	2012	309.388
"A17014523"	2012	309.811
"A15169535"	2017	309.841
"B35065788"	2010	309.98
"A28614790"	2016	310.076
"A12004180"	2007	310.291
"A35008168"	2017	310.332
"A01035807"	2015	311
"A31003247"	2008	311.11
"B82612904"	2016	311.619
"A17013269"	2011	311.632
"A06008411"	2014	311.643
"B97307086"	2015	312.051
"A46038519"	2009	312.194
"A59320143"	2009	312.553
"A14025902"	2007	312.565
"A12007555"	2016	312.693
"B11018462"	2009	312.733
"A46226122"	2016	312.744
"A30046320"	2010	313.212
"B39014709"	2013	313.502
"A36249076"	2008	313.76
"B08660409"	2012	313.855
"A18024919"	2016	314.052
"A33373622"	2008	314.295
"A28392694"	2017	314.343
"A08404253"	2014	314.81
"A43020486"	2010	314.953
"A08203887"	2008	315.005
"A50011980"	2012	315.052
"A26004093"	2007	315.16
"A28801942"	2007	315.369
"B35665991"	2011	315.571
"A28146579"	2009	315.94
"A07027261"	2008	316.171
"A58132606"	2008	316.492
"A33778739"	2013	316.621
"A08677700"	2010	316.758
"A36643450"	2014	316.872
"B82988825"	2014	317.206
"B46047817"	2013	317.299
"A20053773"	2012	317.434
"A18024919"	2015	317.513
"A08224107"	2007	317.636
"A28039469"	2017	317.825
"A43025618"	2016	318.005
"A06007637"	2013	318.063
"B35011675"	2015	318.769
"A26270322"	2014	318.805
"A31501901"	2017	318.849
"A28734432"	2014	318.867
"A08005761"	2009	319.164
"A59320143"	2013	319.215
"A20047726"	2012	319.603
"B63220917"	2016	319.68
"B29901469"	2017	319.894
"B03010634"	2017	319.914
"A28167567"	2016	319.931
"A01015510"	2011	320
"A01015510"	2012	320
"A24007072"	2014	320.808
"A30014211"	2012	320.83
"A28171601"	2015	321.017
"A28435931"	2010	321.074
"A20062915"	2013	321.17
"B03072857"	2007	321.234
"B30516645"	2009	321.299
"A08276867"	2011	321.426
"B48124275"	2014	321.443
"A31031545"	2013	321.824
"A28101020"	2007	321.96
"A18012930"	2009	322.317
"B38024089"	2008	322.379
"A35397884"	2016	322.871
"A30013791"	2010	323.12
"A33026105"	2010	323.316
"A78905908"	2016	323.414
"A39027917"	2010	323.484
"A33615923"	2013	323.516
"B28579506"	2014	323.551
"A28987196"	2014	323.586
"B45020351"	2012	323.946
"A15021843"	2016	324.086
"A08097438"	2016	324.152
"A27007731"	2014	324.529
"A03088580"	2012	325
"A15031800"	2016	325.128
"A15024482"	2011	325.398
"B38017554"	2009	325.77
"A20003042"	2016	325.784
"A48049928"	2009	325.863
"A08244220"	2009	326.056
"B28545994"	2010	326.183
"A60531688"	2007	326.32
"A41050113"	2010	326.39
"B31065980"	2010	326.445
"B50021658"	2014	326.565
"A07052244"	2016	326.636
"A08934168"	2013	327
"A45002839"	2011	327.128
"A35251727"	2016	327.254
"A32006744"	2009	328.417
"B41045089"	2015	328.45
"B03020997"	2014	328.525
"A12021390"	2007	329.18
"B43029305"	2014	329.282
"A28290799"	2010	329.435
"A41091927"	2016	329.442
"A48059950"	2013	329.497
"B28188100"	2016	329.853
"B39014709"	2009	330.114
"A50027929"	2007	330.32
"A36608180"	2015	330.374
"B38030045"	2017	330.38
"A12002887"	2012	330.402
"B46140885"	2008	330.595
"A07265465"	2015	330.828
"A28420602"	2013	331.076
"A08075954"	2014	331.087
"A29003423"	2007	331.186
"B08465601"	2014	331.47
"A15044530"	2013	331.652
"B43032713"	2017	331.731
"A08276867"	2012	331.765
"A22009906"	2008	332.004
"B46037446"	2014	332.271
"A18017228"	2017	332.333
"A28614790"	2015	332.598
"A40005514"	2009	332.668
"A08220428"	2010	332.733
"A28012359"	2014	332.79
"A36017598"	2014	332.828
"A43016757"	2012	333.052
"A15169535"	2009	333.073
"A14616031"	2017	333.107
"A43020759"	2017	333.164
"A28443158"	2013	333.6
"A58132606"	2013	333.999
"A04119293"	2016	334.175
"A28458826"	2012	334.202
"A29035896"	2017	334.493
"A46087565"	2014	334.527
"A09021833"	2013	334.949
"A08131153"	2012	335
"A46129789"	2015	335.277
"A28420602"	2012	335.293
"A12006227"	2013	335.439
"A28386225"	2007	335.77
"A31404452"	2009	335.808
"B45020351"	2007	336.517
"B31009715"	2012	336.624
"A19012962"	2007	336.63
"A28399434"	2008	337.236
"B63220917"	2011	337.529
"A41089368"	2017	337.692
"A12016549"	2008	337.94
"B17462961"	2012	337.955
"A21008727"	2012	337.958
"A28096378"	2010	338.508
"A43016757"	2013	338.571
"A46066791"	2013	339
"A28341055"	2011	339.023
"A08156218"	2015	339.16
"A33605072"	2012	339.165
"A08354441"	2012	339.313
"B28579506"	2013	339.416
"B19001536"	2013	339.475
"A12012605"	2010	339.733
"A30046379"	2012	339.809
"B03101748"	2015	340.015
"B08573909"	2014	340.024
"A46078556"	2008	340.077
"B43032713"	2016	340.113
"B19001536"	2012	340.193
"B03072857"	2011	340.234
"A33026105"	2009	340.538
"A24014227"	2013	340.82
"B12014692"	2009	341.074
"A28724268"	2013	341.142
"A08069809"	2007	342.063
"A48062418"	2014	342.419
"A36201259"	2017	342.487
"A31096233"	2015	342.674
"A28667244"	2017	343.064
"B46142485"	2012	343.27
"A12007555"	2017	343.416
"A08657017"	2008	344
"A31003247"	2010	344.197
"A08375545"	2014	344.55
"A28698884"	2009	344.725
"A17013269"	2017	345
"A31825466"	2013	345.068
"B28337038"	2014	345.122
"A28734432"	2010	345.33
"B35023068"	2009	345.335
"A28145191"	2015	345.515
"B48074306"	2008	345.73
"A36001063"	2009	345.769
"A58816554"	2008	345.809
"A08324782"	2013	346.075
"A17001207"	2013	346.2
"A28458826"	2007	346.407
"A28399434"	2007	346.481
"A31072325"	2016	346.713
"B81335473"	2016	346.722
"A08527020"	2014	346.742
"A28987196"	2013	346.832
"A30022214"	2017	347.335
"B79945150"	2013	347.359
"B17016569"	2015	347.752
"B30604565"	2014	347.821
"B31072705"	2014	347.867
"A08244220"	2013	347.922
"B48907885"	2013	348.209
"A33605072"	2008	348.21
"A78521168"	2007	348.314
"A36010544"	2008	348.386
"A33018425"	2011	348.568
"A28706091"	2017	348.605
"A38010997"	2010	348.692
"A15013618"	2015	349.1
"A33019720"	2015	349.145
"B46047817"	2016	349.304
"A33021635"	2016	349.462
"A28987196"	2012	349.579
"B30035968"	2015	349.929
"A48117881"	2009	350.443
"A80316672"	2010	351
"A46072203"	2015	351.367
"B03100831"	2014	351.467
"A26004093"	2015	351.684
"B82956517"	2014	352
"B17016569"	2009	352.236
"B31081334"	2017	352.439
"A48084909"	2011	352.508
"B45020351"	2013	352.742
"A08276867"	2013	352.892
"B03030913"	2010	353.343
"A31003247"	2007	353.36
"A01013077"	2008	353.384
"A40005514"	2011	353.558
"A17034505"	2014	353.792
"B63149637"	2014	354
"A13005384"	2010	354.441
"B48108898"	2013	354.928
"A46084984"	2008	355.248
"A31189350"	2017	355.671
"A09030412"	2016	355.86
"A08097438"	2014	355.945
"A31038839"	2017	356.006
"B30721237"	2012	356.321
"A07061161"	2017	356.363
"B43014430"	2017	356.43
"B04028734"	2012	356.802
"B08190654"	2009	357.43
"A46072203"	2013	357.72
"A48005672"	2015	358.492
"A08637829"	2016	358.518
"A44003663"	2016	358.69
"A28278596"	2015	358.931
"A08290751"	2008	358.96
"A28399715"	2009	358.987
"B20193017"	2012	359.041
"A08219024"	2015	359.151
"A28399434"	2010	359.444
"A24014227"	2011	359.745
"B38020020"	2009	359.841
