nif	year	inmovilizado_inm
"A03027919"	2009	42.487
"B08619405"	2012	42.49
"A20042933"	2011	42.516
"A38019543"	2011	42.54
"A36615037"	2012	42.547
"A08340267"	2015	42.596
"B22004931"	2012	42.62
"A08642886"	2014	42.623
"A59202853"	2012	42.623
"B11900602"	2008	42.634
"A08211112"	2010	42.671
"A26010413"	2007	42.68
"A08630063"	2015	42.688
"A45015872"	2015	42.726
"A08075293"	2011	42.757
"B41008970"	2007	42.77
"B45555489"	2015	42.8
"A47010194"	2012	42.804
"B28028348"	2008	42.862
"A48045199"	2011	42.863
"A28446995"	2014	42.869
"B46164463"	2015	42.883
"B15516933"	2015	42.883
"A01012921"	2015	42.905
"A07059058"	2008	42.911
"A81824047"	2010	42.942
"A31030901"	2011	42.983
"A08135139"	2016	42.992
"F37014560"	2013	43
"A35004571"	2013	43
"A48031686"	2016	43
"A38000485"	2013	43
"A48031686"	2013	43
"B81864894"	2010	43
"A30036933"	2011	43.018
"A81896375"	2011	43.079
"A14616031"	2015	43.088
"A79203568"	2015	43.102
"A48073274"	2012	43.134
"B50031749"	2015	43.144
"B37012069"	2012	43.153
"A08683864"	2013	43.17
"A28827335"	2010	43.185
"B08194276"	2015	43.212
"A61831681"	2014	43.241
"A14022099"	2008	43.244
"A12013496"	2013	43.264
"B38005377"	2014	43.303
"A37021631"	2010	43.303
"A27199140"	2007	43.34
"A31031545"	2009	43.355
"A46109054"	2013	43.358
"A48017974"	2013	43.36
"A58017187"	2014	43.368
"A08078719"	2007	43.37
"A20018610"	2011	43.393
"A20018610"	2012	43.393
"A15044530"	2013	43.395
"A13005384"	2011	43.398
"F04030672"	2007	43.405
"A28645000"	2008	43.41
"A36604882"	2012	43.436
"A02006021"	2009	43.445
"A38030680"	2016	43.485
"A47000054"	2015	43.488
"F21339106"	2015	43.506
"A28734432"	2013	43.511
"B60241437"	2008	43.516
"A03032653"	2015	43.516
"A50068923"	2016	43.521
"A41002809"	2007	43.539
"B25006222"	2013	43.548
"A28013894"	2016	43.557
"A41035742"	2014	43.571
"A18024919"	2013	43.58
"A31018799"	2015	43.59
"A33617218"	2009	43.622
"B33615493"	2013	43.64
"A13012869"	2015	43.652
"B60420692"	2012	43.66
"A43002450"	2007	43.69
"A17006792"	2007	43.716
"B30010797"	2010	43.724
"A50615160"	2013	43.725
"A08560179"	2013	43.755
"A48080683"	2007	43.8
"A31138761"	2007	43.839
"A15009665"	2009	43.84
"A50017334"	2013	43.883
"A08562431"	2014	43.893
"A08115578"	2014	43.899
"A01000249"	2017	43.958
"B23015753"	2016	43.96
"A41050063"	2012	43.975
"B35018332"	2014	43.988
"A48031686"	2015	44
"A43621416"	2011	44
"A35046911"	2007	44
"A24020828"	2008	44
"F06402697"	2016	44.002
"B50021658"	2015	44.028
"A28027647"	2011	44.072
"A18431064"	2017	44.13
"A28175412"	2014	44.134
"A35251727"	2008	44.16
"A50047505"	2015	44.207
"A36249076"	2012	44.218
"A33689530"	2009	44.22
"A59990580"	2016	44.223
"A36600500"	2015	44.252
"A28801942"	2011	44.291
"A48119143"	2012	44.293
"B35018332"	2013	44.293
"A08280240"	2017	44.31
"A41006891"	2015	44.32
"A17051152"	2014	44.336
"B03039609"	2011	44.35
"B31001290"	2009	44.389
"A28375467"	2007	44.405
"B32003998"	2013	44.408
"A19005792"	2013	44.414
"A08572729"	2017	44.448
"A28211092"	2009	44.449
"A03402468"	2016	44.508
"A33615923"	2012	44.514
"B30606099"	2013	44.536
"A31196983"	2016	44.581
"A08220428"	2009	44.582
"A28037240"	2011	44.62
"A48093538"	2013	44.623
"A25010430"	2007	44.638
"A48117881"	2015	44.651
"A28900975"	2007	44.72
"A33018425"	2007	44.73
"A12017760"	2013	44.737
"A48009773"	2011	44.753
"A17202375"	2016	44.759
"A28623379"	2009	44.765
"B17229675"	2017	44.784
"A48047377"	2017	44.786
"B28499218"	2016	44.798
"A27003243"	2009	44.814
"A28295806"	2014	44.821
"B31001696"	2010	44.828
"A08479297"	2012	44.842
"B28120012"	2014	44.844
"A38010997"	2012	44.852
"A43001684"	2015	44.879
"A29063567"	2015	44.888
"A43055565"	2009	44.91
"A08128910"	2016	44.913
"A28801942"	2016	44.919
"A48107809"	2014	44.946
"A28623379"	2007	44.976
"A33008426"	2011	44.982
"A36632875"	2009	44.985
"A43621416"	2008	44.993
"B81864894"	2013	45
"A78018421"	2012	45
"A28923662"	2016	45
"F37014560"	2014	45
"B08194359"	2008	45
"A30035679"	2015	45.012
"A28027647"	2009	45.015
"A34129635"	2010	45.019
"A08191579"	2007	45.076
"A08186074"	2017	45.08
"A28027647"	2017	45.094
"A33618257"	2008	45.108
"A01005594"	2012	45.132
"A28458826"	2007	45.134
"B81762684"	2011	45.166
"B22004931"	2016	45.204
"A08730277"	2015	45.205
"A08667370"	2008	45.232
"A46226122"	2012	45.247
"A29063567"	2014	45.248
"A08131112"	2014	45.256
"A28192532"	2012	45.261
"A43110337"	2014	45.273
"A36014595"	2008	45.275
"A17006479"	2012	45.299
"A45202975"	2015	45.3
"A20037933"	2015	45.353
"A11606134"	2013	45.379
"A39000187"	2013	45.498
"A21008727"	2012	45.505
"B46047817"	2013	45.512
"A47000641"	2012	45.522
"A78020732"	2017	45.565
"A31180060"	2013	45.612
"B46069654"	2007	45.617
"A46019063"	2016	45.691
"A08196446"	2014	45.753
"A30036933"	2012	45.755
"A48009328"	2015	45.763
"A46078267"	2017	45.764
"B47531462"	2013	45.782
"B28227866"	2008	45.785
"B61395497"	2008	45.797
"A59990580"	2015	45.804
"A38015459"	2015	45.818
"A28579191"	2007	45.825
"B30331573"	2008	45.846
"A28295806"	2017	45.86
"B28379386"	2012	45.866
"A46015830"	2007	45.873
"B46037446"	2016	45.881
"B46037446"	2017	45.881
"B46037446"	2015	45.882
"A28552149"	2007	45.886
"A28416154"	2013	45.906
"B28498210"	2017	45.924
"A33689530"	2017	45.931
"A92153527"	2013	45.934
"A28458826"	2008	45.945
"B39551973"	2015	45.963
"A03028461"	2007	45.979
"B28498210"	2016	45.98
"A48059950"	2017	45.982
"A80771116"	2013	46
"A17019316"	2012	46
"B81864894"	2009	46
"A33615980"	2017	46.02
"A28202075"	2017	46.039
"A08191579"	2013	46.04
"A17447061"	2016	46.046
"B48472500"	2017	46.046
"A28416154"	2017	46.06
"A33126244"	2008	46.07
"A50032002"	2015	46.086
"B08961393"	2007	46.09
"A46038519"	2017	46.124
"B28498210"	2015	46.132
"A08211112"	2012	46.148
"A28684512"	2010	46.186
"A31196983"	2015	46.22
"A15044530"	2008	46.225
"A35028570"	2012	46.24
"B46135364"	2011	46.246
"A28112555"	2016	46.267
"A48073274"	2011	46.287
"A31038839"	2017	46.318
"A08630808"	2017	46.32
"A08340267"	2014	46.329
"A08257529"	2011	46.36
"A28249993"	2011	46.372
"A01015510"	2014	46.39
"A08276867"	2014	46.411
"A08489007"	2013	46.463
"A18431064"	2012	46.476
"A45007614"	2010	46.488
"B15017908"	2008	46.49
"A73093734"	2016	46.532
"A28524726"	2010	46.573
"A28491041"	2017	46.578
"A08193591"	2011	46.604
"A20034286"	2012	46.61
"A85270965"	2015	46.641
"A46023255"	2015	46.642
"A28375467"	2013	46.646
"B30010797"	2017	46.659
"A28211092"	2013	46.66
"B18018176"	2014	46.696
"B36614816"	2011	46.703
"A41010521"	2015	46.732
"B12681060"	2014	46.756
"A33006644"	2013	46.76
"A45010543"	2008	46.798
"A01009265"	2013	46.799
"A79092573"	2008	46.8
"A31018799"	2008	46.838
"A08276867"	2013	46.866
"A18431064"	2011	46.889
"A08290975"	2013	46.893
"A46056255"	2015	46.916
"A26020198"	2011	46.941
"A47010194"	2009	46.991
"A31194905"	2013	47
"A35004571"	2012	47
"A48037592"	2014	47
"A41008640"	2015	47
"A24020828"	2009	47
"A17006479"	2017	47.005
"A38030680"	2014	47.006
"B97389209"	2016	47.034
"B30029599"	2017	47.036
"B46164463"	2016	47.064
"A33602905"	2009	47.145
"A35098482"	2013	47.175
"A08094435"	2012	47.228
"A41087404"	2017	47.237
"A50068923"	2014	47.249
"A08042764"	2012	47.253
"A48029847"	2017	47.256
"A38473724"	2009	47.261
"A50023423"	2017	47.303
"A38003679"	2008	47.319
"A28108447"	2015	47.387
"A14023139"	2007	47.408
"A35004399"	2016	47.445
"B97389209"	2014	47.463
"A08154650"	2012	47.501
"A33609587"	2013	47.515
"A33602905"	2010	47.526
"A46069456"	2010	47.528
"B28304129"	2015	47.543
"A97043772"	2011	47.59
"A34007831"	2011	47.599
"A46089819"	2016	47.644
"A08708620"	2011	47.666
"B08660409"	2013	47.676
"A28801942"	2013	47.678
"A50052950"	2014	47.685
"B15015274"	2017	47.715
"A36011385"	2014	47.723
"A34009936"	2016	47.727
"A08657017"	2017	47.773
"B54055140"	2017	47.779
"A36561595"	2017	47.843
"B58613076"	2008	47.852
"A15020795"	2009	47.858
"A28579191"	2009	47.86
"B28120012"	2011	47.934
"A31031545"	2008	47.946
"A22009039"	2016	47.951
"A45010204"	2011	47.952
"B15009566"	2008	47.961
"A46014650"	2015	47.975
"B03036720"	2014	47.981
"A80732142"	2011	47.983
"A78831369"	2015	48
"A80771116"	2011	48
"A35046911"	2009	48
"A59990580"	2014	48.035
"B58613076"	2010	48.061
"A33034695"	2016	48.068
"A03017886"	2010	48.073
"A46104485"	2008	48.081
"B36614816"	2014	48.122
"A20018586"	2014	48.139
"A14004691"	2010	48.166
"B35018332"	2016	48.171
"A36605038"	2015	48.181
"A08145385"	2012	48.181
"A58294166"	2012	48.209
"A07068430"	2009	48.212
"A28386225"	2010	48.217
"A38473724"	2008	48.23
"A30610984"	2010	48.259
"A28184661"	2009	48.266
"A21008727"	2011	48.297
"A21008727"	2010	48.338
"A38024907"	2017	48.341
"A46016374"	2007	48.349
"A36010676"	2008	48.352
"A28667244"	2007	48.411
"A08404212"	2013	48.423
"A24004103"	2009	48.464
"A17034844"	2015	48.488
"A28325785"	2014	48.505
"B48108898"	2013	48.519
"A48005672"	2016	48.523
"A08565285"	2016	48.536
"A03012614"	2013	48.546
"A08225278"	2016	48.59
"A30015820"	2013	48.59
"A08193591"	2008	48.591
"A30610984"	2014	48.618
"B35018332"	2017	48.641
"B38001905"	2012	48.65
"A07190309"	2016	48.676
"A34007831"	2007	48.714
"A46139937"	2015	48.727
"A20034286"	2017	48.734
"B12006623"	2007	48.749
"A28012656"	2008	48.75
"B31065212"	2011	48.752
"A36604882"	2010	48.762
"A40004731"	2008	48.799
"A46126686"	2010	48.802
"A25043704"	2016	48.826
"B23014848"	2016	48.829
"A08704520"	2010	48.856
"F35006451"	2007	48.864
"B18006668"	2016	48.875
"A01012830"	2007	48.88
"B17229675"	2016	48.882
"B08660409"	2016	48.909
"A30022909"	2017	48.928
"B27008390"	2009	48.952
"A08683864"	2009	48.956
"A28108447"	2010	48.959
"A10011641"	2009	48.963
"A17019316"	2011	49
"A08431090"	2009	49
"B28084168"	2009	49
"A28012342"	2012	49
"A48031686"	2014	49
"B46115838"	2008	49
"A43020643"	2011	49.025
"A28684512"	2008	49.025
"A31009913"	2013	49.069
"B30028187"	2012	49.147
"A80652423"	2014	49.152
"A18012930"	2011	49.21
"A33006644"	2014	49.235
"A13005384"	2010	49.242
"A41088493"	2008	49.244
"A08560179"	2016	49.248
"A26000174"	2011	49.292
"A41038274"	2009	49.333
"A30024798"	2014	49.346
"A33602905"	2013	49.402
"A08197022"	2016	49.402
"A48073274"	2010	49.44
"A31180060"	2014	49.468
"B45493707"	2013	49.487
"A91369819"	2015	49.496
"A17004763"	2014	49.507
"A12016549"	2013	49.549
"A08131112"	2013	49.552
"A29012044"	2011	49.59
"A20034286"	2010	49.606
"B30028187"	2011	49.698
"B28249431"	2015	49.706
"A47017728"	2012	49.737
"A35610666"	2015	49.824
"A30009815"	2007	49.844
"A08007056"	2009	49.871
"B31784895"	2011	49.879
"A01009265"	2009	49.911
"A08203226"	2016	49.934
"B43361724"	2008	49.942
"A08126492"	2013	49.96
"A08224107"	2016	49.978
"A43355403"	2009	49.979
"A08681264"	2017	49.997
"A80352750"	2015	50
"A31194905"	2007	50
"A28125920"	2017	50
"B35043637"	2012	50.009
"A07256100"	2007	50.01
"A28137255"	2015	50.025
"A20031126"	2017	50.042
"A63645220"	2017	50.047
"A28049492"	2015	50.065
"B10005932"	2007	50.071
"A01007442"	2009	50.091
"B07025315"	2016	50.105
"A38010997"	2011	50.159
"B35018332"	2015	50.194
"A42003368"	2015	50.217
"A46117792"	2013	50.224
"B46023677"	2015	50.26
"A48071351"	2007	50.268
"A08075954"	2017	50.282
"B12003554"	2017	50.324
"A28724219"	2010	50.327
"A28030062"	2017	50.399
"A46099776"	2008	50.417
"A09015405"	2017	50.439
"A31000441"	2011	50.457
"B17228081"	2010	50.459
"A08263469"	2015	50.463
"B35011675"	2008	50.472
"A41050113"	2011	50.475
"A20037933"	2010	50.48
"B22004931"	2017	50.491
"A31009913"	2007	50.491
"A08414906"	2012	50.521
"A46139937"	2008	50.528
"F37014560"	2008	50.53
"B97131155"	2017	50.552
"A28381564"	2016	50.554
"B46142485"	2012	50.574
"A08708620"	2012	50.591
"A08340267"	2013	50.601
"A30036438"	2017	50.605
"B25006222"	2012	50.61
"A39022124"	2012	50.651
"A63645220"	2014	50.653
"A21008727"	2015	50.665
"B46164091"	2017	50.668
"B23014848"	2015	50.721
"A07051253"	2015	50.733
"B01003581"	2017	50.807
"A08438194"	2014	50.808
"A31180060"	2012	50.809
"B08527194"	2016	50.82
"A47000641"	2010	50.822
"A09004813"	2017	50.831
"A28801942"	2012	50.835
"A08199168"	2012	50.859
"B21365630"	2015	50.865
"A15072622"	2010	50.872
"A14580385"	2011	50.911
"A28325785"	2017	50.939
"A42004598"	2015	50.957
"A84911825"	2015	50.994
"A01002864"	2009	50.996
"A08131153"	2016	51
"A08397002"	2014	51
"A35004571"	2016	51
"A35101732"	2010	51
"A12010948"	2009	51
"A50049105"	2016	51.01
"A11006095"	2017	51.016
"A28399434"	2010	51.051
"A28332914"	2007	51.06
"A03021276"	2010	51.081
"B29006574"	2017	51.098
"B28569127"	2007	51.124
"A31070378"	2008	51.13
"A08622938"	2017	51.146
"B81907776"	2016	51.166
"B82432725"	2012	51.167
"A50012822"	2013	51.173
"A07161821"	2009	51.176
"A08132565"	2015	51.176
"A08066300"	2014	51.179
"A30013627"	2007	51.19
"A08285363"	2010	51.198
"A38003133"	2013	51.228
"A45007614"	2008	51.238
"A41053927"	2009	51.248
"A28645000"	2007	51.253
"B18018176"	2012	51.262
"A14580385"	2012	51.279
"B30010797"	2011	51.315
"A08612103"	2007	51.328
"A08431678"	2007	51.37
"A35251727"	2010	51.374
"B41015652"	2015	51.397
"A08119752"	2014	51.444
"A01011881"	2007	51.47
"A28051597"	2014	51.529
"A08397465"	2009	51.554
"A38030680"	2013	51.6
"B43361724"	2012	51.616
"A29050762"	2014	51.653
"B45005279"	2007	51.693
"A48016877"	2017	51.697
"A15020795"	2011	51.827
"A30036933"	2014	51.847
"A50068923"	2015	51.848
"A08154650"	2011	51.851
"A05000682"	2013	51.88
"A34009191"	2011	51.894
"B08628455"	2007	51.899
"A28137255"	2017	51.906
"B37012069"	2009	51.912
"A28175412"	2013	51.923
"A41088493"	2009	51.929
"B20013983"	2009	51.973
"B30331573"	2015	51.985
"A05000682"	2011	51.991
"A17019316"	2013	52
"B35504059"	2010	52
"A24020828"	2012	52
"B28084168"	2016	52
"A28173573"	2008	52.031
"B50068105"	2015	52.042
"A01013077"	2011	52.06
"B39008404"	2015	52.062
"A29005782"	2015	52.127
"B28126019"	2017	52.143
"A46038519"	2016	52.159
"A07216948"	2012	52.173
"A36615037"	2016	52.175
"A36005718"	2015	52.182
"A08296790"	2008	52.187
"B62059498"	2012	52.213
"B30010797"	2009	52.27
"A28012656"	2009	52.28
"A43016757"	2008	52.309
"A28070167"	2007	52.331
"A08078719"	2013	52.339
"B46114724"	2011	52.349
"A43110337"	2013	52.351
"A08209538"	2009	52.36
"B08642324"	2016	52.374
"A03084936"	2012	52.422
"B12015210"	2016	52.473
"B38004966"	2017	52.506
"A08186074"	2014	52.527
"B31001696"	2016	52.532
"B46164463"	2007	52.591
"A48073274"	2009	52.593
"B30033666"	2017	52.597
"A32006413"	2017	52.63
"B15276728"	2015	52.632
"A21008727"	2013	52.649
"B01015221"	2016	52.655
"A41053927"	2010	52.67
"A05122460"	2008	52.753
"A11606134"	2012	52.771
"A28423986"	2016	52.792
"A35251727"	2011	52.802
"A20065744"	2015	52.813
"A30025555"	2014	52.834
"A08203226"	2015	52.838
"A08181067"	2016	52.845
"A28117398"	2014	52.847
"A08225278"	2017	52.85
"A08194946"	2013	52.858
"A13001730"	2008	52.865
"A58348038"	2015	52.909
"A08683864"	2012	52.92
"A33617218"	2008	52.97
"A28117026"	2010	52.98
"A35046911"	2008	53
"B63149637"	2017	53
"B35031665"	2015	53.038
"B42141176"	2013	53.06
"A03012614"	2010	53.088
"A28801942"	2010	53.113
"A15044530"	2007	53.123
"A12021267"	2015	53.145
"A60016037"	2016	53.16
"A08527020"	2014	53.281
"B41070020"	2013	53.299
"A09006859"	2008	53.344
"A17001678"	2014	53.381
"A29027901"	2012	53.387
"A17014879"	2015	53.403
"A36602381"	2014	53.409
"A08555344"	2013	53.426
"A29035896"	2012	53.473
"A48117881"	2008	53.483
"B22004113"	2009	53.497
"A30023204"	2016	53.504
"A08332363"	2009	53.514
"A41010521"	2009	53.525
"B15516933"	2016	53.581
"B46164463"	2014	53.604
"A78389608"	2007	53.62
"A80732142"	2010	53.63
"A46146551"	2013	53.661
"A41002544"	2007	53.67
"A03046125"	2007	53.675
"A43015965"	2015	53.677
"A28427516"	2009	53.694
"A08296535"	2013	53.723
"A33019423"	2011	53.743
"B17048364"	2011	53.759
"A20017604"	2016	53.786
"A08555344"	2014	53.791
"A28423986"	2015	53.84
"A03061314"	2013	53.88
"A08276867"	2012	53.906
"A28615581"	2017	53.907
"A08199168"	2011	53.928
"A08520629"	2012	53.936
"B38071155"	2007	53.951
"A08637829"	2017	53.964
"A58393778"	2007	53.982
"A08354441"	2016	54
"B20193017"	2010	54.023
"A36603967"	2017	54.027
"A82026840"	2007	54.04
"A43035542"	2017	54.085
"A28333490"	2012	54.121
"B28091486"	2010	54.135
"A30610984"	2013	54.137
"A43004472"	2008	54.145
"A08224081"	2016	54.159
"B20062295"	2016	54.159
"B39008404"	2010	54.188
"B21011333"	2015	54.192
"A17004763"	2013	54.202
"B04018495"	2013	54.224
"B15516933"	2017	54.251
"A08098949"	2014	54.26
"A39027917"	2016	54.286
"A01013077"	2017	54.295
"A49005861"	2012	54.365
"A08555344"	2010	54.383
"A15049281"	2010	54.399
"A46002069"	2010	54.419
"B30029599"	2016	54.438
"B28545994"	2009	54.52
"A50034024"	2014	54.55
"B60420692"	2015	54.57
"A03027919"	2008	54.573
"F10026128"	2013	54.582
"A33373622"	2015	54.598
"A01005594"	2011	54.658
"A08393571"	2013	54.673
"A38356937"	2013	54.689
"A08012601"	2009	54.718
"A45015872"	2007	54.725
"A08347452"	2012	54.731
"B09417932"	2016	54.732
"A03003530"	2014	54.749
"A17017005"	2010	54.775
"B03039609"	2010	54.811
"A28651222"	2016	54.812
"A14020713"	2013	54.822
"A46087565"	2011	54.822
"B35031665"	2017	54.825
"A28734432"	2010	54.83
"A08186074"	2015	54.843
"B46114724"	2015	54.845
"A28027647"	2008	54.852
"B08413247"	2015	54.859
"A33021635"	2016	54.864
"B58613076"	2009	54.878
"A28333490"	2011	54.924
"A47011317"	2012	54.941
"B08447948"	2013	54.942
"A48059950"	2011	54.992
"A28923662"	2015	55
"A03011541"	2010	55.001
"B41072471"	2011	55.003
"A46002069"	2009	55.023
"A08196446"	2013	55.057
"B08642324"	2011	55.088
"A38003679"	2017	55.096
"A08384190"	2008	55.12
"A28580546"	2013	55.12
"B60241437"	2012	55.127
"A24001661"	2008	55.14
"F30046411"	2007	55.143
"B08413247"	2013	55.163
"A29051067"	2014	55.175
"A28080489"	2016	55.275
"A28668580"	2014	55.327
"A08393571"	2012	55.33
"A08290975"	2012	55.331
"A41050980"	2015	55.35
"A41053927"	2015	55.404
"A08340267"	2012	55.411
"A28801942"	2015	55.413
"A79203568"	2016	55.443
"A17013947"	2015	55.465
"A46131769"	2010	55.502
"A28325785"	2013	55.516
"A59202853"	2014	55.534
"A80732142"	2013	55.569
"A35040831"	2007	55.607
"A28202075"	2014	55.62
"A28379816"	2008	55.63
"A28579373"	2017	55.631
"A08332363"	2008	55.638
"B45011269"	2012	55.643
"A08224107"	2009	55.676
"A50049105"	2015	55.716
"A03064102"	2017	55.731
"A08094435"	2011	55.751
"B38071155"	2010	55.901
"A03001948"	2016	55.938
"V95436002"	2017	55.939
"A12017760"	2014	55.94
"B36614816"	2010	55.974
"B28403194"	2010	56
"A28012342"	2017	56
"A08014813"	2011	56.005
"B28028348"	2009	56.014
"A08280240"	2016	56.021
"A28801942"	2007	56.024
"A01167204"	2015	56.041
"A08128035"	2014	56.055
"A08296790"	2011	56.065
"B81009151"	2014	56.077
"A28012656"	2007	56.107
"B08488645"	2014	56.114
"A50011980"	2015	56.127
"A47024104"	2012	56.153
"A08257214"	2012	56.177
"B45011269"	2011	56.201
"B45555489"	2017	56.301
"A08181067"	2015	56.311
"A33024084"	2007	56.33
"A81438145"	2013	56.346
"A15010994"	2013	56.376
"A28368603"	2017	56.38
"A46011888"	2016	56.401
"A60016037"	2009	56.409
"B07025315"	2007	56.42
"A31070378"	2013	56.423
"A25418401"	2007	56.43
"A08514986"	2008	56.434
"A50068923"	2012	56.443
"A08514986"	2007	56.446
"A35004399"	2007	56.46
"A46151973"	2009	56.471
"A46151973"	2008	56.471
"A46151973"	2007	56.471
"A46151973"	2010	56.471
"A46151973"	2011	56.471
"A48073274"	2008	56.476
"A33618257"	2007	56.483
"A08413403"	2017	56.5
"A48029847"	2014	56.523
"B97466981"	2016	56.53
"A48093538"	2008	56.54
"A41050113"	2013	56.58
"B23357700"	2017	56.613
"B35043637"	2014	56.628
"A38473724"	2012	56.631
"A46069456"	2016	56.675
"A62977186"	2010	56.689
"B22004931"	2015	56.696
"B41031980"	2017	56.702
"B36009942"	2010	56.76
"B38008983"	2007	56.792
"A17034844"	2009	56.801
"A28399434"	2009	56.801
"B50068105"	2016	56.84
"A12006227"	2015	56.864
"A79092573"	2010	56.9
"A33608563"	2014	56.903
"A08117806"	2010	56.91
"A28049492"	2016	56.91
"F10026128"	2017	56.927
"A34007831"	2010	56.948
"A08115578"	2010	56.983
"A46068284"	2017	57
"A33601899"	2010	57
"F06139109"	2013	57.002
"A08042764"	2008	57.036
"A28190973"	2012	57.041
"B46157285"	2013	57.046
"A20049755"	2014	57.058
"A08285363"	2015	57.084
"A08131112"	2012	57.13
"A28636025"	2009	57.13
"A28108447"	2009	57.143
"A35091057"	2007	57.157
"A28192532"	2011	57.161
"A08146730"	2007	57.214
"B07762099"	2010	57.219
"A82485335"	2012	57.236
"B42141176"	2012	57.241
"B02419273"	2017	57.259
"A43110337"	2011	57.263
"A48080881"	2014	57.304
"A12001418"	2009	57.307
"B30029599"	2014	57.31
"B30028187"	2014	57.312
"A20557294"	2010	57.38
"A12027488"	2007	57.383
"A24014227"	2012	57.396
"A41017161"	2015	57.401
"A36005684"	2015	57.418
"A17006479"	2011	57.425
"A28155240"	2015	57.44
"A28306868"	2015	57.454
"A45015872"	2008	57.466
"B60420692"	2013	57.47
"A33126244"	2015	57.471
"A36014595"	2007	57.489
"A28216992"	2017	57.49
"A08489007"	2009	57.492
"A28487007"	2011	57.514
"A07216948"	2016	57.515
"A08572430"	2012	57.536
"A36643450"	2010	57.551
"A46139937"	2007	57.555
"B28492841"	2015	57.582
"B39019468"	2014	57.633
"A28580546"	2012	57.643
"B30029110"	2009	57.654
"A03032653"	2014	57.655
"B25006222"	2011	57.672
"B48045942"	2016	57.735
"A41022609"	2011	57.744
"A61427183"	2010	57.776
"A28029122"	2008	57.788
"B47531462"	2016	57.791
"A28827335"	2016	57.799
"A81722712"	2012	57.804
"A46045936"	2016	57.811
"A28012359"	2009	57.83
"A50615160"	2012	57.831
"A28211092"	2012	57.87
"B37033487"	2013	57.898
"B46124434"	2017	57.926
"B30043558"	2013	57.927
"B83495101"	2013	57.932
"A46069456"	2011	57.984
"A08097180"	2017	57.994
"B03036720"	2013	57.998
"A28893550"	2010	58
"B62119904"	2012	58
"A38000485"	2009	58
"B91235622"	2011	58.014
"A08555344"	2009	58.025
"A46056255"	2008	58.032
"B24013799"	2016	58.057
"A28325785"	2015	58.064
"A36632875"	2010	58.089
"A50025071"	2011	58.1
"A04202008"	2007	58.112
"B97526008"	2017	58.115
"A03012614"	2011	58.118
"A20037933"	2012	58.122
"A81896375"	2009	58.123
"B39008404"	2014	58.147
"A30012041"	2010	58.235
"A22009906"	2011	58.236
"B46090791"	2007	58.237
"A08667370"	2009	58.246
"B28218287"	2009	58.25
"A08063372"	2011	58.269
"A11209749"	2007	58.27
"A38030680"	2008	58.272
"B46164463"	2017	58.278
"A46038519"	2015	58.293
"B46162418"	2014	58.294
"B12008397"	2017	58.318
"A81722712"	2009	58.348
"A20049755"	2011	58.371
"A45012226"	2009	58.378
"A26016865"	2014	58.389
"A45007614"	2009	58.412
"A28381564"	2015	58.419
"A28386225"	2013	58.44
"B08619405"	2011	58.487
"A08387854"	2013	58.516
"A20018586"	2013	58.553
"A28698884"	2017	58.556
"A33615923"	2011	58.595
"A33601899"	2017	58.672
"B27008390"	2012	58.702
"A50012541"	2011	58.705
"B04018495"	2014	58.742
"A30018345"	2013	58.844
"A62704457"	2010	58.848
"A47000054"	2011	58.858
"A79092573"	2007	58.9
"A46011888"	2014	58.928
"A33034695"	2015	58.967
"A41695149"	2017	59
"A20037933"	2016	59.028
"A41050113"	2012	59.029
"A15013618"	2008	59.036
"A50068923"	2008	59.05
"A01009265"	2014	59.087
"A31018187"	2017	59.095
"A12363529"	2015	59.097
"A14023139"	2009	59.115
"A46077053"	2014	59.122
"A07256100"	2012	59.139
"A08657017"	2014	59.144
"A41050113"	2008	59.2
"A28295038"	2007	59.22
"A28379816"	2011	59.279
"C28863686"	2009	59.3
"B46114724"	2010	59.321
"A48071351"	2008	59.382
"B36614816"	2013	59.432
"A41088493"	2007	59.437
"F38008579"	2008	59.462
"A28374148"	2017	59.486
"A15000227"	2011	59.511
"B50029263"	2009	59.518
"B83541912"	2015	59.546
"F06402697"	2015	59.553
"B46069654"	2008	59.557
"A50018837"	2017	59.57
"A48117881"	2012	59.586
"A46044814"	2017	59.59
"A41035742"	2013	59.594
"A22009039"	2015	59.621
"A43004472"	2014	59.633
"A62035282"	2008	59.69
"A28175412"	2016	59.707
"B36614816"	2012	59.731
"A15685373"	2010	59.745
"A50052950"	2012	59.747
"A43014174"	2014	59.747
"A17014879"	2012	59.783
"A33602905"	2012	59.787
"B36620193"	2011	59.81
"B48907885"	2013	59.828
"B46135364"	2010	59.885
"A28080489"	2008	59.9
"A82026840"	2011	59.933
"B45020351"	2008	59.935
"A33008426"	2008	59.94
"F10026128"	2016	59.96
"B83495101"	2012	59.969
"A07015787"	2014	59.974
"A28148898"	2009	60
"A08397002"	2013	60
"A12019295"	2008	60
"A81722712"	2017	60
"B83211318"	2015	60
"A28013894"	2015	60.039
"B17229675"	2015	60.061
"B08628455"	2010	60.094
"A08354441"	2015	60.1
"A25008046"	2014	60.116
"A46002069"	2013	60.133
"A08700197"	2011	60.144
"A08145385"	2011	60.209
"A08244808"	2011	60.235
"A28386225"	2012	60.319
"A28325785"	2016	60.329
"B60024353"	2009	60.338
"B33615493"	2014	60.345
"A08078719"	2012	60.394
"A28295806"	2009	60.417
"A28155240"	2017	60.434
"A28175412"	2012	60.443
