nif	year	activo_circ
"A12019295"	2007	6642.73
"A50169143"	2016	6643.404
"A28556504"	2010	6643.581
"A81000028"	2013	6645.606
"A80897770"	2014	6645.711
"A08578395"	2016	6645.8
"B01003581"	2011	6645.857
"A30035521"	2015	6646.711
"A19012962"	2014	6647.085
"A45007614"	2007	6647.362
"B28361350"	2008	6648.227
"A28049153"	2009	6649.074
"B47364872"	2014	6649.475
"A08708620"	2014	6649.657
"A48047377"	2017	6649.977
"B28492841"	2015	6651.131
"B08628455"	2012	6651.619
"A46146551"	2013	6652.713
"A46005252"	2017	6652.76
"A08300774"	2013	6653.245
"B96199807"	2010	6653.272
"B35023068"	2017	6653.817
"A21007570"	2016	6653.908
"A25011180"	2010	6654.131
"A20049755"	2014	6654.187
"A46068318"	2009	6655.216
"B08158917"	2009	6655.56
"A28630374"	2008	6655.668
"A13008461"	2007	6655.804
"A08496473"	2010	6656.739
"A09015405"	2007	6656.98
"B30010797"	2009	6658.956
"A46332995"	2012	6659.388
"B46016408"	2017	6659.992
"A08388811"	2017	6661.082
"A28138386"	2015	6661.711
"A41277336"	2013	6661.935
"A47013180"	2009	6662.472
"B36002913"	2015	6662.591
"A43036052"	2014	6662.991
"B22009377"	2016	6663.275
"B03036340"	2013	6663.678
"A28271914"	2016	6664.213
"B08527194"	2014	6664.428
"A18024919"	2008	6664.651
"B30516645"	2010	6665.96
"A03057486"	2013	6666.696
"A08541021"	2014	6667.23
"B46055943"	2007	6667.405
"A47438262"	2014	6667.488
"B45018017"	2014	6667.614
"A36603967"	2012	6667.826
"A08499568"	2011	6668.435
"A30024798"	2013	6669.097
"B43590272"	2008	6669.925
"B12007456"	2009	6671.133
"A08489320"	2013	6671.165
"B05004999"	2017	6672.375
"A08630063"	2011	6672.389
"A31068927"	2015	6672.649
"B08190654"	2008	6672.771
"A28670636"	2011	6672.778
"A23022783"	2013	6674.256
"A13008461"	2008	6674.329
"A08262065"	2016	6674.747
"A08149668"	2011	6674.758
"A08098576"	2014	6675.095
"A30035521"	2011	6675.24
"A33025719"	2007	6675.676
"B43361724"	2009	6675.746
"A95249199"	2015	6675.944
"A41002841"	2012	6676.689
"A15052376"	2010	6676.821
"A08691503"	2014	6678.162
"A46109054"	2014	6678.921
"A26017434"	2017	6679.122
"B41086844"	2011	6679.536
"A35004399"	2009	6679.86
"B50047091"	2008	6681.84
"A20165650"	2014	6681.935
"A08651762"	2013	6682.51
"A24004947"	2011	6684.076
"A47011721"	2015	6684.117
"B01003581"	2015	6684.332
"A08203226"	2012	6684.75
"A30018345"	2016	6685.111
"A18006569"	2012	6686.811
"A08562910"	2007	6687.063
"A21008727"	2014	6687.246
"B97466981"	2016	6687.49
"A20018586"	2013	6687.919
"A01010701"	2017	6688.129
"B46441275"	2014	6688.215
"A08146870"	2011	6688.741
"A28681492"	2010	6690.28
"A08401820"	2010	6690.4
"F21339106"	2015	6690.69
"A48005672"	2011	6690.846
"B20193017"	2009	6691.323
"A28022952"	2013	6691.544
"B12457230"	2013	6691.93
"B73108755"	2016	6692.194
"A28229409"	2010	6692.698
"A46082228"	2013	6692.984
"A41061771"	2015	6693.087
"A17475203"	2008	6693.444
"A23025927"	2013	6694.853
"A48047377"	2010	6695.071
"B24399305"	2009	6697.25
"A36615037"	2010	6698.801
"A28683068"	2008	6699.12
"A25020629"	2007	6699.55
"A59119917"	2011	6699.985
"B57175283"	2013	6700.648
"A08421190"	2010	6701.069
"A08145385"	2015	6701.355
"B33614033"	2015	6701.569
"A08119752"	2017	6702.667
"A08393803"	2015	6704.46
"B08114449"	2013	6705.293
"A28684512"	2007	6705.966
"A27199140"	2008	6706.13
"B36009942"	2014	6707.01
"A82131913"	2016	6708.232
"B21376942"	2014	6709.493
"A28562908"	2012	6709.498
"A80762602"	2013	6709.609
"A08224107"	2007	6710.386
"A39005095"	2007	6710.669
"A41050980"	2009	6710.672
"A07012826"	2008	6711.37
"A36615037"	2013	6711.903
"B03036340"	2010	6712.015
"A20779849"	2013	6713.153
"A47024104"	2012	6714.609
"A41017161"	2009	6715.127
"A30036214"	2013	6715.338
"A46068318"	2011	6715.39
"A08013898"	2009	6715.598
"A28067338"	2014	6715.656
"A38225041"	2013	6715.871
"B50068105"	2010	6717.265
"A07050420"	2015	6717.266
"A46106928"	2013	6717.731
"B62173604"	2016	6718
"A47025895"	2011	6718.177
"A01001072"	2015	6718.219
"A43055565"	2009	6718.242
"A08276867"	2013	6718.528
"B08961393"	2016	6718.567
"B41063355"	2009	6719.056
"A36615896"	2009	6719.366
"A30017883"	2014	6719.544
"A81896375"	2009	6720.582
"A26015503"	2007	6721.03
"A33025974"	2009	6721.52
"A28080489"	2012	6723.064
"A15044530"	2012	6723.125
"A26000174"	2011	6724.389
"A15000391"	2008	6724.68
"A28027647"	2007	6724.845
"A15044530"	2007	6726.971
"A61557641"	2007	6727.65
"A48009328"	2015	6729.686
"B46090791"	2012	6729.688
"A28452647"	2009	6729.719
"A43035401"	2012	6729.83
"B80372220"	2015	6731.11
"A46965034"	2010	6731.128
"A36060754"	2007	6731.68
"A15016702"	2012	6732.198
"A81438145"	2013	6732.236
"A48093538"	2007	6732.69
"B30028187"	2017	6733.015
"A11000098"	2008	6733.792
"A30017883"	2015	6733.905
"A61557641"	2016	6735.041
"A34009936"	2010	6735.22
"B35023068"	2016	6736.08
"A28381564"	2015	6736.957
"B35018332"	2007	6737.558
"A08311995"	2009	6738.688
"B20759023"	2014	6738.901
"A45017142"	2014	6738.956
"A18006569"	2011	6738.985
"A48876874"	2015	6739.025
"B30331573"	2011	6739.069
"A48033526"	2009	6739.186
"B03039609"	2016	6739.921
"A48115000"	2015	6740.573
"A28670313"	2017	6741.002
"A26004978"	2008	6741.059
"A28172476"	2011	6741.296
"A50889955"	2013	6741.932
"B81760829"	2007	6742.46
"A08651762"	2012	6742.505
"A08575672"	2007	6742.828
"B35015262"	2015	6743.004
"A08499568"	2007	6745.23
"A15052376"	2007	6745.46
"B79033700"	2015	6746.477
"A34007831"	2013	6746.478
"B31089071"	2011	6747.005
"A33034695"	2016	6747.055
"A20074167"	2016	6747.698
"A08283798"	2017	6748.101
"A28623155"	2010	6748.821
"A17014523"	2014	6749.941
"A30022958"	2015	6750.831
"B22003099"	2013	6751.664
"A15044530"	2011	6751.942
"A08134942"	2012	6752.507
"B48070155"	2014	6752.561
"A28321313"	2010	6752.685
"A28253656"	2014	6753.219
"A33609587"	2011	6754.143
"A31069321"	2008	6755.793
"A07033491"	2012	6755.867
"B92091404"	2013	6756.144
"A46965034"	2012	6756.835
"B01267277"	2007	6757.065
"B48771711"	2010	6758.433
"A50030543"	2013	6759.142
"B28350965"	2011	6759.343
"A26017434"	2015	6759.431
"A26011841"	2011	6759.556
"A08061590"	2008	6759.777
"A39030200"	2008	6759.8
"A45445210"	2008	6760
"A40002701"	2010	6760.185
"A08388811"	2015	6760.469
"B22003099"	2010	6761.027
"A45002839"	2009	6761.381
"A28126597"	2010	6761.449
"A45018223"	2014	6762.538
"A20017604"	2016	6762.6
"B35597020"	2017	6762.673
"A08029951"	2010	6762.961
"A30604276"	2013	6764.512
"A28706091"	2017	6764.76
"A30014211"	2008	6764.863
"A28668127"	2009	6766.027
"B35015262"	2013	6766.277
"A08222465"	2016	6766.71
"A24004103"	2010	6766.745
"B48771711"	2011	6767.934
"A30012041"	2011	6770.09
"A28368603"	2011	6770.346
"A33034422"	2014	6770.669
"A28683068"	2015	6770.989
"A08394157"	2017	6771.627
"A03021276"	2017	6771.885
"A28556504"	2011	6772.336
"A45010204"	2012	6772.695
"B11050176"	2007	6773.26
"A11019767"	2009	6773.485
"A08637829"	2010	6773.677
"A06244131"	2013	6773.914
"A08182206"	2015	6774.212
"A81410227"	2012	6775.107
"A48040232"	2016	6775.235
"B36009207"	2009	6775.316
"A03088580"	2007	6775.68
"B12291167"	2011	6775.744
"B28545994"	2010	6775.777
"A41695149"	2016	6776
"A28046704"	2013	6776.332
"B26011627"	2008	6776.477
"A28255784"	2008	6777.4
"A41088493"	2015	6777.668
"A08720708"	2014	6779.356
"B28218287"	2016	6779.749
"A28543809"	2015	6779.765
"A08502635"	2015	6780.504
"A26001867"	2011	6781.339
"B15031560"	2015	6782.032
"A31394356"	2010	6783.468
"A08203226"	2017	6783.471
"A11902814"	2010	6783.605
"A12006227"	2011	6783.76
"B35044197"	2007	6784.785
"B28360360"	2012	6785.38
"A39020805"	2017	6785.457
"A17034505"	2016	6785.507
"B22009377"	2017	6785.603
"A48045199"	2013	6786.319
"A46226122"	2010	6788.233
"A29033420"	2016	6788.436
"A20017604"	2007	6789.33
"A48121826"	2017	6789.65
"A58132606"	2007	6789.688
"B36853935"	2017	6790.726
"A61587358"	2014	6790.752
"A28458826"	2016	6792.51
"F30587919"	2015	6792.911
"A25022369"	2012	6793.272
"B82435371"	2007	6793.974
"A46016374"	2007	6794.129
"B08190654"	2012	6794.511
"A46068318"	2012	6795.068
"A08273898"	2013	6795.574
"A01006659"	2014	6796.686
"A80352420"	2007	6797.54
"A08663098"	2016	6797.672
"A08989782"	2015	6799.92
"B08216202"	2012	6799.985
"A60362266"	2016	6800.404
"A08687204"	2009	6801.868
"A08636177"	2013	6801.928
"A08134942"	2013	6802.172
"A41088493"	2011	6802.815
"A28216992"	2008	6803.679
"A28415487"	2009	6804.006
"A20065744"	2008	6804.039
"A08159816"	2014	6804.588
"A33603317"	2014	6805.842
"A26000174"	2010	6806.227
"A46068862"	2007	6806.367
"A29025368"	2010	6806.768
"A61401857"	2014	6806.89
"A30014047"	2009	6807.036
"B45011269"	2013	6807.147
"A17020645"	2016	6808.136
"A30047120"	2010	6808.443
"B30516645"	2014	6809.521
"B36009942"	2015	6811.57
"B01128552"	2013	6812.332
"B36609485"	2013	6812.49
"A08304628"	2014	6812.496
"A45015716"	2016	6812.521
"A81722712"	2011	6812.75
"A35014414"	2016	6812.907
"A30035679"	2013	6813.36
"B60031150"	2012	6813.46
"B35005040"	2016	6813.555
"A48102792"	2012	6814.124
"B45011269"	2014	6814.444
"B31067168"	2015	6814.585
"A08285157"	2013	6814.935
"A48876874"	2008	6815.61
"A46332995"	2014	6816.004
"A08159816"	2015	6816.203
"B30000574"	2008	6816.447
"B15031560"	2014	6816.666
"B46162376"	2014	6818.191
"B83257295"	2015	6818.26
"A23022783"	2014	6818.481
"A03003530"	2008	6819.905
"A83062497"	2017	6820.429
"A28543809"	2016	6821.07
"A28285765"	2015	6821.411
"A08193591"	2016	6821.462
"A30018147"	2010	6821.494
"A26008664"	2013	6821.686
"A40005514"	2011	6821.732
"A33603317"	2017	6823.403
"B41033143"	2014	6824.186
"B39551973"	2010	6824.209
"A48045199"	2015	6824.437
"B96952635"	2011	6824.734
"A08450421"	2013	6825.185
"A03001948"	2014	6825.278
"B46142071"	2016	6825.917
"A03003530"	2009	6826.197
"A47024393"	2012	6826.243
"A41091927"	2016	6826.335
"B41007576"	2015	6826.703
"B08190654"	2011	6826.865
"A08436214"	2013	6828.393
"A01004993"	2015	6830.022
"A26004978"	2007	6830.352
"A15007727"	2013	6831.241
"A36249076"	2013	6831.833
"A08347452"	2017	6832.078
"B28376184"	2015	6832.82
"B48124275"	2013	6833.37
"A48876874"	2011	6834.297
"A48071351"	2017	6834.562
"B37416575"	2017	6834.611
"A26011841"	2017	6835.457
"A01015510"	2014	6835.681
"A80433519"	2011	6835.734
"A28253656"	2013	6835.967
"A28333490"	2009	6836.154
"A38225041"	2011	6836.653
"A48175699"	2014	6836.697
"B26011627"	2007	6836.88
"A28651370"	2014	6837.183
"A48033526"	2011	6837.756
"A28675908"	2011	6838.602
"A96918867"	2016	6838.839
"B46055943"	2009	6839.362
"A12016093"	2013	6839.5
"A15018146"	2008	6839.512
"B78908605"	2013	6839.825
"A48033526"	2013	6839.892
"B46132387"	2007	6839.896
"A03066909"	2008	6840.28
"B58075136"	2015	6840.494
"A12012340"	2010	6841.054
"A12100020"	2009	6841.21
"A08675522"	2011	6841.246
"B10010775"	2007	6841.811
"A48050124"	2011	6842.232
"A28392736"	2014	6842.816
"A48119622"	2009	6843.133
"B46191094"	2011	6843.684
"B34224923"	2017	6844.338
"A33560772"	2015	6844.567
"A12014346"	2011	6844.892
"A28148898"	2013	6845
"A12083002"	2009	6845.265
"A25020173"	2014	6845.836
"A30610984"	2010	6846.649
"B20759023"	2013	6847.359
"A45014610"	2013	6848.882
"B38484796"	2012	6849.182
"A08713869"	2009	6849.3
"A20017604"	2013	6849.358
"B28126019"	2011	6849.37
"A03099405"	2017	6849.764
"A39013867"	2011	6850.754
"B20023982"	2007	6851.77
"A07026651"	2012	6852.407
"A29009537"	2015	6852.785
"A13012869"	2012	6852.892
"B03006681"	2017	6853.617
"A08203226"	2013	6854.973
"B08584989"	2007	6855.223
"A08063372"	2009	6855.247
"B03046158"	2012	6855.543
"B92091404"	2017	6855.782
"A08713869"	2010	6855.818
"A48006423"	2017	6857.803
"A08220428"	2009	6859.141
"A48033526"	2017	6859.461
"A28325785"	2013	6860.778
"A48114151"	2010	6860.97
"B41086844"	2014	6861.428
"B31078058"	2011	6861.504
"A50017334"	2015	6862.143
"B79945150"	2009	6863.03
"A30038020"	2009	6863.304
"B28579506"	2017	6863.63
"A08418030"	2013	6864.291
"A08220428"	2016	6864.295
"B82432725"	2015	6864.653
"B80372220"	2011	6865.672
"B15015274"	2012	6865.842
"B35005040"	2014	6866.266
"A27003243"	2009	6866.414
"A36605038"	2013	6866.469
"A28324630"	2016	6867.215
"A03064102"	2013	6867.333
"A08197022"	2017	6867.988
"A15590904"	2008	6868.38
"A08989782"	2016	6868.762
"A02014165"	2017	6869.31
"A07050420"	2014	6869.649
"A03003530"	2010	6869.785
"A80482334"	2012	6870.222
"A21010616"	2011	6871.053
"A07053374"	2014	6871.444
"A40004095"	2013	6871.486
"A03197308"	2015	6872.397
"B80470628"	2009	6872.43
"A79235891"	2013	6873.164
"A28375467"	2017	6873.563
"A33609587"	2007	6873.566
"A33034695"	2014	6873.716
"A35251727"	2008	6873.938
"B35021831"	2014	6874.051
"A08527020"	2014	6874.178
"A41014986"	2013	6874.73
"A15031800"	2015	6874.895
"B81542813"	2015	6875.308
"A30015820"	2015	6875.393
"A08257388"	2011	6875.876
"A18020271"	2015	6875.89
"A12012605"	2012	6875.981
"A08098949"	2011	6876.25
"A29519220"	2012	6876.636
"A28733350"	2017	6877.906
"B45011269"	2015	6878.639
"A32005548"	2010	6880.386
"A80433519"	2008	6880.61
"A08453219"	2010	6880.672
"B63149637"	2014	6881.2
"A32007817"	2013	6881.25
"A08181067"	2012	6881.288
"A01001072"	2011	6881.334
"A23014871"	2012	6881.51
"A47000054"	2013	6882.114
"A31189350"	2016	6882.897
"A08720708"	2009	6883.437
"A08200651"	2010	6883.783
"A32006579"	2008	6884.564
"A22009690"	2016	6884.787
"B28579324"	2010	6885.284
"A28720795"	2016	6886.833
"A36060754"	2008	6888.32
"A08257529"	2008	6888.86
"B46135364"	2008	6889.208
"A39007729"	2015	6889.217
"A28143782"	2007	6890.63
"B01003581"	2012	6891.519
"B58222548"	2008	6891.804
"A38020525"	2012	6893.373
"A48121826"	2012	6893.568
"A23008857"	2014	6894.583
"B30029599"	2017	6895.767
"A80771116"	2014	6896.3
"B46055943"	2011	6896.421
"A41069352"	2007	6897.25
"A08093015"	2013	6899.791
"A07256100"	2011	6900.163
"A08626939"	2012	6900.314
"A33615923"	2013	6900.771
"A08720708"	2013	6901.141
"B73108755"	2013	6901.757
"B46037446"	2014	6901.984
"A29507456"	2009	6903.576
"A29009537"	2013	6903.818
"A08388811"	2011	6904.933
"A08565285"	2013	6905.847
"A28423986"	2015	6906.225
"A31825466"	2014	6906.659
"B17228081"	2008	6906.784
"B03072857"	2010	6906.93
"B03010634"	2017	6907.112
"A38485827"	2015	6908.185
"A08563769"	2015	6908.325
"B33607649"	2011	6908.655
"A31068927"	2017	6908.656
"A08578395"	2013	6909.205
"B17374893"	2017	6910.098
"B35023068"	2010	6911.589
"A30035521"	2010	6912.575
"A31037294"	2007	6912.836
"B28492841"	2011	6913.33
"A26000174"	2012	6913.331
"B46108403"	2015	6914.23
"A41014986"	2014	6914.258
"A47022058"	2009	6914.495
"A41050980"	2008	6914.62
"B25006222"	2010	6914.634
"B41031980"	2017	6916.133
"A08489320"	2017	6916.281
"A08499568"	2010	6916.726
"B07034416"	2013	6917.173
"A20062915"	2017	6917.539
"B28492841"	2017	6918.675
"A33615923"	2010	6919.635
"A17041708"	2009	6920.058
"B08367948"	2007	6921.61
"A50036037"	2007	6922.049
"A31013543"	2012	6922.164
"A31086598"	2012	6925.767
"A08663809"	2012	6926.092
"A31096233"	2015	6927.779
"B28934081"	2011	6927.976
"A03017886"	2016	6928.528
"A30112221"	2015	6928.529
"A08275281"	2013	6929.48
"A39027917"	2013	6929.607
"B01003581"	2010	6931.519
"B38380473"	2007	6931.911
"B35504059"	2008	6932
"A25026139"	2017	6932.194
"A25022609"	2016	6932.682
"A26018119"	2014	6933.008
"B35005040"	2015	6933.135
"A24003873"	2009	6933.969
"A31018799"	2009	6934.005
"A44004422"	2015	6934.669
"A08224545"	2016	6935.108
"A08700197"	2008	6935.838
"A07026651"	2015	6935.905
"A38348413"	2015	6936.932
"A36249076"	2012	6937.224
"B43032713"	2016	6937.245
"A36249076"	2015	6938.225
"A08008583"	2017	6938.484
"B62785357"	2012	6938.545
"A08452500"	2011	6938.756
"A15072622"	2011	6939.143
"A22009906"	2017	6939.425
"A46016374"	2009	6940.388
"A03030350"	2012	6941.492
"A27005834"	2011	6941.843
"B25006222"	2015	6943.336
"B91172221"	2016	6943.818
"A43036052"	2015	6943.989
"A08197022"	2016	6944.082
"A50052489"	2013	6944.198
"A08244220"	2009	6944.293
"A28046704"	2014	6945.031
"B46148797"	2008	6945.307
"A03077898"	2016	6945.718
"B46108403"	2017	6945.899
"A07068422"	2017	6946.065
"A08220428"	2015	6946.583
"A08051526"	2012	6946.824
"A09015405"	2008	6947.99
"A62332580"	2010	6948.002
"A58348038"	2009	6948.016
"A04325494"	2007	6948.44
"A39013867"	2016	6949.179
"B46111035"	2016	6950.443
"B31066798"	2015	6950.865
"B41062548"	2015	6951.066
"A08091894"	2010	6951.327
"A21010616"	2014	6951.516
"A25041146"	2011	6951.535
"A46036562"	2014	6952.081
"A43025618"	2007	6952.389
"A58394941"	2007	6952.4
"A08145385"	2016	6953.265
"B46135364"	2012	6953.535
"B28126019"	2009	6953.549
"A38225041"	2007	6953.91
"A46109054"	2015	6955.405
"A38017844"	2012	6955.406
"A07019573"	2014	6955.516
"A28229409"	2014	6955.991
"B73108755"	2015	6955.995
"A28245355"	2013	6956.473
"A30018345"	2013	6956.682
"A28486090"	2014	6956.746
"A50013671"	2013	6957.348
"A33034695"	2013	6957.485
"A20073508"	2016	6957.748
"A41014986"	2016	6958.646
"A43036052"	2016	6959.834
"A08989782"	2013	6960.461
"B33876459"	2010	6961.196
"A08533945"	2013	6961.883
"B37024825"	2012	6962.49
"A08200032"	2016	6962.492
"B08527194"	2017	6962.604
"A44003663"	2014	6962.761
"B81760829"	2008	6962.985
"A15010994"	2015	6963.205
"A03033164"	2007	6963.8
"A48116420"	2013	6963.895
"A46332995"	2008	6966.118
"B08413247"	2015	6966.214
"A59736686"	2013	6969.105
"A08158172"	2017	6969.649
"A08280323"	2016	6969.961
"A37043015"	2016	6970.132
"B31066798"	2016	6970.21
"A53288478"	2011	6971.178
"B30331573"	2014	6971.531
"A28423986"	2012	6971.533
"A17009598"	2010	6971.646
"A15024482"	2013	6972.541
"B46039061"	2009	6972.724
"A15044530"	2013	6973.034
"A08479933"	2015	6973.286
"A08273898"	2014	6974.422
"A15685373"	2009	6975.014
"B46149555"	2011	6976.177
"A28698884"	2013	6976.282
"A26011320"	2009	6976.469
"A81722712"	2012	6977.953
"A08700197"	2007	6979.115
"A02014165"	2015	6979.891
"B31005507"	2008	6980.324
"A61587358"	2012	6981.379
"B43579424"	2008	6981.565
"A08572729"	2007	6982.28
"A08051526"	2008	6982.722
"A41050980"	2010	6982.749
"A28670636"	2012	6983.398
"A17018276"	2008	6983.974
"B96906375"	2017	6984
"A43010974"	2013	6984.389
"A28681492"	2016	6985.406
"A30035679"	2012	6985.957
"A28556504"	2013	6986.537
"A44003663"	2016	6986.576
"B15021520"	2010	6987.316
"B12291167"	2015	6987.486
"A47010194"	2009	6987.705
"A28106979"	2013	6988.388
"A28487007"	2007	6988.871
"A08467052"	2014	6989
"A08604159"	2011	6989.293
"A08489007"	2007	6989.742
"B41058124"	2015	6990.079
"A08604159"	2016	6990.8
"A08375545"	2008	6991.02
"A28106979"	2017	6991.024
"A28670636"	2014	6991.921
"A48115000"	2013	6991.939
"A04001897"	2015	6992.353
"A07265465"	2014	6992.416
"B96011283"	2016	6992.512
"A26011841"	2012	6992.86
"B48033278"	2011	6992.93
"A78267309"	2014	6993.002
"A28698884"	2015	6993.884
"A28651222"	2016	6994.238
"A80652423"	2016	6994.242
"A08484107"	2009	6994.839
"A08220428"	2013	6994.846
"A38225041"	2009	6995.268
"A47006887"	2015	6996.433
"B35005040"	2017	6997.037
"B08216202"	2014	6997.542
"A03077898"	2017	6997.59
"A33026980"	2012	6997.767
"A08243297"	2010	6998.97
"B08125940"	2013	6999.779
"B27013713"	2008	7000.253
"B45005279"	2010	7000.346
"B21015474"	2015	7000.565
"A17041708"	2011	7000.888
"B37033487"	2013	7001.28
"B63677223"	2017	7001.553
"A47010194"	2011	7001.796
"A15024482"	2012	7001.796
"A03018710"	2017	7002.386
"A08262412"	2017	7003.323
"A80433519"	2015	7004.218
"A35031343"	2013	7004.284
"A27014430"	2008	7006.399
"A50011980"	2007	7006.487
"A08311995"	2011	7006.617
"B28361350"	2011	7007.794
"A28559474"	2012	7007.932
"A08584062"	2013	7009.748
"B06007314"	2014	7010.301
"A96785225"	2007	7010.46
"A08098576"	2017	7010.803
"B28205532"	2011	7010.965
"A08466187"	2016	7012.324
"A20055380"	2013	7013.097
"A38017844"	2013	7013.38
"B45493707"	2017	7013.383
"B83741835"	2016	7013.407
"A03088580"	2008	7015.08
"A08604159"	2017	7015.445
"B08190654"	2013	7015.84
"A60963287"	2013	7015.905
"A08565285"	2015	7016.416
"A08262065"	2013	7016.428
"A31001027"	2010	7016.634
"A08197022"	2015	7016.757
"B22005524"	2015	7018.881
"A38003679"	2017	7019.478
"A47000641"	2013	7019.91
"A17034505"	2010	7020.126
"A36249076"	2017	7021.138
"B41062548"	2016	7022.371
"B11605862"	2009	7022.469
"B30566194"	2015	7022.769
"A01001072"	2010	7024.146
"A08311995"	2012	7024.465
"B17228081"	2007	7024.99
"A36611903"	2007	7025.302
"B12007456"	2012	7026.556
"A40002701"	2016	7027.11
"B63149637"	2017	7028
"B28205532"	2009	7028.139
"A26011320"	2010	7028.641
"A21008727"	2010	7029.338
"A33025974"	2010	7029.439
"A50060011"	2017	7030.144
"B96011283"	2013	7030.264
"B08619405"	2017	7030.711
"A12100020"	2011	7031.635
"B25006222"	2016	7031.752
"A61557641"	2008	7031.754
"B06422877"	2016	7032.997
"B81760829"	2016	7033.164
"A25041146"	2008	7033.24
"B08013963"	2007	7033.46
"B06422877"	2014	7033.484
"A39020805"	2016	7034.698
"A28674968"	2015	7034.757
"A48095822"	2017	7034.925
"B06320410"	2008	7036.125
"B30037204"	2017	7036.617
"A31001266"	2015	7036.879
"A12083002"	2008	7038.05
"A08135139"	2010	7039.691
"B11630886"	2012	7039.914
"B82175001"	2015	7040.478
"A07050420"	2007	7040.81
"A31001027"	2011	7041.631
"B20013983"	2007	7041.837
"B12007456"	2010	7042.149
"A20060075"	2015	7042.562
"A07042435"	2015	7042.923
"A01008234"	2014	7042.968
"A58348038"	2014	7043.324
"A44004422"	2013	7043.888
"A58132606"	2014	7043.921
"B41058124"	2010	7044.301
"B46090791"	2009	7044.772
"A28698884"	2017	7044.956
"A28670313"	2015	7045.223
"A12294815"	2016	7045.633
"A28143782"	2009	7046
"A08675522"	2013	7046.587
"B28118800"	2010	7046.773
"A48045199"	2016	7046.856
"A17018391"	2012	7047.567
"B40003550"	2008	7047.852
"A28027647"	2010	7047.899
"A78020732"	2008	7047.978
"A28143782"	2010	7048
"A48119143"	2009	7048.244
"A08388811"	2014	7048.792
"A15010994"	2012	7049.174
"B03032620"	2013	7049.548
"A30017636"	2014	7049.677
"B28249431"	2007	7049.75
"A08115578"	2008	7049.858
"A31013543"	2015	7050.261
"A17009093"	2013	7050.304
"A08126492"	2016	7050.692
"A12021390"	2007	7050.76
"A07035934"	2017	7050.989
"A39020805"	2015	7051.145
"A08183485"	2014	7051.165
"A45012259"	2007	7051.268
"A08311995"	2010	7051.989
"A07002645"	2014	7052.476
"A14580385"	2011	7052.664
"A08051526"	2007	7053.56
"A08304628"	2011	7054
"A46165304"	2016	7054.103
"B28545994"	2007	7054.351
"B41070020"	2009	7054.995
"A24015802"	2015	7055.699
"A35046572"	2013	7055.914
"B37015526"	2016	7056.501
"G07065709"	2014	7056.507
"A28253656"	2017	7057.474
"B36010098"	2016	7057.579
"B63149637"	2016	7058
"A36249076"	2016	7060.018
"A28423986"	2016	7061.11
"A45012531"	2017	7062.784
"A28085520"	2011	7063.458
"A08720245"	2013	7063.927
"B27321249"	2017	7064.232
"A28321313"	2014	7065.341
"A39023759"	2013	7065.801
"A20060075"	2016	7066.018
"A26011320"	2008	7067.938
"A43020759"	2012	7068.366
"B84363555"	2017	7068.954
"B46115838"	2008	7070
"B46037446"	2012	7071.196
"A31061401"	2010	7071.299
"B60171162"	2007	7071.643
"A08209538"	2007	7072.55
"A79259339"	2008	7072.864
"A48033526"	2012	7073.216
"A12100020"	2012	7073.238
"A44003663"	2015	7073.675
"A39013867"	2012	7073.731
"A29051067"	2009	7074.474
"A30035547"	2011	7074.5
"B83426387"	2014	7074.835
"A28392736"	2012	7074.918
"B36009942"	2017	7075.177
"A39000104"	2010	7075.249
"A08720245"	2007	7075.348
"A03003530"	2011	7075.821
"A25026733"	2013	7076.261
"A31001266"	2014	7076.321
"B58875048"	2016	7077.202
"B41072471"	2016	7078.165
"A08097966"	2011	7078.2
"A28253656"	2016	7078.47
"A30014047"	2010	7078.768
"B35027143"	2009	7078.837
"B48074306"	2009	7078.957
"A20003042"	2007	7079.73
"B35011675"	2009	7079.852
"B06007314"	2013	7080.094
"A06388052"	2013	7080.832
"A41277336"	2014	7080.907
"A17044546"	2010	7081.039
"A29050762"	2016	7081.829
"A80904576"	2010	7082.571
"A31078140"	2013	7084.991
"B08961393"	2007	7085.09
"A32006579"	2011	7085.9
"A48115000"	2014	7086.356
"A28552149"	2016	7086.486
"A41920943"	2009	7087.532
"A08720708"	2011	7090.302
"B31072705"	2007	7090.711
"B28499218"	2010	7090.748
"A08036709"	2010	7090.861
"A08332256"	2012	7091.122
"A82494931"	2016	7091.302
"A28636025"	2011	7091.55
"A28381564"	2014	7091.641
"A30014211"	2009	7092.126
"A08375537"	2008	7092.16
"A20036877"	2015	7093.577
"A31018492"	2013	7094.456
"A35004399"	2013	7094.522
"A20073508"	2017	7095.434
"A08149668"	2010	7095.527
"A28667244"	2013	7096
"B17228081"	2009	7097.622
"A28636025"	2010	7097.9
"B03091527"	2017	7098.143
"A48084909"	2008	7098.28
"A20074167"	2017	7103.249
"B02011641"	2012	7103.448
"A07032030"	2009	7103.511
"B07650112"	2017	7103.643
"A26021527"	2014	7104.38
"A03017886"	2008	7105.396
"A20003042"	2012	7105.423
"A01012830"	2017	7105.432
"B46055489"	2007	7106.169
"A08562910"	2015	7106.989
"B46037446"	2017	7107.114
"B28170215"	2014	7107.593
"A08514028"	2008	7108.321
"A21007570"	2015	7108.479
"A36603421"	2013	7108.728
"A28295038"	2014	7108.792
"A01010701"	2013	7109.83
