nif	year	pasivo_fijo
"B28341790"	2009	49.565
"B28341790"	2008	49.57
"B30033666"	2011	49.598
"A08513749"	2016	49.607
"B41063355"	2015	49.752
"A28636025"	2016	49.824
"A08042764"	2010	49.854
"A48102792"	2013	49.917
"A41049503"	2015	50.152
"B23357700"	2013	50.189
"B23357700"	2014	50.189
"A35012780"	2015	50.268
"A50040013"	2012	50.27
"A33060294"	2008	50.284
"A08257388"	2016	50.288
"A79047916"	2010	50.301
"A28012359"	2007	50.309
"A24004103"	2007	50.439
"B28579324"	2010	50.513
"A08066300"	2015	50.56
"A50040013"	2014	50.583
"A50040013"	2013	50.583
"A08290405"	2016	50.699
"A08290405"	2015	50.699
"A08290405"	2017	50.699
"A28132959"	2007	50.86
"A08322067"	2015	50.905
"A08466807"	2014	50.957
"A33126244"	2012	51.054
"A29051067"	2009	51.096
"A26022657"	2009	51.275
"A39007943"	2013	51.296
"A48080881"	2016	51.308
"B41072471"	2009	51.311
"A48102792"	2012	51.452
"B28170215"	2013	51.618
"A36600518"	2008	51.63
"B33607466"	2013	51.656
"B11605862"	2009	51.711
"A26011841"	2017	51.735
"A33024852"	2015	51.747
"B08424855"	2015	51.89
"A08257388"	2017	51.93
"A28600278"	2009	52
"B45493707"	2012	52.013
"F50561091"	2016	52.058
"B38004966"	2011	52.135
"A30032619"	2009	52.199
"B38017554"	2017	52.244
"A41277336"	2014	52.308
"A08477663"	2010	52.369
"B04001848"	2011	52.485
"A10011641"	2009	52.489
"A45002839"	2015	52.49
"A08203887"	2011	52.544
"B29369758"	2014	52.547
"A08604159"	2011	52.635
"A28399434"	2007	52.675
"A42004598"	2008	52.68
"A28562908"	2016	52.746
"A07042088"	2012	52.783
"A03026697"	2012	52.851
"B03020914"	2012	52.874
"A26001867"	2015	52.957
"A08467052"	2014	53
"A36001063"	2013	53.039
"A45010204"	2009	53.24
"A28555563"	2016	53.335
"B45005279"	2017	53.394
"A08393571"	2008	53.528
"B46045993"	2012	53.585
"A33126244"	2016	53.625
"A41059445"	2015	53.646
"A41059445"	2014	53.646
"A41059445"	2012	53.65
"A41059445"	2013	53.65
"A82716010"	2015	53.652
"A46063731"	2014	53.657
"B03020914"	2017	53.667
"A48040232"	2017	53.75
"A39023759"	2013	53.842
"A08131153"	2011	54
"A33126244"	2015	54.031
"A41038274"	2010	54.091
"A50025071"	2008	54.1
"A08191579"	2007	54.157
"A36014009"	2016	54.18
"A39022124"	2007	54.22
"B08304610"	2013	54.299
"A39007943"	2012	54.4
"A30018147"	2015	54.405
"A04001897"	2009	54.606
"A17012626"	2017	54.607
"A50057421"	2014	54.66
"A07010531"	2014	54.691
"B30606099"	2013	54.847
"A12027488"	2009	54.88
"A25011180"	2016	54.901
"A28192532"	2009	54.938
"A48080881"	2012	54.98
"A41695149"	2014	55
"A30012041"	2014	55.129
"A28580546"	2012	55.462
"A41022609"	2014	55.669
"A07027261"	2010	55.832
"A31003304"	2014	55.836
"A02013985"	2017	55.837
"B36010098"	2015	55.849
"A50030543"	2012	55.85
"A50030543"	2011	55.85
"B61567970"	2016	56.036
"B31077514"	2017	56.091
"A01006055"	2015	56.147
"A08388811"	2009	56.227
"A03099405"	2013	56.42
"A40004731"	2010	56.431
"A08069809"	2017	56.434
"A31062342"	2009	56.525
"A12012605"	2013	56.69
"A28106979"	2017	56.79
"B33607466"	2014	56.875
"B81864894"	2014	57
"A41695149"	2015	57
"A28600278"	2007	57
"A28357093"	2016	57.019
"B79863288"	2017	57.089
"A18312041"	2017	57.195
"A08388811"	2017	57.301
"B28218287"	2015	57.429
"A26000174"	2010	57.441
"A50040013"	2010	57.462
"A50042027"	2015	57.501
"A15590904"	2014	57.55
"B46191094"	2015	57.556
"A48092886"	2007	57.58
"B28494797"	2014	57.628
"A26013714"	2009	57.721
"A31096233"	2014	57.8
"B41063355"	2017	57.822
"A08607988"	2015	57.835
"A33618257"	2011	57.885
"A08131153"	2013	58
"A21008727"	2015	58.062
"B28205532"	2010	58.098
"A79047916"	2011	58.433
"A50005156"	2007	58.714
"A41084740"	2017	58.744
"A08568057"	2014	58.798
"B42001297"	2017	58.951
"A48045199"	2016	58.957
"B30010797"	2010	58.959
"A08413403"	2017	58.997
"A28675908"	2014	59.055
"A08637829"	2017	59.138
"A08243297"	2016	59.247
"A30007231"	2014	59.46
"A47008487"	2008	59.5
"A26013714"	2016	59.574
"A08438194"	2011	59.58
"A08575672"	2016	59.609
"A28295038"	2009	59.943
"A20008579"	2016	60
"A48071351"	2010	60
"A04325494"	2015	60.012
"A29035896"	2010	60.032
"A48226047"	2017	60.041
"A46105086"	2012	60.095
"A31404452"	2010	60.101
"A35144989"	2008	60.101
"A29076270"	2015	60.101
"A23008857"	2010	60.101
"A35144989"	2010	60.101
"A29076270"	2009	60.101
"A29076270"	2014	60.101
"B61567970"	2013	60.101
"A59954487"	2014	60.132
"B83541912"	2016	60.135
"A08224081"	2007	60.21
"A08482952"	2013	60.214
"A28058758"	2016	60.226
"B03091527"	2017	60.398
"A26016865"	2017	60.503
"A41022609"	2012	60.559
"A48093868"	2013	60.684
"B38017554"	2016	60.689
"B33119983"	2011	60.742
"A28027811"	2011	60.764
"A17034505"	2010	60.786
"F10017804"	2016	60.963
"A28600278"	2010	61
"A81824047"	2010	61.099
"B08413247"	2013	61.211
"A08278293"	2011	61.261
"A29035896"	2008	61.27
"A08260663"	2013	61.301
"A08575672"	2008	61.434
"A08657017"	2011	61.517
"A28636025"	2008	61.6
"B46055489"	2009	61.651
"A03026697"	2015	61.722
"A92030402"	2009	61.8
"A17012626"	2015	62.01
"A28623155"	2012	62.101
"A46336152"	2016	62.129
"A08149668"	2013	62.228
"A78753514"	2010	62.364
"A39007943"	2017	62.417
"A48033526"	2016	62.421
"A28295038"	2008	62.441
"A12022224"	2014	62.489
"A08607988"	2012	62.509
"A33034422"	2017	62.715
"A31096233"	2017	62.88
"A58907015"	2009	62.962
"B28118800"	2009	63.056
"B46166013"	2008	63.091
"A50052489"	2008	63.106
"A50052489"	2007	63.106
"B03002441"	2011	63.142
"A08290405"	2011	63.216
"A08384190"	2010	63.35
"A08217432"	2008	63.411
"B03002441"	2010	63.462
"A11019767"	2010	63.474
"A25026139"	2017	63.497
"A07051253"	2016	63.55
"A07051253"	2017	63.55
"A58664764"	2015	63.552
"A28420602"	2015	63.668
"A28550960"	2013	63.729
"A41014986"	2013	64.006
"A28101020"	2009	64.01
"B37020179"	2012	64.053
"B03091527"	2016	64.06
"A28636025"	2014	64.37
"A08199168"	2010	64.42
"A08225278"	2015	64.461
"A35014075"	2013	64.484
"B08136905"	2008	64.574
"A48093868"	2014	64.746
"A46122065"	2016	64.891
"A50022698"	2015	64.918
"A39012638"	2007	65.065
"A28580546"	2015	65.188
"A58534777"	2017	65.354
"A08007056"	2008	65.356
"A09004813"	2015	65.526
"B47011374"	2015	65.584
"A41037672"	2013	65.643
"B46054508"	2016	65.649
"A36615896"	2012	65.684
"A17051152"	2015	65.693
"A28684512"	2010	65.715
"A28357903"	2010	65.783
"A28271914"	2017	65.826
"A50005156"	2012	65.918
"A79047916"	2015	66.117
"A08637829"	2015	66.148
"A12405577"	2017	66.167
"B36684157"	2007	66.194
"A28427516"	2008	66.236
"A08243297"	2017	66.254
"A26016865"	2016	66.258
"A28580546"	2014	66.294
"A59954487"	2015	66.336
"A30035521"	2015	66.361
"B46149555"	2015	66.378
"A31031545"	2007	66.405
"A43110337"	2008	66.423
"B28499218"	2010	66.461
"A12004180"	2008	66.487
"A09022963"	2015	66.507
"B83481002"	2010	66.54
"A31031545"	2014	66.561
"A08574881"	2014	66.609
"A08126492"	2014	66.742
"A08637829"	2013	66.779
"A08657017"	2008	66.792
"A17012626"	2014	66.794
"A08154650"	2012	66.861
"A08126492"	2012	66.867
"A33019720"	2014	66.902
"A45015716"	2017	67.06
"A08257388"	2014	67.189
"A33024852"	2014	67.277
"A30007231"	2015	67.362
"A08637829"	2011	67.476
"B81542813"	2008	67.49
"A01015510"	2017	67.501
"A06017040"	2007	67.536
"A48081061"	2011	67.601
"F50561091"	2015	67.635
"A31096233"	2016	67.64
"B03091527"	2015	67.723
"A08604316"	2007	67.75
"A28749976"	2016	67.789
"A28749976"	2015	67.789
"B35027143"	2017	67.892
"A29030848"	2009	68.061
"A50047505"	2011	68.081
"A08522971"	2011	68.157
"A33034422"	2015	68.469
"A09018862"	2015	68.523
"A36012698"	2007	68.579
"A29063567"	2009	68.616
"A29076270"	2013	68.801
"A35008168"	2015	68.879
"A08131153"	2009	69
"B08642324"	2016	69.028
"A30604276"	2012	69.087
"A08115578"	2014	69.352
"A26016865"	2014	69.394
"A59954487"	2016	69.527
"A08646200"	2013	69.599
"A29955093"	2014	69.63
"A28399434"	2015	69.688
"A02012714"	2011	69.701
"A48009328"	2017	69.751
"A08511453"	2011	69.84
"A03026697"	2014	69.904
"A30035547"	2014	69.962
"A08203887"	2014	70.046
"A35014075"	2011	70.214
"A07068422"	2015	70.238
"A59954487"	2017	70.338
"A48121826"	2017	70.355
"A17034505"	2015	70.365
"A47091632"	2012	70.378
"B31066798"	2017	70.416
"A08224081"	2009	70.419
"A08224081"	2010	70.419
"A37003050"	2012	70.423
"A27005834"	2007	70.5
"B30044440"	2011	70.56
"A25011180"	2009	70.599
"A08466807"	2013	70.708
"A08513749"	2017	70.867
"A39005095"	2012	71.024
"A11902814"	2011	71.141
"A08510364"	2017	71.204
"A08238578"	2011	71.237
"B03091527"	2014	71.386
"A08209538"	2015	71.389
"A08514986"	2017	71.415
"B30035968"	2014	71.443
"B12662722"	2017	71.595
"B28543023"	2014	71.622
"B41042698"	2013	71.648
"A47091632"	2013	71.677
"A28555563"	2012	71.747
"F50561091"	2009	71.881
"B08298747"	2015	71.885
"A84534874"	2015	71.889
"A31070378"	2010	71.916
"A28096378"	2017	71.947
"G07065709"	2012	71.977
"A09018862"	2016	72.065
"A07042088"	2008	72.121
"A50043298"	2008	72.121
"A46164034"	2014	72.154
"A16007064"	2011	72.155
"A29035896"	2009	72.281
"B46108403"	2012	72.349
"A17038035"	2013	72.4
"A08224081"	2011	72.419
"A50034024"	2011	72.452
"A48114151"	2010	72.534
"A48031140"	2010	72.552
"A22001721"	2016	72.577
"A41014986"	2007	72.63
"A08574881"	2015	72.88
"A33615923"	2015	73
"A08688095"	2017	73.027
"A41038274"	2011	73.03
"A28271914"	2015	73.192
"A08354441"	2012	73.26
"A08354441"	2009	73.26
"A08354441"	2010	73.26
"A08354441"	2008	73.26
"A08354441"	2007	73.26
"A08354441"	2011	73.26
"A47017728"	2012	73.333
"A30018147"	2014	73.48
"A08238578"	2015	73.514
"A28271914"	2016	73.753
"A30035547"	2013	73.764
"B45005279"	2016	73.811
"A28618890"	2011	73.841
"A08091894"	2007	73.86
"A07066467"	2007	73.889
"B97307086"	2013	73.93
"F37014560"	2013	74
"A17034505"	2009	74.053
"A31000441"	2010	74.096
"A48102792"	2014	74.105
"B46070728"	2015	74.203
"B81496515"	2011	74.267
"A25011180"	2010	74.314
"B45493707"	2011	74.337
"B81308439"	2017	74.472
"B30516645"	2013	74.558
"A08294787"	2013	74.694
"A17013269"	2009	74.702
"A22001721"	2017	74.711
"A15016702"	2017	74.735
"A14004691"	2013	74.742
"A35014075"	2012	74.747
"B08229221"	2011	74.826
"A04413340"	2017	74.906
"A39031406"	2014	74.94
"B12457230"	2013	75
"A28636025"	2015	75
"A36014009"	2015	75.021
"B03091527"	2013	75.048
"A09018862"	2017	75.09
"B59162701"	2011	75.101
"A46044962"	2007	75.127
"A34003624"	2007	75.13
"A36604882"	2007	75.16
"A28724219"	2015	75.256
"A08568826"	2017	75.302
"A08688095"	2016	75.303
"B39446315"	2008	75.331
"A08131153"	2007	75.39
"A28075968"	2010	75.406
"A41014986"	2009	75.512
"A41014986"	2012	75.512
"A41014986"	2011	75.512
"A41014986"	2010	75.512
"A41014986"	2008	75.512
"A09004813"	2013	75.751
"A78393840"	2008	75.79
"B12008397"	2009	75.817
"A27007731"	2014	75.837
"B28460681"	2016	75.851
"A28555563"	2015	75.858
"A08401820"	2012	75.887
"B03158532"	2014	75.898
"A28193209"	2014	75.978
"A35101732"	2014	76
"A12405577"	2016	76.22
"A17010018"	2013	76.23
"A08384190"	2009	76.294
"A50011980"	2014	76.346
"A28332914"	2015	76.4
"A46170080"	2013	76.439
"A14004691"	2012	76.606
"B81907776"	2010	76.668
"A60853413"	2007	76.73
"A28067338"	2014	76.853
"A20053773"	2017	76.867
"B46055489"	2007	76.911
"B30043558"	2011	77.133
"B60241437"	2009	77.188
"B08229221"	2012	77.23
"B08292054"	2017	77.273
"A41091927"	2011	77.28
"A14004691"	2011	77.29
"B03036340"	2014	77.308
"A60853413"	2008	77.42
"A08063372"	2009	77.434
"A29063567"	2007	77.546
"A08688095"	2015	77.579
"A28440576"	2015	77.592
"A28724268"	2017	77.691
"B03010634"	2015	77.749
"B10010775"	2009	77.779
"B41063355"	2016	77.814
"B08195653"	2008	77.987
"B08195653"	2010	77.987
"B08195653"	2011	77.987
"B08195653"	2007	77.987
"B08195653"	2009	77.987
"A33610304"	2016	77.998
"A10011641"	2008	78.038
"A07051253"	2015	78.177
"A11010469"	2014	78.331
"A28352656"	2016	78.358
"A84039338"	2015	78.4
"A23014871"	2015	78.418
"B08912669"	2010	78.576
"B38017554"	2009	78.663
"B03091527"	2012	78.711
"B35027143"	2016	78.712
"B08216202"	2012	79.05
"B28205532"	2016	79.205
"A38020905"	2007	79.215
"A28615581"	2012	79.242
"A41050535"	2009	79.274
"B36684157"	2008	79.28
"A50047505"	2012	79.305
"A15031800"	2014	79.337
"B07039514"	2008	79.41
"B08195653"	2013	79.487
"B08195653"	2012	79.487
"B96990015"	2014	79.499
"A08574881"	2016	79.551
"A47025895"	2017	79.6
"B03100831"	2011	79.846
"B11009917"	2007	79.93
"A48016794"	2009	79.946
"A31018187"	2012	80
"B31065980"	2017	80
"A08560179"	2010	80.04
"A59320143"	2017	80.091
"A50066562"	2009	80.135
"A08066300"	2016	80.172
"A08646200"	2015	80.264
"A03064102"	2012	80.45
"A50066562"	2008	80.49
"A28711893"	2013	80.584
"A08115578"	2015	80.586
"A48062418"	2012	80.589
"A28670636"	2007	80.64
"A15032196"	2014	80.654
"A43004472"	2014	80.683
"A28271914"	2014	80.746
"A50034024"	2010	80.78
"A28579191"	2011	80.94
"A28192532"	2008	80.974
"A22001721"	2008	81.048
"A28255784"	2007	81.11
"B30033666"	2010	81.172
"A80897770"	2014	81.23
"A30041719"	2010	81.261
"A20053773"	2016	81.418
"B08292054"	2016	81.423
"B12007456"	2014	81.448
"A78428596"	2011	81.659
"A83062497"	2015	81.672
"A45017142"	2015	81.846
"A28375467"	2015	81.848
"B19001536"	2015	81.873
"A35101732"	2013	82
"A08340267"	2016	82.144
"B42001297"	2016	82.151
"A09018730"	2011	82.194
"B08114449"	2015	82.195
"B08642324"	2007	82.26
"B03091527"	2011	82.373
"A21391917"	2014	82.381
"A53552634"	2010	82.486
"A43055565"	2015	82.517
"B28205532"	2015	82.643
"A14000939"	2007	82.671
"A46165304"	2016	82.733
"A08560179"	2007	82.86
"A46038519"	2010	82.863
"A17003757"	2015	83.064
"A15032196"	2012	83.099
"F50561091"	2014	83.211
"A28027811"	2010	83.246
"A36604783"	2016	83.272
"B46070728"	2016	83.289
"B28218287"	2016	83.846
"A48121826"	2012	84.021
"A08952012"	2016	84.138
"A08414906"	2014	84.24
"A08324782"	2013	84.291
"A08257388"	2015	84.32
"A15072622"	2016	84.371
"B35015262"	2011	84.406
"B35015262"	2012	84.406
"A50043298"	2011	84.7
"A59202853"	2007	84.72
"A40005514"	2013	84.738
"A50066562"	2007	84.749
"A08098576"	2017	84.777
"A08604159"	2010	84.992
"A41008640"	2014	85
"A47024393"	2013	85.127
"A30036438"	2009	85.253
"A30041719"	2011	85.382
"B35043637"	2013	85.442
"A31096233"	2015	85.605
"A21102157"	2014	85.642
"A26011841"	2014	85.649
"A50025071"	2009	85.706
"A41022609"	2013	85.969
"A30047120"	2014	85.973
"A28332914"	2014	86
"B03091527"	2010	86.036
"A08149668"	2017	86.087
"A28075968"	2016	86.139
"A28313351"	2014	86.501
"A08115578"	2010	86.52
"A08572430"	2010	86.713
"A33034422"	2013	87.112
"A81117798"	2014	87.149
"A26011841"	2016	87.224
"A35018696"	2008	87.27
"A21391917"	2012	87.274
"A48110381"	2013	87.293
"A08414906"	2013	87.348
"B30035968"	2017	87.365
"A09018862"	2014	87.404
"A08340267"	2015	87.404
"A01004993"	2015	87.427
"B28170215"	2017	87.459
"A28027647"	2008	87.535
"A27014430"	2008	87.696
"A46115101"	2017	87.762
"A48226047"	2014	87.849
"A29063567"	2008	87.896
"B31001696"	2010	88.037
"A33605072"	2012	88.043
"A08066300"	2010	88.094
"A08393571"	2007	88.182
"B27013382"	2009	88.211
"B46055489"	2008	88.236
"A48226047"	2013	88.378
"B32003998"	2015	88.378
"B08292054"	2015	88.53
"A35033604"	2012	88.55
"A08099897"	2013	88.584
"B47011374"	2011	88.617
"B35027143"	2014	88.63
"A08560179"	2011	88.648
"A10011641"	2007	88.758
"A60016037"	2013	88.791
"A09015256"	2015	88.934
"A46106928"	2013	89.088
"A08425902"	2010	89.15
"A36604783"	2015	89.358
"A02013985"	2008	89.417
"A08639643"	2014	89.461
"A31394356"	2013	89.503
"B35027143"	2015	89.532
"A30036438"	2011	89.556
"B03030913"	2012	89.595
"A08042764"	2009	89.618
"V95436002"	2017	89.645
"A07027261"	2009	89.663
"A41028820"	2016	89.68
"B03091527"	2009	89.698
"A08526345"	2009	89.826
"A30604276"	2011	89.919
"A22012223"	2017	90
"B20332870"	2011	90
"A28357903"	2011	90.102
"A41038274"	2009	90.152
"B31065980"	2014	90.152
"A50025071"	2007	90.167
"A48080881"	2011	90.194
"B31065980"	2016	90.252
"A28075968"	2015	90.402
"A20062915"	2017	90.436
"A28889939"	2013	90.577
"A08414906"	2012	90.696
"A28675908"	2013	90.702
"A08384190"	2008	90.78
"B46166013"	2007	90.928
"A48081061"	2013	90.988
"A43011196"	2007	90.99
"A35101732"	2012	91
"A17009093"	2012	91.04
"B12662722"	2016	91.041
"A23008857"	2012	91.048
"A30041719"	2009	91.052
"A06017040"	2009	91.079
"A28577864"	2008	91.152
"A08657017"	2007	91.153
"A33607573"	2010	91.301
"A08126492"	2013	91.363
"A07021256"	2015	91.451
"B38017554"	2010	91.563
"A46031027"	2015	91.733
"B59162701"	2014	91.74
"A20028676"	2016	91.8
"A30014211"	2010	91.965
"A41037672"	2009	92.201
"A41022609"	2015	92.212
"A28321313"	2015	92.243
"A08489007"	2010	92.376
"A08560179"	2015	92.402
"A30005524"	2010	92.434
"A43004472"	2007	92.52
"A78400603"	2010	92.686
"B03036712"	2015	92.718
"A08388811"	2016	92.746
"A08257388"	2010	92.793
"B07039514"	2007	92.83
"A41027723"	2014	92.94
"A03099405"	2012	92.958
"A41695149"	2013	93
"A08575672"	2009	93.069
"A28167443"	2009	93.353
"B03091527"	2008	93.361
"A50025071"	2012	93.442
"A80200868"	2009	93.795
"A38000410"	2017	93.961
"A08131153"	2015	94
"A08200032"	2017	94.022
"A17018276"	2014	94.08
"A30418255"	2017	94.083
"A03734514"	2010	94.14
"A79047916"	2016	94.175
"A07050420"	2014	94.181
"B35005891"	2007	94.46
"A28117026"	2015	94.466
"A28075968"	2011	94.478
"A28681492"	2012	94.493
"B38017554"	2007	94.677
"A31138761"	2007	94.738
"A48033526"	2015	94.852
"A46126439"	2014	95.018
"A28067338"	2013	95.052
"A48121826"	2013	95.347
"B48108898"	2016	95.357
"A48081061"	2010	95.361
"A08527020"	2014	95.416
"A08126492"	2009	95.525
"A08126492"	2010	95.525
"A08126492"	2011	95.525
"A15000227"	2009	95.647
"B38017554"	2011	95.65
"A30036438"	2013	95.841
"A08502635"	2015	95.9
"A35046911"	2009	96
"B31066798"	2016	96.092
"B28218816"	2016	96.228
"A08098576"	2016	96.311
"B31001290"	2009	96.571
"A17038035"	2010	96.591
"B08114449"	2014	96.644
"A33015454"	2007	96.88
"A48031140"	2009	96.949
"B03091527"	2007	97.023
"A48071369"	2011	97.082
"A47024393"	2012	97.148
"A82716010"	2016	97.164
"B20759023"	2011	97.343
"A03046125"	2007	97.48
"B28579324"	2007	97.52
"A12019295"	2007	97.65
"A80897770"	2017	97.717
"A46115101"	2016	97.758
"B24013799"	2010	97.813
"A36000073"	2013	97.965
"A28290799"	2008	98.174
"A41022609"	2011	98.613
"A28618890"	2010	98.682
"A48081061"	2009	98.768
"A20005351"	2011	98.859
"A46044814"	2010	98.86
"B45007671"	2015	99.045
"A48033526"	2017	99.075
"A03017308"	2007	99.167
"A28548220"	2017	99.219
"A12006227"	2014	99.231
"A28290799"	2009	99.244
"B23357700"	2011	99.26
"B23357700"	2010	99.26
"A20062915"	2013	99.266
"A08414906"	2017	99.4
"A20060075"	2016	99.59
"A36615896"	2011	99.621
"A26013714"	2012	99.701
"A50049105"	2009	99.811
"A08373102"	2011	99.817
"A48049928"	2010	99.895
"B46037446"	2015	99.991
"A13002134"	2011	100
"A47438262"	2008	100.143
"A50011980"	2017	100.177
"A45015716"	2016	100.248
"A28684512"	2009	100.315
"A08243297"	2013	100.484
"A08063372"	2008	100.636
"B08642324"	2011	100.648
"B46070728"	2008	100.667
"A28411577"	2014	100.714
"A50042027"	2014	100.718
"A07265465"	2011	100.721
"A08438194"	2007	100.783
"A45015716"	2015	100.805
"A31001027"	2009	100.87
"A59067603"	2011	100.949
"B03036712"	2016	101.067
"A40005514"	2017	101.193
"A28637502"	2017	101.289
"A08296790"	2013	101.355
"B36684157"	2009	101.386
"A08700197"	2007	101.419
"A08568826"	2016	101.462
"B46148797"	2007	101.537
"A39023759"	2012	101.724
"A08149668"	2014	101.753
"A78092764"	2016	101.804
"A20047726"	2014	101.851
"A08414906"	2015	101.867
"B58836321"	2014	102
"A32005548"	2007	102.003
"A28368603"	2016	102.134
"A28458826"	2014	102.143
"A28580546"	2017	102.172
"B03044641"	2007	102.172
"A20024568"	2017	102.198
"A08401820"	2011	102.267
"A48093538"	2011	102.331
"A16010126"	2012	102.36
"A09004813"	2014	102.631
"A46965034"	2017	102.69
"A28441269"	2016	102.857
"A08238578"	2012	102.857
"B50561968"	2008	103.074
"A47005095"	2014	103.1
"A59954487"	2009	103.153
"A24010381"	2013	103.339
"A59320143"	2016	103.413
"A02012714"	2009	103.424
"A31031545"	2015	103.589
"A47024393"	2011	103.601
"B79033700"	2014	103.61
"A14000939"	2008	103.789
"A30040562"	2016	103.817
"A36014009"	2014	103.937
"A08296790"	2012	103.998
"A79047916"	2017	104.18
"A36001063"	2010	104.195
"A28145191"	2009	104.212
"A48081061"	2016	104.237
"A26013714"	2008	104.44
"B45011269"	2012	104.756
"A25026139"	2015	104.781
"A12016549"	2016	104.888
"A28562908"	2017	105.25
"A33609587"	2013	105.258
"B35388867"	2013	105.313
"A11605409"	2009	105.68
"A46336152"	2017	105.799
"A33019720"	2015	106.02
"A07010937"	2012	106.097
"A33610304"	2015	106.111
"A07265465"	2007	106.121
"A08565285"	2008	106.221
"A08466807"	2011	106.389
"A84534874"	2014	106.468
"A07244023"	2008	106.48
"B17016254"	2009	106.516
"A28547115"	2011	106.536
"A78092764"	2012	106.544
"A29035896"	2007	106.561
"A81933772"	2016	106.61
"A11608999"	2013	106.631
"B46045993"	2013	106.633
"A47024393"	2014	106.637
"A28724219"	2014	106.72
"A25010430"	2011	106.965
"A35101732"	2011	107
"A28557783"	2017	107.075
"A08191579"	2016	107.13
"A46068318"	2016	107.143
"A29063567"	2010	107.177
"A47016944"	2015	107.238
"A17004763"	2010	107.279
"A28518041"	2013	107.28
"B03020914"	2014	107.321
"A33018664"	2008	107.567
"A28636025"	2012	107.58
"A08005761"	2017	107.82
"B62409065"	2009	107.892
"B35027143"	2013	108.071
"B50067586"	2017	108.149
"A36014009"	2010	108.219
"A08131153"	2008	108.414
"A46079380"	2014	108.426
"F10017804"	2014	108.511
"A33025719"	2014	108.518
"A12405577"	2014	108.691
"B11009917"	2016	108.702
"A26011841"	2011	108.813
"B92403716"	2016	108.876
"A48226047"	2016	108.904
"A35101732"	2010	109
"F50561091"	2008	109.024
"B33119983"	2010	109.231
"A16008294"	2009	109.355
"B92403716"	2017	109.414
"B35011675"	2009	109.427
"A28132959"	2009	109.452
"A08413403"	2016	109.575
"A26014035"	2015	109.635
"A08522971"	2009	109.653
"A48093421"	2012	109.849
"A08568057"	2017	110.155
"B08078396"	2012	110.28
"A45015716"	2012	110.284
"A08141038"	2016	110.32
"A24010381"	2008	110.33
"A08243297"	2015	110.396
"A08257388"	2008	110.42
"B48771711"	2012	110.431
"A08334906"	2012	110.471
"A30012009"	2016	110.595
"A46170080"	2008	110.641
"A46106928"	2012	110.751
"A39023759"	2011	110.867
"B38017554"	2015	111.053
"A48093421"	2008	111.06
"A33025719"	2013	111.061
"B23289580"	2014	111.089
"A49005861"	2012	111.281
"A03028461"	2015	111.347
"B08114449"	2013	111.375
"A36014009"	2011	111.487
"A26022657"	2008	111.573
"A12405577"	2015	111.711
"B62263272"	2010	111.757
"A28675908"	2017	111.768
"A03026697"	2017	111.805
"B31798929"	2015	111.882
"B50030964"	2011	111.977
"B84348622"	2016	112.117
"A53283511"	2010	112.189
"B03020914"	2016	112.267
"B12457230"	2012	112.5
"A33605072"	2007	112.54
"B08988149"	2007	112.636
"A33373622"	2012	112.701
"A28720795"	2016	112.824
"A42004598"	2007	112.862
"A48093421"	2011	112.879
"A48034110"	2015	112.931
"A30418255"	2016	112.939
"F38008579"	2014	112.971
"A31062342"	2012	113.047
"A28651370"	2014	113.175
"A28029122"	2008	113.196
"A08388811"	2007	113.325
"B36684157"	2010	113.433
"B36609485"	2013	113.509
"A46094207"	2013	113.619
"A28368603"	2017	113.652
"A04119293"	2017	113.777
"A29063567"	2012	113.813
"A46079380"	2013	113.893
"A11608999"	2012	113.906
"B38030045"	2016	113.986
"A26011841"	2013	114.003
"B08424855"	2014	114.01
"A31072325"	2015	114.04
"A08209538"	2016	114.082
"A50005156"	2013	114.083
"A33055138"	2013	114.109
"A50042191"	2014	114.205
"B36609485"	2015	114.269
"A14000939"	2010	114.294
"A22012223"	2013	114.313
"A48081061"	2014	114.755
"B28120012"	2010	114.83
"A41031303"	2010	115
"B03158532"	2013	115.051
"A08436214"	2017	115.335
"A45017241"	2007	115.358
"B03036712"	2017	115.369
"A08489007"	2009	115.411
"B48108898"	2014	115.43
"A15016595"	2015	115.5
"A32005548"	2008	115.551
"A30013791"	2007	115.635
"A36602381"	2010	115.755
"A33036906"	2012	115.762
"A48093538"	2009	115.864
"A28175412"	2016	115.914
"A01013077"	2010	115.933
"A28125920"	2008	116
"A81722712"	2007	116.048
"A41084740"	2014	116.37
"A46131769"	2011	116.398
"B17016254"	2008	116.572
"B38017554"	2008	116.635
"A17019316"	2009	116.778
"A08574881"	2013	116.801
"A20024568"	2015	116.934
"A08149668"	2011	117.123
"B30605760"	2012	117.487
"A29063567"	2011	117.785
"B39008404"	2010	117.8
"A08607988"	2017	117.845
"A47214424"	2017	117.869
"A41008640"	2015	118
"A46066791"	2009	118.062
"B31065980"	2015	118.073
"A48071351"	2007	118.342
"A22012223"	2012	118.499
"A22012223"	2011	118.499
"A23025927"	2014	118.522
"B50068105"	2010	118.577
"A35009992"	2009	118.625
"A30012041"	2008	118.646
"A43011196"	2011	118.73
"B08114449"	2012	118.79
"B81308439"	2011	118.817
"A08560179"	2014	119.161
"A28012359"	2016	119.212
"B32003998"	2014	119.253
"A08117806"	2007	119.26
"B15018393"	2010	119.284
"A28368603"	2014	119.309
"A08238578"	2009	119.337
"B83741835"	2017	119.569
"A78428596"	2010	119.582
"A07905573"	2007	119.72
